
time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,
3.030014,0.3885,-0.2836,0.0762,-0.1301,-0.1613,-0.0723,-38.0250,12.2250,-18.8438,124.9446,103.2626,2.5828,
3.034962,0.3885,-0.2836,0.0762,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.2626,2.5828,
3.041378,0.3885,-0.2836,0.0762,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.4168,2.6206,
3.042714,0.2964,-0.2793,0.1979,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.4168,2.6206,
3.062917,0.2964,-0.2793,0.1979,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.5561,2.6437,
3.064543,0.2585,-0.2359,0.2134,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.5561,2.6437,
3.069251,0.2585,-0.2359,0.2134,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.5561,2.6437,
3.080229,0.2585,-0.2359,0.2134,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.6892,2.6441,
3.081847,0.1966,-0.2548,0.1507,-0.1301,-0.1613,-0.0723,-38.7000,12.2438,-18.6188,124.9446,103.6892,2.6441,
3.083794,0.1966,-0.2548,0.1507,-0.1191,-0.1869,-0.0382,-38.7000,12.2438,-18.6188,124.9446,103.6892,2.6441,
3.093202,0.1966,-0.2548,0.1507,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,124.9446,103.6892,2.6441,
3.099332,0.1966,-0.2548,0.1507,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,124.4383,103.8282,2.6280,
3.100844,0.2195,-0.2930,0.1829,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,124.4383,103.8282,2.6280,
3.118702,0.2195,-0.2930,0.1829,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,124.4383,103.9588,2.6108,
3.122470,0.1853,-0.3378,0.2460,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,124.4383,103.9588,2.6108,
3.131332,0.1853,-0.3378,0.2460,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,124.4383,103.9588,2.6108,
3.137202,0.1853,-0.3378,0.2460,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,123.9143,104.0623,2.6037,
3.138318,0.1615,-0.3717,0.2980,-0.1191,-0.1869,-0.0382,-38.3250,12.3000,-18.1125,123.9143,104.0623,2.6037,
3.146536,0.1615,-0.3717,0.2980,-0.0703,-0.2076,-0.0455,-38.3250,12.3000,-18.1125,123.9143,104.0623,2.6037,
3.152603,0.1615,-0.3717,0.2980,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.9143,104.0623,2.6037,
3.156786,0.1615,-0.3717,0.2980,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.9143,104.1488,2.5919,
3.157893,0.1580,-0.2996,0.2495,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.9143,104.1488,2.5919,
3.176058,0.1580,-0.2996,0.2495,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.9143,104.2380,2.5615,
3.179929,0.1907,-0.2182,0.2959,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.9143,104.2380,2.5615,
3.194553,0.1907,-0.2182,0.2959,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.9143,104.2380,2.5615,
3.195783,0.1907,-0.2182,0.2959,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.4008,104.3319,2.5079,
3.197167,0.1961,-0.1799,0.3119,-0.0703,-0.2076,-0.0455,-38.6250,12.1500,-17.0625,123.4008,104.3319,2.5079,
3.208408,0.1961,-0.1799,0.3119,-0.0886,-0.2688,-0.0040,-38.6250,12.1500,-17.0625,123.4008,104.3319,2.5079,
3.213440,0.1961,-0.1799,0.3119,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,123.4008,104.3319,2.5079,
3.214682,0.1961,-0.1799,0.3119,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.8860,104.4292,2.4385,
3.215678,0.1754,-0.2543,0.2956,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.8860,104.4292,2.4385,
3.233202,0.1754,-0.2543,0.2956,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.8860,104.5270,2.3560,
3.234594,0.1151,-0.2687,0.2843,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.8860,104.5270,2.3560,
3.251864,0.1151,-0.2687,0.2843,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.3581,104.6128,2.2579,
3.253553,0.0225,-0.2708,0.2408,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.3581,104.6128,2.2579,
3.256294,0.0225,-0.2708,0.2408,-0.0886,-0.2688,-0.0040,-39.3188,12.4500,-16.8375,122.3581,104.6128,2.2579,
3.271292,0.0225,-0.2708,0.2408,-0.0678,-0.3018,0.0338,-39.3188,12.4500,-16.8375,122.3581,104.6128,2.2579,
3.272876,0.0225,-0.2708,0.2408,-0.0678,-0.3018,0.0338,-39.3188,12.4500,-16.8375,121.7532,104.6860,2.1421,
3.274015,-0.0060,-0.2894,0.1490,-0.0678,-0.3018,0.0338,-39.3188,12.4500,-16.8375,121.7532,104.6860,2.1421,
3.275004,-0.0060,-0.2894,0.1490,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,121.7532,104.6860,2.1421,
3.290701,-0.0060,-0.2894,0.1490,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,121.7532,104.7540,2.0140,
3.292037,-0.0842,-0.2340,0.0560,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,121.7532,104.7540,2.0140,
3.309803,-0.0842,-0.2340,0.0560,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,121.1793,104.8137,1.8769,
3.313788,-0.1194,-0.2432,-0.0037,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,121.1793,104.8137,1.8769,
3.320630,-0.1194,-0.2432,-0.0037,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,121.1793,104.8137,1.8769,
3.328279,-0.1194,-0.2432,-0.0037,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,120.6682,104.8685,1.7342,
3.329540,-0.1698,-0.3171,-0.0874,-0.0678,-0.3018,0.0338,-39.6000,12.2438,-16.5188,120.6682,104.8685,1.7342,
3.332874,-0.1698,-0.3171,-0.0874,-0.0568,-0.3774,0.0315,-39.6000,12.2438,-16.5188,120.6682,104.8685,1.7342,
3.333899,-0.1698,-0.3171,-0.0874,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,120.6682,104.8685,1.7342,
3.347973,-0.1698,-0.3171,-0.0874,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,120.1100,104.9314,1.5954,
3.349833,-0.1607,-0.3461,-0.1566,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,120.1100,104.9314,1.5954,
3.367473,-0.1607,-0.3461,-0.1566,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,119.5110,104.9964,1.4597,
3.369580,-0.2425,-0.2601,0.0005,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,119.5110,104.9964,1.4597,
3.380879,-0.2425,-0.2601,0.0005,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,119.5110,104.9964,1.4597,
3.389101,-0.2425,-0.2601,0.0005,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,118.3688,105.0382,1.3123,
3.391124,-0.4508,-0.1750,0.0563,-0.0568,-0.3774,0.0315,-39.9188,12.1688,-15.2625,118.3688,105.0382,1.3123,
3.392590,-0.4508,-0.1750,0.0563,-0.0568,-0.3774,0.0315,-40.5188,12.6375,-14.2125,118.3688,105.0382,1.3123,
3.394305,-0.4508,-0.1750,0.0563,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,118.3688,105.0382,1.3123,
3.404626,-0.4508,-0.1750,0.0563,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,117.8259,105.0594,1.1461,
3.406313,-0.6754,-0.1971,-0.1409,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,117.8259,105.0594,1.1461,
3.424786,-0.6754,-0.1971,-0.1409,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,117.2436,105.0969,0.9806,
3.429227,-0.6901,-0.2422,-0.2421,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,117.2436,105.0969,0.9806,
3.442488,-0.6901,-0.2422,-0.2421,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,117.2436,105.0969,0.9806,
3.444086,-0.6901,-0.2422,-0.2421,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,116.0012,105.1557,0.8402,
3.445645,-0.5552,-0.3192,-0.1022,-0.0177,-0.4947,0.0217,-40.5188,12.6375,-14.2125,116.0012,105.1557,0.8402,
3.453498,-0.5552,-0.3192,-0.1022,-0.0177,-0.4947,0.0217,-41.4188,12.5438,-12.3000,116.0012,105.1557,0.8402,
3.457008,-0.5552,-0.3192,-0.1022,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,116.0012,105.1557,0.8402,
3.462552,-0.5552,-0.3192,-0.1022,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,115.3684,105.2101,0.7247,
3.463962,-0.4463,-0.3572,-0.0448,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,115.3684,105.2101,0.7247,
3.481956,-0.4463,-0.3572,-0.0448,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,114.7376,105.2495,0.6142,
3.483793,-0.4323,-0.4567,-0.0600,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,114.7376,105.2495,0.6142,
3.501800,-0.4323,-0.4567,-0.0600,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,113.4936,105.2827,0.4981,
3.506310,-0.3135,-0.5225,-0.0738,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,113.4936,105.2827,0.4981,
3.509092,-0.3135,-0.5225,-0.0738,-0.0446,-0.4764,-0.0247,-41.4188,12.5438,-12.3000,113.4936,105.2827,0.4981,
3.513710,-0.3135,-0.5225,-0.0738,-0.0446,-0.4764,-0.0247,-41.2125,12.1313,-11.9062,113.4936,105.2827,0.4981,
3.518964,-0.3135,-0.5225,-0.0738,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,113.4936,105.2827,0.4981,
3.520483,-0.3135,-0.5225,-0.0738,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,112.8934,105.3180,0.3773,
3.521711,-0.3029,-0.5236,-0.0307,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,112.8934,105.3180,0.3773,
3.539405,-0.3029,-0.5236,-0.0307,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,112.3149,105.3534,0.2454,
3.541631,-0.4157,-0.4004,-0.1329,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,112.3149,105.3534,0.2454,
3.558487,-0.4157,-0.4004,-0.1329,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,111.2169,105.3926,0.1008,
3.560371,-0.5408,-0.2734,-0.2130,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,111.2169,105.3926,0.1008,
3.566897,-0.5408,-0.2734,-0.2130,-0.0312,-0.3591,0.0168,-41.2125,12.1313,-11.9062,111.2169,105.3926,0.1008,
3.572504,-0.5408,-0.2734,-0.2130,-0.0312,-0.3591,0.0168,-41.4375,12.3188,-10.1250,111.2169,105.3926,0.1008,
3.577027,-0.5408,-0.2734,-0.2130,-0.0312,-0.3591,0.0168,-41.4375,12.3188,-10.1250,110.6922,105.4467,-0.0546,
3.578572,-0.5833,-0.2502,-0.2493,-0.0312,-0.3591,0.0168,-41.4375,12.3188,-10.1250,110.6922,105.4467,-0.0546,
3.581491,-0.5833,-0.2502,-0.2493,-0.0556,-0.2919,0.0693,-41.4375,12.3188,-10.1250,110.6922,105.4467,-0.0546,
3.596965,-0.5833,-0.2502,-0.2493,-0.0556,-0.2919,0.0693,-41.4375,12.3188,-10.1250,110.1813,105.5184,-0.2165,
3.601235,-0.5147,-0.2590,-0.2181,-0.0556,-0.2919,0.0693,-41.4375,12.3188,-10.1250,110.1813,105.5184,-0.2165,
3.615548,-0.5147,-0.2590,-0.2181,-0.0556,-0.2919,0.0693,-41.4375,12.3188,-10.1250,109.5235,105.6064,-0.3742,
3.617559,-0.4790,-0.1418,-0.2852,-0.0556,-0.2919,0.0693,-41.4375,12.3188,-10.1250,109.5235,105.6064,-0.3742,
3.629150,-0.4790,-0.1418,-0.2852,-0.0556,-0.2919,0.0693,-41.4375,12.3188,-10.1250,109.5235,105.6064,-0.3742,
3.632474,-0.4790,-0.1418,-0.2852,-0.0556,-0.2919,0.0693,-41.1375,12.3188,-10.2375,109.5235,105.6064,-0.3742,
3.634158,-0.4790,-0.1418,-0.2852,-0.0556,-0.2919,0.0693,-41.1375,12.3188,-10.2375,108.8930,105.7165,-0.5284,
3.635922,-0.4658,-0.0481,-0.4288,-0.0556,-0.2919,0.0693,-41.1375,12.3188,-10.2375,108.8930,105.7165,-0.5284,
3.643137,-0.4658,-0.0481,-0.4288,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,108.8930,105.7165,-0.5284,
3.653475,-0.4658,-0.0481,-0.4288,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,108.2817,105.8433,-0.6725,
3.655324,-0.4195,-0.0238,-0.1182,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,108.2817,105.8433,-0.6725,
3.674315,-0.4195,-0.0238,-0.1182,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,107.6923,105.9505,-0.7892,
3.678351,-0.2881,-0.0146,-0.0126,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,107.6923,105.9505,-0.7892,
3.691155,-0.2881,-0.0146,-0.0126,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,107.6923,105.9505,-0.7892,
3.692845,-0.2881,-0.0146,-0.0126,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,107.1477,106.0503,-0.8662,
3.694052,-0.1188,-0.0453,0.0786,-0.1130,-0.2700,0.0608,-41.1375,12.3188,-10.2375,107.1477,106.0503,-0.8662,
3.694792,-0.1188,-0.0453,0.0786,-0.1130,-0.2700,0.0608,-41.9438,12.6000,-9.4875,107.1477,106.0503,-0.8662,
3.705757,-0.1188,-0.0453,0.0786,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,107.1477,106.0503,-0.8662,
3.711691,-0.1188,-0.0453,0.0786,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,106.5680,106.1622,-0.9066,
3.713251,-0.1173,-0.0715,0.0636,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,106.5680,106.1622,-0.9066,
3.730589,-0.1173,-0.0715,0.0636,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,106.5680,106.2973,-0.9180,
3.734935,-0.0897,-0.1089,-0.0746,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,106.5680,106.2973,-0.9180,
3.749727,-0.0897,-0.1089,-0.0746,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,106.0343,106.4497,-0.8911,
3.751478,-0.0764,-0.0776,-0.0369,-0.1008,-0.1295,-0.0052,-41.9438,12.6000,-9.4875,106.0343,106.4497,-0.8911,
3.754178,-0.0764,-0.0776,-0.0369,-0.1008,-0.1295,-0.0052,-42.2438,12.7875,-9.1688,106.0343,106.4497,-0.8911,
3.755418,-0.0764,-0.0776,-0.0369,-0.1008,-0.1295,-0.0052,-42.2438,12.7875,-9.1688,106.0343,106.4497,-0.8911,
3.767671,-0.0764,-0.0776,-0.0369,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,106.0343,106.4497,-0.8911,
3.769815,-0.0764,-0.0776,-0.0369,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,106.0343,106.5966,-0.8138,
3.770871,-0.0814,-0.0483,0.0282,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,106.0343,106.5966,-0.8138,
3.788376,-0.0814,-0.0483,0.0282,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,105.5076,106.7116,-0.6747,
3.790358,-0.0660,-0.1055,0.0990,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,105.5076,106.7116,-0.6747,
3.807261,-0.0660,-0.1055,0.0990,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,105.5076,106.7954,-0.4770,
3.811421,-0.1675,-0.2090,0.0207,-0.1276,-0.0818,-0.1200,-42.2438,12.7875,-9.1688,105.5076,106.7954,-0.4770,
3.814419,-0.1675,-0.2090,0.0207,-0.1276,-0.0818,-0.1200,-42.5250,12.4875,-8.9438,105.5076,106.7954,-0.4770,
3.817357,-0.1675,-0.2090,0.0207,-0.1276,-0.0818,-0.1200,-42.5250,12.4875,-8.9438,105.5076,106.7954,-0.4770,
3.826267,-0.1675,-0.2090,0.0207,-0.1276,-0.0818,-0.1200,-42.5250,12.4875,-8.9438,105.5076,106.8870,-0.2479,
3.828010,-0.3006,-0.2664,-0.3797,-0.1276,-0.0818,-0.1200,-42.5250,12.4875,-8.9438,105.5076,106.8870,-0.2479,
3.831071,-0.3006,-0.2664,-0.3797,-0.1155,-0.0488,-0.2350,-42.5250,12.4875,-8.9438,105.5076,106.8870,-0.2479,
3.845194,-0.3006,-0.2664,-0.3797,-0.1155,-0.0488,-0.2350,-42.5250,12.4875,-8.9438,105.5076,107.0390,-0.0285,
3.847190,-0.3896,-0.5190,-0.3804,-0.1155,-0.0488,-0.2350,-42.5250,12.4875,-8.9438,105.5076,107.0390,-0.0285,
3.864419,-0.3896,-0.5190,-0.3804,-0.1155,-0.0488,-0.2350,-42.5250,12.4875,-8.9438,105.5076,107.2314,0.1399,
3.866326,-0.2978,-0.7963,-0.1641,-0.1155,-0.0488,-0.2350,-42.5250,12.4875,-8.9438,105.5076,107.2314,0.1399,
3.875223,-0.2978,-0.7963,-0.1641,-0.1155,-0.0488,-0.2350,-42.0188,11.8500,-8.3438,105.5076,107.2314,0.1399,
3.877401,-0.2978,-0.7963,-0.1641,-0.1155,-0.0488,-0.2350,-42.0188,11.8500,-8.3438,105.5076,107.2314,0.1399,
3.883374,-0.2978,-0.7963,-0.1641,-0.1155,-0.0488,-0.2350,-42.0188,11.8500,-8.3438,105.5076,107.4205,0.2203,
3.884807,0.0511,-0.8233,0.1284,-0.1155,-0.0488,-0.2350,-42.0188,11.8500,-8.3438,105.5076,107.4205,0.2203,
3.892011,0.0511,-0.8233,0.1284,-0.1313,-0.1661,-0.0663,-42.0188,11.8500,-8.3438,105.5076,107.4205,0.2203,
3.902002,0.0511,-0.8233,0.1284,-0.1313,-0.1661,-0.0663,-42.0188,11.8500,-8.3438,105.5076,107.5555,0.2299,
3.903501,0.4049,-0.4633,0.3670,-0.1313,-0.1661,-0.0663,-42.0188,11.8500,-8.3438,105.5076,107.5555,0.2299,
3.921795,0.4049,-0.4633,0.3670,-0.1313,-0.1661,-0.0663,-42.0188,11.8500,-8.3438,105.5076,107.6120,0.2225,
3.925836,0.4500,-0.0884,0.1574,-0.1313,-0.1661,-0.0663,-42.0188,11.8500,-8.3438,105.5076,107.6120,0.2225,
3.932492,0.4500,-0.0884,0.1574,-0.1313,-0.1661,-0.0663,-42.7125,11.8313,-7.8000,105.5076,107.6120,0.2225,
3.940203,0.4500,-0.0884,0.1574,-0.1313,-0.1661,-0.0663,-42.7125,11.8313,-7.8000,105.5076,107.6120,0.2225,
3.941619,0.4500,-0.0884,0.1574,-0.1313,-0.1661,-0.0663,-42.7125,11.8313,-7.8000,105.5076,107.6564,0.2375,
3.942730,0.3319,0.1777,-0.0390,-0.1313,-0.1661,-0.0663,-42.7125,11.8313,-7.8000,105.5076,107.6564,0.2375,
3.954696,0.3319,0.1777,-0.0390,-0.0923,-0.0122,-0.0712,-42.7125,11.8313,-7.8000,105.5076,107.6564,0.2375,
3.960333,0.3319,0.1777,-0.0390,-0.0923,-0.0122,-0.0712,-42.7125,11.8313,-7.8000,105.5076,107.7529,0.2981,
3.962088,0.2322,0.2179,-0.0212,-0.0923,-0.0122,-0.0712,-42.7125,11.8313,-7.8000,105.5076,107.7529,0.2981,
3.979314,0.2322,0.2179,-0.0212,-0.0923,-0.0122,-0.0712,-42.7125,11.8313,-7.8000,105.5076,107.9045,0.4036,
3.983358,0.1604,0.0522,0.0305,-0.0923,-0.0122,-0.0712,-42.7125,11.8313,-7.8000,105.5076,107.9045,0.4036,
3.994245,0.1604,0.0522,0.0305,-0.0923,-0.0122,-0.0712,-42.6000,11.8688,-8.3250,105.5076,107.9045,0.4036,
3.998218,0.1604,0.0522,0.0305,-0.0923,-0.0122,-0.0712,-42.6000,11.8688,-8.3250,105.5076,108.0892,0.5293,
3.999472,0.1601,-0.2818,0.1558,-0.0923,-0.0122,-0.0712,-42.6000,11.8688,-8.3250,105.5076,108.0892,0.5293,
4.002138,0.1601,-0.2818,0.1558,-0.0923,-0.0122,-0.0712,-42.6000,11.8688,-8.3250,105.5076,108.0892,0.5293,
4.016196,0.1601,-0.2818,0.1558,-0.1704,0.1063,-0.0737,-42.6000,11.8688,-8.3250,105.5076,108.0892,0.5293,
4.018084,0.1601,-0.2818,0.1558,-0.1704,0.1063,-0.0737,-42.6000,11.8688,-8.3250,105.5076,108.2832,0.6481,
4.019099,0.2584,-0.6177,0.2432,-0.1704,0.1063,-0.0737,-42.6000,11.8688,-8.3250,105.5076,108.2832,0.6481,
4.036647,0.2584,-0.6177,0.2432,-0.1704,0.1063,-0.0737,-42.6000,11.8688,-8.3250,106.0329,108.4636,0.7481,
4.040979,0.3769,-0.7534,0.3497,-0.1704,0.1063,-0.0737,-42.6000,11.8688,-8.3250,106.0329,108.4636,0.7481,
4.052873,0.3769,-0.7534,0.3497,-0.1704,0.1063,-0.0737,-42.6000,11.7563,-8.2313,106.0329,108.4636,0.7481,
4.055349,0.3769,-0.7534,0.3497,-0.1704,0.1063,-0.0737,-42.6000,11.7563,-8.2313,106.0329,108.6092,0.8295,
4.056463,0.3658,-0.6165,0.3942,-0.1704,0.1063,-0.0737,-42.6000,11.7563,-8.2313,106.0329,108.6092,0.8295,
4.064938,0.3658,-0.6165,0.3942,-0.1704,0.1063,-0.0737,-42.6000,11.7563,-8.2313,106.0329,108.6092,0.8295,
4.075999,0.3658,-0.6165,0.3942,-0.1704,0.1063,-0.0737,-42.6000,11.7563,-8.2313,106.5575,108.7148,0.9028,
4.077900,0.2948,-0.3129,0.3404,-0.1704,0.1063,-0.0737,-42.6000,11.7563,-8.2313,106.5575,108.7148,0.9028,
4.079047,0.2948,-0.3129,0.3404,-0.0740,0.0892,-0.0444,-42.6000,11.7563,-8.2313,106.5575,108.7148,0.9028,
4.094247,0.2948,-0.3129,0.3404,-0.0740,0.0892,-0.0444,-42.6000,11.7563,-8.2313,106.5575,108.7962,0.9833,
4.098200,0.1532,-0.0949,0.2753,-0.0740,0.0892,-0.0444,-42.6000,11.7563,-8.2313,106.5575,108.7962,0.9833,
4.112885,0.1532,-0.0949,0.2753,-0.0740,0.0892,-0.0444,-42.6000,11.7563,-8.2313,107.1249,108.8835,1.0724,
4.114631,0.0789,-0.0548,0.2839,-0.0740,0.0892,-0.0444,-42.6000,11.7563,-8.2313,107.1249,108.8835,1.0724,
4.115549,0.0789,-0.0548,0.2839,-0.0740,0.0892,-0.0444,-42.6938,11.4563,-8.1188,107.1249,108.8835,1.0724,
4.127224,0.0789,-0.0548,0.2839,-0.0740,0.0892,-0.0444,-42.6938,11.4563,-8.1188,107.1249,108.8835,1.0724,
4.131581,0.0789,-0.0548,0.2839,-0.0740,0.0892,-0.0444,-42.6938,11.4563,-8.1188,107.1249,109.0028,1.1601,
4.132928,0.0654,-0.1288,0.2567,-0.0740,0.0892,-0.0444,-42.6938,11.4563,-8.1188,107.1249,109.0028,1.1601,
4.142387,0.0654,-0.1288,0.2567,-0.1386,0.1356,-0.0346,-42.6938,11.4563,-8.1188,107.1249,109.0028,1.1601,
4.151344,0.0654,-0.1288,0.2567,-0.1386,0.1356,-0.0346,-42.6938,11.4563,-8.1188,107.6468,109.1637,1.2420,
4.152886,0.1076,-0.2362,0.2318,-0.1386,0.1356,-0.0346,-42.6938,11.4563,-8.1188,107.6468,109.1637,1.2420,
4.171306,0.1076,-0.2362,0.2318,-0.1386,0.1356,-0.0346,-42.6938,11.4563,-8.1188,107.6468,109.3496,1.3203,
4.175430,0.1044,-0.3517,0.3076,-0.1386,0.1356,-0.0346,-42.6938,11.4563,-8.1188,107.6468,109.3496,1.3203,
4.178010,0.1044,-0.3517,0.3076,-0.1386,0.1356,-0.0346,-42.0938,11.6813,-8.7563,107.6468,109.3496,1.3203,
4.189254,0.1044,-0.3517,0.3076,-0.1386,0.1356,-0.0346,-42.0938,11.6813,-8.7563,107.6468,109.3496,1.3203,
4.190798,0.1044,-0.3517,0.3076,-0.1386,0.1356,-0.0346,-42.0938,11.6813,-8.7563,108.1920,109.5271,1.3916,
4.192014,0.0600,-0.4113,0.3376,-0.1386,0.1356,-0.0346,-42.0938,11.6813,-8.7563,108.1920,109.5271,1.3916,
4.204000,0.0600,-0.4113,0.3376,-0.1448,0.0818,-0.0322,-42.0938,11.6813,-8.7563,108.1920,109.5271,1.3916,
4.209386,0.0600,-0.4113,0.3376,-0.1448,0.0818,-0.0322,-42.0938,11.6813,-8.7563,108.1920,109.6914,1.4548,
4.211582,0.0534,-0.3318,0.2422,-0.1448,0.0818,-0.0322,-42.0938,11.6813,-8.7563,108.1920,109.6914,1.4548,
4.228134,0.0534,-0.3318,0.2422,-0.1448,0.0818,-0.0322,-42.0938,11.6813,-8.7563,108.7032,109.8646,1.5066,
4.230150,0.0347,-0.2461,0.1882,-0.1448,0.0818,-0.0322,-42.0938,11.6813,-8.7563,108.7032,109.8646,1.5066,
4.232369,0.0347,-0.2461,0.1882,-0.1448,0.0818,-0.0322,-42.2063,12.0938,-9.0750,108.7032,109.8646,1.5066,
4.246998,0.0347,-0.2461,0.1882,-0.1448,0.0818,-0.0322,-42.2063,12.0938,-9.0750,108.7032,110.0535,1.5492,
4.248669,0.0887,-0.1713,0.1904,-0.1448,0.0818,-0.0322,-42.2063,12.0938,-9.0750,108.7032,110.0535,1.5492,
4.253059,0.0887,-0.1713,0.1904,-0.1448,0.0818,-0.0322,-42.2063,12.0938,-9.0750,108.7032,110.0535,1.5492,
4.264968,0.0887,-0.1713,0.1904,-0.1838,0.0648,-0.0224,-42.2063,12.0938,-9.0750,108.7032,110.0535,1.5492,
4.266636,0.0887,-0.1713,0.1904,-0.1838,0.0648,-0.0224,-42.2063,12.0938,-9.0750,109.2088,110.2548,1.5930,
4.267668,0.1199,-0.1165,0.1544,-0.1838,0.0648,-0.0224,-42.2063,12.0938,-9.0750,109.2088,110.2548,1.5930,
