time,ax,ay,az,wx,wy,wz,Bx,By,Bz,time_diff,acc_mag,acc_mag_filtered,label
0.050852,0.0,0.0,0.0,0.1668,1.5225,-2.4174,0.0,0.0,0.0,0.0,0.0,0.001279623332471011,non_fall
0.070852,0.0,0.0,0.0,-0.044,-0.10775,-0.02165,0.0,0.0,0.0,0.019999999999999997,0.0,0.16215326451420653,non_fall
0.090852,0.0652,-0.4866,0.3611,-0.041,-0.0576,0.0119,0.0,0.0,0.0,0.020000000000000004,0.6094454938712731,0.3010715463345406,non_fall
0.110852,0.0796,-0.439,0.3445,-0.03175,-0.0296,0.0247,-30.75,-37.725,6.2625,0.020000000000000004,0.5636820114213332,0.40310478661608146,non_fall
0.130852,0.1159,-0.3201,0.2797,-0.00245,-0.018,-0.0174,-30.75,-37.725,6.2625,0.01999999999999999,0.4406006241484458,0.46371121620955347,non_fall
0.150852,-0.0435,-0.1433,0.2302,0.00915,-0.0149,-0.0529,-30.75,-37.725,6.2625,0.020000000000000018,0.27462552685429664,0.48810744326666117,non_fall
0.170852,-0.161,-0.0926,0.1911,-0.0238,-0.0571,-0.0522,36.6188,20.3813,7.2563,0.01999999999999999,0.26648634111338615,0.4872100181954978,non_fall
0.190852,-0.3203,-0.3476,0.2999,-0.0324,-0.0974,-0.018,36.6188,20.3813,7.2563,0.01999999999999999,0.5597837618223666,0.4729387909245796,non_fall
0.210852,-0.3742,-0.4577,0.3354,-0.008,-0.1218,0.0308,36.6188,20.3813,7.2563,0.020000000000000018,0.6797117697965808,0.45536687361556605,non_fall
0.230852,-0.1197,-0.3362,0.3394,0.014,-0.0803,0.0308,37.1063,20.2875,7.65,0.01999999999999999,0.49249455834557193,0.44206314088329246,non_fall
0.250852,-0.0173,-0.2461,0.272,0.0067,-0.0485,0.0052,37.1063,20.2875,7.65,0.020000000000000018,0.36721723815747,0.43814419570907764,non_fall
0.270852,0.011,-0.242,0.2805,-0.0092,0.0027,-0.0253,37.1063,20.2875,7.65,0.019999999999999962,0.37062818295429184,0.44568088022897334,non_fall
