time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Unnamed: 13,time_diff,acc_mag,acc_mag_filtered,label
0.058298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.3883,100.7627,2.0763,,0.0,0.0,0.0013548928640803918,non_fall
0.060099,0.0168,-0.0578,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,101.3883,100.7627,2.0763,,0.001800999999999997,0.06028797558385917,0.016586981391349568,non_fall
0.07665,0.0168,-0.0578,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,109.4362,100.772,2.0174,,0.016550999999999996,0.06028797558385917,0.03186792303375995,non_fall
0.077758,0.0168,-0.0578,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,109.4362,100.772,2.0174,,0.0011079999999999979,0.06028797558385917,0.04719900799685593,non_fall
0.08579,0.0168,-0.0578,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,109.4362,100.772,2.0174,,0.008032000000000011,0.06028797558385917,0.06256928683919172,non_fall
0.093044,0.0168,-0.0578,0.0034,0.0,0.0,0.0,-36.2625,12.3188,-19.5188,109.4362,100.772,2.0174,,0.0072539999999999966,0.06028797558385917,0.0779520531955521,non_fall
0.095786,0.0168,-0.0578,0.0034,0.0,0.0,0.0,-36.2625,12.3188,-19.5188,115.0569,100.769,2.059,,0.0027419999999999944,0.06028797558385917,0.09330213040363212,non_fall
0.096666,0.0168,-0.0578,0.0034,0.0,0.0,0.0,-36.2625,12.3188,-19.5188,115.0569,100.769,2.059,,0.0008800000000000058,0.06028797558385917,0.10855425633395081,non_fall
0.100036,0.0168,-0.0578,0.0034,0.0129,0.0074,-0.0015,-36.2625,12.3188,-19.5188,115.0569,100.769,2.059,,0.003369999999999998,0.06028797558385917,0.12362285275401609,non_fall
0.115338,0.0168,-0.0578,0.0034,0.0129,0.0074,-0.0015,-36.2625,12.3188,-19.5188,118.7229,100.8413,2.2781,,0.015301999999999996,0.06028797558385917,0.1384034098811628,non_fall
0.116898,0.0168,-0.0578,0.0034,0.0129,0.0074,-0.0015,-36.2625,12.3188,-19.5188,118.7229,100.8413,2.2781,,0.0015600000000000058,0.06028797558385917,0.1527756128151661,non_fall
0.135896,0.0168,-0.0578,0.0034,0.0129,0.0074,-0.0015,-36.2625,12.3188,-19.5188,121.4353,100.8368,2.2806,,0.018997999999999987,0.06028797558385917,0.1666081846634209,non_fall
0.140232,-0.0221,-0.2532,-0.0616,0.0129,0.0074,-0.0015,-36.2625,12.3188,-19.5188,121.4353,100.8368,2.2806,,0.0043360000000000065,0.26152095518332746,0.1797652244990415,non_fall
0.148566,-0.0221,-0.2532,-0.0616,0.0129,0.0074,-0.0015,-36.2625,12.3188,-19.5188,121.4353,100.8368,2.2806,,0.008334000000000008,0.26152095518332746,0.19211359516665272,non_fall
0.153083,-0.0221,-0.2532,-0.0616,0.0129,0.0074,-0.0015,-36.3375,12.2063,-21.0938,121.4353,100.8368,2.2806,,0.004516999999999993,0.26152095518332746,0.2035307173608216,non_fall
0.154477,-0.0221,-0.2532,-0.0616,0.0129,0.0074,-0.0015,-36.3375,12.2063,-21.0938,122.8257,100.8348,2.28,,0.0013940000000000063,0.26152095518332746,0.21391202359853115,non_fall
0.155505,-0.0425,-0.2963,-0.0807,0.0129,0.0074,-0.0015,-36.3375,12.2063,-21.0938,122.8257,100.8348,2.28,,0.0010280000000000011,0.3100200477388519,0.22317735617940102,non_fall
0.162656,-0.0425,-0.2963,-0.0807,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,122.8257,100.8348,2.28,,0.007150999999999991,0.3100200477388519,0.23127572892058434,non_fall
0.174401,-0.0425,-0.2963,-0.0807,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,124.1079,100.8306,2.2769,,0.011745000000000005,0.3100200477388519,0.2381880586913291,non_fall
0.175847,-0.036,-0.265,-0.0382,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,124.1079,100.8306,2.2769,,0.0014460000000000028,0.27014855172663804,0.2439276793521416,non_fall
0.191809,-0.036,-0.265,-0.0382,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,124.7726,100.8206,2.2729,,0.015962000000000004,0.27014855172663804,0.2485386686127467,non_fall
0.193535,-0.0131,-0.2239,-0.0423,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,124.7726,100.8206,2.2729,,0.0017260000000000053,0.22823696019707237,0.2520922299298974,non_fall
0.210709,-0.0131,-0.2239,-0.0423,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,124.7726,100.8206,2.2729,,0.017173999999999995,0.22823696019707237,0.2546815463622986,non_fall
0.214404,-0.0131,-0.2239,-0.0423,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,125.3935,100.8202,2.2708,,0.003695000000000004,0.22823696019707237,0.2564156356928526,non_fall
0.218396,0.0043,-0.1976,-0.0823,0.0044,-0.0048,0.0022,-36.3375,12.2063,-21.0938,125.3935,100.8202,2.2708,,0.0039919999999999956,0.21409703407567326,0.25741277764237647,non_fall
0.22009,0.0043,-0.1976,-0.0823,0.0044,-0.0048,0.0022,-37.3125,11.8125,-20.7563,125.3935,100.8202,2.2708,,0.001694000000000001,0.21409703407567326,0.2577940626222243,non_fall
0.224827,0.0043,-0.1976,-0.0823,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.3935,100.8202,2.2708,,0.004736999999999991,0.21409703407567326,0.25767754379418595,non_fall
0.236262,0.0043,-0.1976,-0.0823,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.8406,2.2724,,0.011435,0.21409703407567326,0.25717337593723444,non_fall
0.237777,0.0184,-0.2033,-0.0945,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.8406,2.2724,,0.0015149999999999886,0.22494377075171476,0.25638020660781613,non_fall
0.249764,0.0184,-0.2033,-0.0945,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.8744,2.275,,0.011987000000000025,0.22494377075171476,0.25538295627776086,non_fall
0.251191,-0.0081,-0.2451,-0.0551,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.8744,2.275,,0.0014269999999999838,0.25134762779863273,0.2542519945435632,non_fall
0.268829,-0.0081,-0.2451,-0.0551,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.9074,2.2769,,0.017637999999999987,0.25134762779863273,0.2530435999006966,non_fall
0.270109,-0.0367,-0.2534,-0.0635,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.9074,2.2769,,0.0012800000000000034,0.26380049279711365,0.25180149168726407,non_fall
0.274681,-0.0367,-0.2534,-0.0635,-0.0188,0.0098,0.001,-37.3125,11.8125,-20.7563,125.9666,100.9074,2.2769,,0.0045720000000000205,0.26380049279711365,0.25055915381147215,non_fall
0.275826,-0.0367,-0.2534,-0.0635,-0.0188,0.0098,0.001,-36.75,12.5063,-20.9625,125.9666,100.9074,2.2769,,0.0011450000000000071,0.26380049279711365,0.2493426351400782,non_fall
0.286986,-0.0367,-0.2534,-0.0635,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,125.9666,100.9074,2.2769,,0.011160000000000003,0.26380049279711365,0.24817350828758236,non_fall
0.288105,-0.0367,-0.2534,-0.0635,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,126.4831,100.9362,2.2758,,0.0011189999999999811,0.26380049279711365,0.24707168923788173,non_fall
0.289569,-0.0404,-0.2639,-0.056,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,126.4831,100.9362,2.2758,,0.0014640000000000208,0.27278447536470984,0.2460578560842946,non_fall
0.306715,-0.0404,-0.2639,-0.056,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,126.4831,100.9598,2.2739,,0.017145999999999995,0.27278447536470984,0.24515525031539212,non_fall
0.308078,-0.0628,-0.2599,-0.0873,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,126.4831,100.9598,2.2739,,0.001363000000000003,0.2812705814691611,0.2443906972816653,non_fall
0.326153,-0.0628,-0.2599,-0.0873,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,126.4831,100.9866,2.2727,,0.018075000000000008,0.2812705814691611,0.24379474629897163,non_fall
0.327533,-0.0139,-0.2275,-0.0983,-0.0238,0.0087,0.0034,-36.75,12.5063,-20.9625,126.4831,100.9866,2.2727,,0.0013799999999999923,0.24821835145693802,0.24340090807882073,non_fall
0.332973,-0.0139,-0.2275,-0.0983,-0.0238,0.0087,0.0034,-36.825,12.0938,-20.7563,126.4831,100.9866,2.2727,,0.00544,0.24821835145693802,0.24324405598613155,non_fall
0.33439,-0.0139,-0.2275,-0.0983,-0.0238,0.0087,0.0034,-36.825,12.0938,-20.7563,126.4831,100.9866,2.2727,,0.0014170000000000016,0.24821835145693802,0.24335814776959305,non_fall
0.345498,-0.0139,-0.2275,-0.0983,-0.0238,0.0087,0.0034,-36.825,12.0938,-20.7563,126.4831,101.0251,2.272,,0.011108000000000007,0.24821835145693802,0.24377350024313507,non_fall
0.346854,0.0056,-0.2048,-0.0244,-0.0238,0.0087,0.0034,-36.825,12.0938,-20.7563,126.4831,101.0251,2.272,,0.0013559999999999683,0.20632440476104616,0.24451390034169812,non_fall
0.349201,0.0056,-0.2048,-0.0244,-0.0408,0.011,0.0022,-36.825,12.0938,-20.7563,126.4831,101.0251,2.272,,0.002346999999999988,0.20632440476104616,0.24559386117127777,non_fall
0.364675,0.0056,-0.2048,-0.0244,-0.0408,0.011,0.0022,-36.825,12.0938,-20.7563,126.4831,101.0725,2.271,,0.015474000000000043,0.20632440476104616,0.24701633062561712,non_fall
0.368265,-0.0106,-0.2062,0.0308,-0.0408,0.011,0.0022,-36.825,12.0938,-20.7563,126.4831,101.0725,2.271,,0.003589999999999982,0.20875689210179385,0.24877112552583916,non_fall
0.383091,-0.0106,-0.2062,0.0308,-0.0408,0.011,0.0022,-36.825,12.0938,-20.7563,126.4831,101.1218,2.2668,,0.014826000000000006,0.20875689210179385,0.25083429088407716,non_fall
0.384967,-0.0572,-0.2555,0.0047,-0.0408,0.011,0.0022,-36.825,12.0938,-20.7563,126.4831,101.1218,2.2668,,0.0018759999999999888,0.2618667218261992,0.25316847966221756,non_fall
0.39419,-0.0572,-0.2555,0.0047,-0.0408,0.011,0.0022,-37.125,12.2813,-20.325,126.4831,101.1218,2.2668,,0.009222999999999981,0.2618667218261992,0.2557243321545491,non_fall
0.397263,-0.0572,-0.2555,0.0047,-0.0408,0.011,0.0022,-37.125,12.2813,-20.325,126.4831,101.1218,2.2668,,0.0030729999999999924,0.2618667218261992,0.25844272872883683,non_fall
0.402846,-0.0572,-0.2555,0.0047,-0.0408,0.011,0.0022,-37.125,12.2813,-20.325,126.4831,101.1763,2.2621,,0.005583000000000005,0.2618667218261992,0.2612577157308509,non_fall
0.403908,-0.0458,-0.2596,-0.0602,-0.0408,0.011,0.0022,-37.125,12.2813,-20.325,126.4831,101.1763,2.2621,,0.0010620000000000074,0.27039571002514073,0.26409987003070934,non_fall
0.411307,-0.0458,-0.2596,-0.0602,-0.0518,0.0037,0.0047,-37.125,12.2813,-20.325,126.4831,101.1763,2.2621,,0.007398999999999989,0.27039571002514073,0.2668998632561547,non_fall
0.422053,-0.0458,-0.2596,-0.0602,-0.0518,0.0037,0.0047,-37.125,12.2813,-20.325,126.4831,101.2338,2.259,,0.010746000000000033,0.27039571002514073,0.26959199526942246,non_fall
0.423464,-0.0513,-0.2806,-0.0717,-0.0518,0.0037,0.0047,-37.125,12.2813,-20.325,126.4831,101.2338,2.259,,0.0014109999999999956,0.29412402146033567,0.2721174777081508,non_fall
0.440877,-0.0513,-0.2806,-0.0717,-0.0518,0.0037,0.0047,-37.125,12.2813,-20.325,126.4831,101.287,2.2581,,0.017413000000000012,0.29412402146033567,0.2744272612761893,non_fall
0.444414,-0.031,-0.304,-0.06,-0.0518,0.0037,0.0047,-37.125,12.2813,-20.325,126.4831,101.287,2.2581,,0.003536999999999957,0.31141130358418273,0.27648421899997255,non_fall
0.452505,-0.031,-0.304,-0.06,-0.0518,0.0037,0.0047,-36.6375,12.2063,-20.8688,126.4831,101.287,2.2581,,0.008091000000000015,0.31141130358418273,0.27826452892495707,non_fall
0.459584,-0.031,-0.304,-0.06,-0.0518,0.0037,0.0047,-36.6375,12.2063,-20.8688,126.4831,101.287,2.2581,,0.007079000000000002,0.31141130358418273,0.27975815047199326,non_fall
0.460854,-0.031,-0.304,-0.06,-0.0518,0.0037,0.0047,-36.6375,12.2063,-20.8688,126.4831,101.3338,2.2595,,0.0012699999999999934,0.31141130358418273,0.28096836068721986,non_fall
0.461967,-0.014,-0.2624,-0.014,-0.0518,0.0037,0.0047,-36.6375,12.2063,-20.8688,126.4831,101.3338,2.2595,,0.0011130000000000306,0.26314589109465497,0.2819104047457699,non_fall
0.473567,-0.014,-0.2624,-0.014,-0.0359,0.0012,-0.0003,-36.6375,12.2063,-20.8688,126.4831,101.3338,2.2595,,0.0116,0.26314589109465497,0.28260940712849913,non_fall
0.479293,-0.014,-0.2624,-0.014,-0.0359,0.0012,-0.0003,-36.6375,12.2063,-20.8688,126.4831,101.3747,2.2603,,0.005726000000000009,0.26314589109465497,0.28309776681141546,non_fall
0.48242,-0.0205,-0.2587,0.0112,-0.0359,0.0012,-0.0003,-36.6375,12.2063,-20.8688,126.4831,101.3747,2.2603,,0.003126999999999991,0.25975253608001597,0.2834123011693354,non_fall
0.497633,-0.0205,-0.2587,0.0112,-0.0359,0.0012,-0.0003,-36.6375,12.2063,-20.8688,126.4831,101.4146,2.2619,,0.015212999999999977,0.25975253608001597,0.28359139979002435,non_fall
0.499791,-0.0344,-0.2718,0.0383,-0.0359,0.0012,-0.0003,-36.6375,12.2063,-20.8688,126.4831,101.4146,2.2619,,0.0021579999999999933,0.2766324095257097,0.28367240926388787,non_fall
0.513175,-0.0344,-0.2718,0.0383,-0.0359,0.0012,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4146,2.2619,,0.013384000000000063,0.2766324095257097,0.2836894108715055,non_fall
0.518614,-0.0344,-0.2718,0.0383,-0.0359,0.0012,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4546,2.2631,,0.005438999999999972,0.2766324095257097,0.28367149097297717,non_fall
0.51982,-0.01,-0.2752,0.0291,-0.0359,0.0012,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4546,2.2631,,0.0012059999999999294,0.2769148786179609,0.28364154983147044,non_fall
0.521204,-0.01,-0.2752,0.0291,-0.0359,0.0012,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4546,2.2631,,0.0013840000000000519,0.2769148786179609,0.2836156536069209,non_fall
0.536166,-0.01,-0.2752,0.0291,-0.0336,-0.0048,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4546,2.2631,,0.01496200000000003,0.2769148786179609,0.28360290454286957,non_fall
0.53759,-0.01,-0.2752,0.0291,-0.0336,-0.0048,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4931,2.2627,,0.0014239999999999808,0.2769148786179609,0.28360578062734565,non_fall
0.538685,-0.0212,-0.2834,-0.006,-0.0336,-0.0048,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.4931,2.2627,,0.0010949999999999571,0.2842551670594573,0.28362087431165356,non_fall
0.555674,-0.0212,-0.2834,-0.006,-0.0336,-0.0048,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.5309,2.2626,,0.016989000000000032,0.2842551670594573,0.2836399393546992,non_fall
0.557277,-0.0204,-0.3037,-0.0076,-0.0336,-0.0048,-0.0003,-36.8438,12.5063,-20.9625,126.4831,101.5309,2.2626,,0.001603000000000021,0.30447924395597153,0.2836511372593376,non_fall
0.574387,-0.0204,-0.3037,-0.0076,-0.0336,-0.0048,-0.0003,-36.75,12.5625,-20.1375,126.4831,101.5309,2.2626,,0.01710999999999996,0.30447924395597153,0.2836403642636059,non_fall
0.578345,-0.0204,-0.3037,-0.0076,-0.0336,-0.0048,-0.0003,-36.75,12.5625,-20.1375,126.4831,101.5617,2.2635,,0.003958000000000017,0.30447924395597153,0.28359254265529726,non_fall
0.581333,-0.0342,-0.2781,0.006,-0.0336,-0.0048,-0.0003,-36.75,12.5625,-20.1375,126.4831,101.5617,2.2635,,0.0029879999999999907,0.2802592549765306,0.2834927817093701,non_fall
0.585019,-0.0342,-0.2781,0.006,-0.0336,-0.0048,-0.0003,-36.75,12.5625,-20.1375,126.4831,101.5617,2.2635,,0.003685999999999967,0.2802592549765306,0.2833273527017632,non_fall
0.593486,-0.0342,-0.2781,0.006,-0.0336,-0.0048,-0.0003,-36.75,12.5625,-20.1375,126.4831,101.585,2.2652,,0.008467000000000002,0.2802592549765306,0.2830844680195609,non_fall
0.594531,-0.015,-0.274,-0.0099,-0.0336,-0.0048,-0.0003,-36.75,12.5625,-20.1375,126.4831,101.585,2.2652,,0.0010450000000000736,0.2745888016653265,0.28275489042191637,non_fall
0.597528,-0.015,-0.274,-0.0099,-0.0164,-0.0036,-0.004,-36.75,12.5625,-20.1375,126.4831,101.585,2.2652,,0.0029969999999999164,0.2745888016653265,0.28233241541306414,non_fall
0.613469,-0.015,-0.274,-0.0099,-0.0164,-0.0036,-0.004,-36.75,12.5625,-20.1375,126.4831,101.6059,2.2688,,0.015941000000000094,0.2745888016653265,0.28181426870751247,non_fall
0.614797,-0.008,-0.2697,0.0165,-0.0164,-0.0036,-0.004,-36.75,12.5625,-20.1375,126.4831,101.6059,2.2688,,0.0013279999999999959,0.2703226590576528,0.2812014482421216,non_fall
0.6324,-0.008,-0.2697,0.0165,-0.0164,-0.0036,-0.004,-36.75,12.5625,-20.1375,126.4831,101.6278,2.2703,,0.017602999999999924,0.2703226590576528,0.2804990210141494,non_fall
0.63644,-0.0268,-0.2845,0.0616,-0.0164,-0.0036,-0.004,-36.75,12.5625,-20.1375,126.4831,101.6278,2.2703,,0.0040400000000000436,0.29232353651391124,0.27971636177162745,non_fall
0.639914,-0.0268,-0.2845,0.0616,-0.0164,-0.0036,-0.004,-36.45,12.4688,-20.5688,126.4831,101.6278,2.2703,,0.003473999999999977,0.29232353651391124,0.2788672962276183,non_fall
0.646191,-0.0268,-0.2845,0.0616,-0.0164,-0.0036,-0.004,-36.45,12.4688,-20.5688,126.4831,101.6278,2.2703,,0.006276999999999977,0.29232353651391124,0.27797009239176806,non_fall
0.651967,-0.0268,-0.2845,0.0616,-0.0164,-0.0036,-0.004,-36.45,12.4688,-20.5688,126.4831,101.6514,2.2693,,0.005776000000000003,0.29232353651391124,0.27704723890957406,non_fall
0.653649,-0.0613,-0.2537,0.0755,-0.0164,-0.0036,-0.004,-36.45,12.4688,-20.5688,126.4831,101.6514,2.2693,,0.0016820000000000723,0.2717013617926859,0.2761249643020892,non_fall
0.66012,-0.0613,-0.2537,0.0755,-0.0213,-0.0073,0.0022,-36.45,12.4688,-20.5688,126.4831,101.6514,2.2693,,0.0064710000000000045,0.2717013617926859,0.2752324813729059,non_fall
0.670554,-0.0613,-0.2537,0.0755,-0.0213,-0.0073,0.0022,-36.45,12.4688,-20.5688,126.4831,101.6605,2.2652,,0.010433999999999943,0.2717013617926859,0.2744009746110451,non_fall
0.67191,-0.0357,-0.2631,0.0656,-0.0213,-0.0073,0.0022,-36.45,12.4688,-20.5688,126.4831,101.6605,2.2652,,0.0013560000000000239,0.2734948994039926,0.2736623727565315,non_fall
0.689641,-0.0357,-0.2631,0.0656,-0.0213,-0.0073,0.0022,-36.45,12.4688,-20.5688,126.4831,101.6614,2.2613,,0.01773099999999994,0.2734948994039926,0.27304795849062835,non_fall
0.693274,-0.0674,-0.2602,0.0897,-0.0213,-0.0073,0.0022,-36.45,12.4688,-20.5688,126.4831,101.6614,2.2613,,0.0036329999999999973,0.2833600007058159,0.2725868662205508,non_fall
0.696473,-0.0674,-0.2602,0.0897,-0.0213,-0.0073,0.0022,-36.8438,12.6,-20.9625,126.4831,101.6614,2.2613,,0.003199000000000063,0.2833600007058159,0.2723045155516912,non_fall
0.707888,-0.0674,-0.2602,0.0897,-0.0213,-0.0073,0.0022,-36.8438,12.6,-20.9625,126.4831,101.6614,2.2613,,0.011414999999999953,0.2833600007058159,0.27222102982202667,non_fall
0.709739,-0.0674,-0.2602,0.0897,-0.0213,-0.0073,0.0022,-36.8438,12.6,-20.9625,126.4831,101.6524,2.2557,,0.001851000000000047,0.2833600007058159,0.2723497005082097,non_fall
0.71087,-0.041,-0.2523,0.0076,-0.0213,-0.0073,0.0022,-36.8438,12.6,-20.9625,126.4831,101.6524,2.2557,,0.0011309999999999931,0.25572260361571486,0.27269557992631643,non_fall
0.722471,-0.041,-0.2523,0.0076,-0.0164,-0.0048,0.0058,-36.8438,12.6,-20.9625,126.4831,101.6524,2.2557,,0.011600999999999972,0.25572260361571486,0.27325431135993256,non_fall
0.730241,-0.041,-0.2523,0.0076,-0.0164,-0.0048,0.0058,-36.8438,12.6,-20.9625,126.4831,101.6475,2.2483,,0.007770000000000055,0.25572260361571486,0.2740113265626084,non_fall
0.731667,-0.0243,-0.2615,0.0108,-0.0164,-0.0048,0.0058,-36.8438,12.6,-20.9625,126.4831,101.6475,2.2483,,0.0014259999999999273,0.26284858759369434,0.27494154293764217,non_fall
0.747418,-0.0243,-0.2615,0.0108,-0.0164,-0.0048,0.0058,-36.8438,12.6,-20.9625,126.4831,101.6476,2.2406,,0.01575100000000007,0.26284858759369434,0.27600967092734746,non_fall
0.748985,-0.0033,-0.2516,0.0075,-0.0164,-0.0048,0.0058,-36.8438,12.6,-20.9625,126.4831,101.6476,2.2406,,0.001566999999999985,0.2517333907132703,0.27717120188030414,non_fall
0.752519,-0.0033,-0.2516,0.0075,-0.0164,-0.0048,0.0058,-36.5625,12.6563,-20.25,126.4831,101.6476,2.2406,,0.003534000000000037,0.2517333907132703,0.27837409836636134,non_fall
0.77071,-0.0033,-0.2516,0.0075,-0.0164,-0.0048,0.0058,-36.5625,12.6563,-20.25,126.4831,101.6419,2.2324,,0.018190999999999957,0.2517333907132703,0.2795611573685747,non_fall
0.772047,0.0409,-0.2848,-0.006,-0.0164,-0.0048,0.0058,-36.5625,12.6563,-20.25,126.4831,101.6419,2.2324,,0.0013370000000000326,0.28778438109112175,0.28067295935194597,non_fall
0.772827,0.0409,-0.2848,-0.006,-0.0164,-0.0048,0.0058,-36.5625,12.6563,-20.25,126.4831,101.6419,2.2324,,0.0007800000000000029,0.28778438109112175,0.28165125169138266,non_fall
0.78354,0.0409,-0.2848,-0.006,-0.0041,0.0012,0.007,-36.5625,12.6563,-20.25,126.4831,101.6419,2.2324,,0.010712999999999973,0.28778438109112175,0.2824425522799191,non_fall
0.784521,0.0409,-0.2848,-0.006,-0.0041,0.0012,0.007,-36.5625,12.6563,-20.25,126.4831,101.6289,2.2253,,0.0009810000000000096,0.28778438109112175,0.28300171407131836,non_fall
0.786291,0.0345,-0.3057,0.0075,-0.0041,0.0012,0.007,-36.5625,12.6563,-20.25,126.4831,101.6289,2.2253,,0.0017699999999999383,0.30773201003470535,0.2832951732024318,non_fall
0.804633,0.0345,-0.3057,0.0075,-0.0041,0.0012,0.007,-36.5625,12.6563,-20.25,126.4831,101.6062,2.2159,,0.01834200000000008,0.30773201003470535,0.28330360905181035,non_fall
0.806156,0.0001,-0.3262,-0.0068,-0.0041,0.0012,0.007,-36.5625,12.6563,-20.25,126.4831,101.6062,2.2159,,0.001522999999999941,0.32627088438903035,0.2830237675192407,non_fall
0.814191,0.0001,-0.3262,-0.0068,-0.0041,0.0012,0.007,-37.5563,12.9938,-20.5312,126.4831,101.6062,2.2159,,0.008035000000000014,0.32627088438903035,0.2824692392498782,non_fall
0.823961,0.0001,-0.3262,-0.0068,-0.0041,0.0012,0.007,-37.5563,12.9938,-20.5312,126.4831,101.5797,2.2073,,0.009770000000000056,0.32627088438903035,0.28167004817946784,non_fall
0.827371,-0.0057,-0.2965,-0.0166,-0.0041,0.0012,0.007,-37.5563,12.9938,-20.5312,126.4831,101.5797,2.2073,,0.003409999999999913,0.29701902295980975,0.28067099564832104,non_fall
0.832145,-0.0057,-0.2965,-0.0166,-0.0041,0.0012,0.007,-37.5563,12.9938,-20.5312,126.4831,101.5797,2.2073,,0.004774000000000056,0.29701902295980975,0.2795288160636253,non_fall
0.842487,-0.0057,-0.2965,-0.0166,-0.0041,0.0012,0.007,-37.5563,12.9938,-20.5312,126.4831,101.56,2.2024,,0.010341999999999962,0.29701902295980975,0.2783083171538915,non_fall
0.843771,0.0024,-0.2525,0.0058,-0.0041,0.0012,0.007,-37.5563,12.9938,-20.5312,126.4831,101.56,2.2024,,0.0012840000000000629,0.25257800775206063,0.2770777831987648,non_fall
0.846194,0.0024,-0.2525,0.0058,-0.0041,0.0074,0.0058,-37.5563,12.9938,-20.5312,126.4831,101.56,2.2024,,0.002422999999999953,0.25257800775206063,0.275904000112536,non_fall
0.862693,0.0024,-0.2525,0.0058,-0.0041,0.0074,0.0058,-37.5563,12.9938,-20.5312,126.4831,101.5459,2.199,,0.01649900000000004,0.25257800775206063,0.2748473098218786,non_fall
0.864116,-0.0301,-0.2231,0.0026,-0.0041,0.0074,0.0058,-37.5563,12.9938,-20.5312,126.4831,101.5459,2.199,,0.001422999999999952,0.22513635868068932,0.2739571124287266,non_fall
0.874357,-0.0301,-0.2231,0.0026,-0.0041,0.0074,0.0058,-36.8625,12.7688,-20.3438,126.4831,101.5459,2.199,,0.010241000000000056,0.22513635868068932,0.27326820539542673,non_fall
0.880362,-0.0301,-0.2231,0.0026,-0.0041,0.0074,0.0058,-36.8625,12.7688,-20.3438,126.4831,101.5332,2.1955,,0.006004999999999927,0.22513635868068932,0.2727982827038129,non_fall
0.881677,-0.029,-0.2345,-0.0099,-0.0041,0.0074,0.0058,-36.8625,12.7688,-20.3438,126.4831,101.5332,2.1955,,0.0013150000000000661,0.2364936785624512,0.27254681966129046,non_fall
0.894633,-0.029,-0.2345,-0.0099,-0.0041,0.0074,0.0058,-36.8625,12.7688,-20.3438,126.4831,101.5332,2.1955,,0.012955999999999968,0.2364936785624512,0.27249544748268734,non_fall
0.899934,-0.029,-0.2345,-0.0099,-0.0041,0.0074,0.0058,-36.8625,12.7688,-20.3438,126.4831,101.5165,2.1942,,0.005301,0.2364936785624512,0.2726097867660449,non_fall
0.901503,0.0122,-0.2961,-0.0324,-0.0041,0.0074,0.0058,-36.8625,12.7688,-20.3438,126.4831,101.5165,2.1942,,0.0015690000000000426,0.29811710786199436,0.2728425745828349,non_fall
0.908673,0.0122,-0.2961,-0.0324,0.0007,-0.0023,-0.0003,-36.8625,12.7688,-20.3438,126.4831,101.5165,2.1942,,0.007169999999999899,0.29811710786199436,0.27313779954102185,non_fall
0.919209,0.0122,-0.2961,-0.0324,0.0007,-0.0023,-0.0003,-36.8625,12.7688,-20.3438,126.4831,101.4963,2.1949,,0.0105360000000001,0.29811710786199436,0.27343546788739476,non_fall
0.920297,0.0074,-0.2954,-0.055,0.0007,-0.0023,-0.0003,-36.8625,12.7688,-20.3438,126.4831,101.4963,2.1949,,0.0010879999999999779,0.30056766293132736,0.2736765787470939,non_fall
0.933996,0.0074,-0.2954,-0.055,0.0007,-0.0023,-0.0003,-37.35,12.675,-20.2125,126.4831,101.4963,2.1949,,0.013699000000000017,0.30056766293132736,0.27380789566098745,non_fall
0.938515,0.0074,-0.2954,-0.055,0.0007,-0.0023,-0.0003,-37.35,12.675,-20.2125,126.4831,101.4695,2.1983,,0.00451899999999994,0.30056766293132736,0.2737861534679092,non_fall
