time,ax,ay,az,wx,wy,wz,Unnamed: 7,time_diff,acc_mag,acc_mag_filtered,label
6.030237,-1.8321,-1.0139,2.6114,-0.8392,0.9598,1.4164,,0.01465999999999923,3.3472367080922143,3.1543733935684526,non_fall
6.032026,0.4936,0.2937,3.145,-0.8392,0.9598,1.4164,,0.0017890000000004846,3.1970182436138836,3.039798994258118,non_fall
6.049643,0.4936,0.2937,3.145,-0.8392,0.9598,1.4164,,0.01761699999999955,3.1970182436138836,2.9041287473642505,non_fall
6.050838,-0.0201,0.0906,2.0511,-0.8392,0.9598,1.4164,,0.0011950000000000571,2.053198378140797,2.7553388409780983,non_fall
6.068825,-0.0201,0.0906,2.0511,-0.8392,0.9598,1.4164,,0.01798700000000064,2.053198378140797,2.6015195369827477,non_fall
6.070057,-0.3826,-0.9998,1.4439,-0.8392,0.9598,1.4164,,0.0012319999999998998,1.7974509756875152,2.4503539557788674,non_fall
6.075145,-0.3826,-0.9998,1.4439,-0.4781,0.7413,0.8706,,0.005087999999999759,1.7974509756875152,2.308673564663139,non_fall
6.08562,-0.3826,-0.9998,1.4439,-0.4781,0.7413,0.8706,,0.010474999999999568,1.7974509756875152,2.182121312738707,non_fall
6.086834,0.3493,-0.4732,2.2945,-0.4781,0.7413,0.8706,,0.0012140000000000484,2.368682963167507,2.07493799626883,non_fall
6.10562,0.3493,-0.4732,2.2945,-0.4781,0.7413,0.8706,,0.018786000000000413,2.368682963167507,1.9898710032509104,non_fall
6.106899,1.2802,0.1693,1.3781,-0.4781,0.7413,0.8706,,0.0012790000000002522,1.8885799268233263,1.9281915439114077,non_fall
6.12679,1.2802,0.1693,1.3781,-0.4781,0.7413,0.8706,,0.019890999999999437,1.8885799268233263,1.8897998882421814,non_fall
6.12924,0.7867,-0.2822,1.6855,-0.4781,0.7413,0.8706,,0.0024500000000005073,1.8813410057722124,1.873398010221345,non_fall
6.142047,0.7867,-0.2822,1.6855,-0.2669,1.1365,0.5898,,0.012806999999999569,1.8813410057722124,1.8767122270869152,non_fall
6.151188,0.7867,-0.2822,1.6855,-0.2669,1.1365,0.5898,,0.00914100000000051,1.8813410057722124,1.8967513563250105,non_fall
6.152823,1.1768,0.0322,0.6142,-0.2669,1.1365,0.5898,,0.001634999999999387,1.327831585706561,1.9300871897491718,non_fall
6.166135,1.1768,0.0322,0.6142,-0.2669,1.1365,0.5898,,0.01331199999999999,1.327831585706561,1.9731437139483494,non_fall
6.167776,2.6737,0.7743,-0.4758,-0.2669,1.1365,0.5898,,0.0016410000000002256,2.8239330409908803,2.0224788196810266,non_fall
6.186135,2.6737,0.7743,-0.4758,-0.2669,1.1365,0.5898,,0.018359000000000236,2.8239330409908803,2.075036528698788,non_fall
6.188115,3.0263,0.3852,0.6567,-0.2669,1.1365,0.5898,,0.0019799999999996487,3.1205969973708556,2.128341514650638,non_fall
6.205022,3.0263,0.3852,0.6567,-0.2669,1.1365,0.5898,,0.016906999999999783,3.1205969973708556,2.1806071197757477,non_fall
6.206652,1.7005,0.402,-0.7379,-0.2669,1.1365,0.5898,,0.0016300000000004644,1.8967869305749658,2.2307381505389214,non_fall
6.214386,1.7005,0.402,-0.7379,-0.0406,1.0768,-0.1025,,0.00773400000000013,1.8967869305749658,2.278229072369181,non_fall
6.225178,1.7005,0.402,-0.7379,-0.0406,1.0768,-0.1025,,0.010791999999999469,1.8967869305749658,2.3229794091458755,non_fall
6.226538,1.8762,0.936,-0.8482,-0.0406,1.0768,-0.1025,,0.0013600000000000279,2.261783738556806,2.3650626912064774,non_fall
6.244694,1.8762,0.936,-0.8482,-0.0406,1.0768,-0.1025,,0.018156000000000283,2.261783738556806,2.4044890278428683,non_fall
6.248033,1.6932,1.0846,-1.0653,-0.0406,1.0768,-0.1025,,0.003339000000000425,2.2755543258731485,2.440996526758021,non_fall
6.264143,1.6932,1.0846,-1.0653,-0.0406,1.0768,-0.1025,,0.016109999999999403,2.2755543258731485,2.473898790726551,non_fall
6.266711,1.5351,1.1608,0.5531,-0.0406,1.0768,-0.1025,,0.0025680000000001257,2.002475532934173,2.5020083750052637,non_fall
6.283422,1.5351,1.1608,0.5531,0.4455,0.5127,-0.884,,0.01671099999999992,2.002475532934173,2.5236497254725965,non_fall
6.286221,1.5351,1.1608,0.5531,0.4455,0.5127,-0.884,,0.00279900000000044,2.002475532934173,2.5367680440259295,non_fall
6.287795,-0.2259,0.4094,2.2465,0.4455,0.5127,-0.884,,0.0015739999999997423,2.2946462516039374,2.5391310024772062,non_fall
6.30103,-0.2259,0.4094,2.2465,0.4455,0.5127,-0.884,,0.013234999999999886,2.2946462516039374,2.5286078230823708,non_fall
6.303223,-2.1538,-1.3488,1.591,0.4455,0.5127,-0.884,,0.0021930000000001115,2.998232292535053,2.5034964108357127,non_fall
6.322501,-2.1538,-1.3488,1.591,0.4455,0.5127,-0.884,,0.019277999999999906,2.998232292535053,2.46285684649988,non_fall
6.324742,-2.2516,-2.7541,0.9658,0.4455,0.5127,-0.884,,0.0022409999999997154,3.6861279155775373,2.406802039827174,non_fall
6.342149,-2.2516,-2.7541,0.9658,0.4455,0.5127,-0.884,,0.017407000000000394,3.6861279155775373,2.336696920662466,non_fall
6.344422,-1.3796,-1.3385,0.2656,0.4455,0.5127,-0.884,,0.0022729999999997474,1.9404694715454813,2.2552284197494044,non_fall
6.346483,-1.3796,-1.3385,0.2656,0.8237,-0.2585,-0.9706,,0.0020610000000003126,1.9404694715454813,2.1663290379716247,non_fall
6.365569,-1.3796,-1.3385,0.2656,0.8237,-0.2585,-0.9706,,0.019085999999999714,1.9404694715454813,2.0749615469380793,non_fall
6.366906,-0.4637,1.044,-1.7122,0.8237,-0.2585,-0.9706,,0.0013370000000003657,2.058296025842736,1.9867925370867212,non_fall
6.38091,-0.4637,1.044,-1.7122,0.8237,-0.2585,-0.9706,,0.014003999999999905,2.058296025842736,1.907792428284812,non_fall
6.3824,0.9512,0.8383,-0.2248,0.8237,-0.2585,-0.9706,,0.0014899999999995472,1.2876580951479317,1.8438008495796658,non_fall
6.405877,0.9512,0.8383,-0.2248,0.8237,-0.2585,-0.9706,,0.023477000000000636,1.2876580951479317,1.800094333184441,non_fall
6.407932,1.7228,-0.2184,0.1142,0.8237,-0.2585,-0.9706,,0.002054999999999474,1.740339058919267,1.7809905795237198,non_fall
6.421411,1.7228,-0.2184,0.1142,0.4633,0.5942,-0.7669,,0.01347900000000024,1.740339058919267,1.7895188539880615,non_fall
6.426067,1.7228,-0.2184,0.1142,0.4633,0.5942,-0.7669,,0.004655999999999771,1.740339058919267,1.827178489841258,non_fall
6.428788,1.285,-0.0882,-0.9676,0.4633,0.5942,-0.7669,,0.0027210000000001955,1.6109792053282375,1.8937990176328294,non_fall
6.441401,1.285,-0.0882,-0.9676,0.4633,0.5942,-0.7669,,0.012612999999999985,1.6109792053282375,1.9875086696140627,non_fall
6.443206,0.0503,-0.3063,-1.9417,0.4633,0.5942,-0.7669,,0.0018050000000000566,1.9663541568089915,2.1048129223028673,non_fall
6.459672,0.0503,-0.3063,-1.9417,0.4633,0.5942,-0.7669,,0.016466000000000314,1.9663541568089915,2.2407793911285263,non_fall
6.46153,-1.3296,-1.0115,-1.5141,0.4633,0.5942,-0.7669,,0.0018579999999994712,2.254654567777512,2.389318555572178,non_fall
6.484445,-1.3296,-1.0115,-1.5141,0.4633,0.5942,-0.7669,,0.02291500000000024,2.254654567777512,2.543541986439729,non_fall
6.487198,-2.5207,-1.5182,-1.4928,0.4633,0.5942,-0.7669,,0.0027530000000002275,3.2995926369780864,2.6961721392133144,non_fall
6.489915,-2.5207,-1.5182,-1.4928,0.6519,0.5795,-0.7187,,0.0027169999999996364,3.2995926369780864,2.8399714427566916,non_fall
6.503811,-2.5207,-1.5182,-1.4928,0.6519,0.5795,-0.7187,,0.013895999999999908,3.2995926369780864,2.9681549752205347,non_fall
6.50629,-2.9492,-1.1268,-1.5518,0.6519,0.5795,-0.7187,,0.00247900000000012,3.517888872605273,3.074752637299504,non_fall
6.522694,-2.9492,-1.1268,-1.5518,0.6519,0.5795,-0.7187,,0.01640400000000053,3.517888872605273,3.1548941637267007,non_fall
6.524301,-2.7604,-0.8945,-1.4281,0.6519,0.5795,-0.7187,,0.001606999999999914,3.234100805479013,3.205001724894642,non_fall
6.54253,-2.7604,-0.8945,-1.4281,0.6519,0.5795,-0.7187,,0.01822899999999983,3.234100805479013,3.2228873146400114,non_fall
6.544264,-2.3267,-1.3383,-0.8013,0.6519,0.5795,-0.7187,,0.0017339999999999023,2.801189295638551,3.207763201582038,non_fall
6.557341,-2.3267,-1.3383,-0.8013,0.3894,-0.2126,-0.5146,,0.013077000000000005,2.801189295638551,3.160181560171,non_fall
6.565147,-2.3267,-1.3383,-0.8013,0.3894,-0.2126,-0.5146,,0.0078059999999995355,2.801189295638551,3.0819224230269384,non_fall
6.56675,-2.2394,-1.9065,-0.6591,0.3894,-0.2126,-0.5146,,0.0016030000000002431,3.0139786694666566,2.975846752414588,non_fall
6.582221,-2.2394,-1.9065,-0.6591,0.3894,-0.2126,-0.5146,,0.01547099999999979,3.0139786694666566,2.8457249725816154,non_fall
6.5856,-2.0185,-2.1433,-0.9889,0.3894,-0.2126,-0.5146,,0.003379000000000687,3.1058010802367884,2.6960437476362573,non_fall
6.601851,-2.0185,-2.1433,-0.9889,0.3894,-0.2126,-0.5146,,0.01625099999999957,3.1058010802367884,2.531788701384414,non_fall
6.604164,-1.401,-1.8766,-1.1974,0.3894,-0.2126,-0.5146,,0.0023130000000000095,2.6302462470270727,2.358200701670335,non_fall
6.62076,-1.401,-1.8766,-1.1974,0.3894,-0.2126,-0.5146,,0.016595999999999833,2.6302462470270727,2.1805089370770294,non_fall
6.622687,-0.0956,-1.0957,-0.6162,0.3894,-0.2126,-0.5146,,0.001927000000000234,1.2607141983812191,2.0036540063430897,non_fall
6.625221,-0.0956,-1.0957,-0.6162,0.3465,-0.4734,0.0649,,0.002533999999999814,1.2607141983812191,1.8320254940205778,non_fall
6.635016,-0.0956,-1.0957,-0.6162,0.3465,-0.4734,0.0649,,0.009795000000000442,1.2607141983812191,1.669246512671344,non_fall
6.636557,0.7066,-0.3433,-0.2545,0.3465,-0.4734,0.0649,,0.0015409999999995705,0.8257776335067449,1.518038281588246,non_fall
6.655403,0.7066,-0.3433,-0.2545,0.3465,-0.4734,0.0649,,0.01884599999999992,0.8257776335067449,1.3801897702998405,non_fall
6.657426,0.8512,-0.0418,-0.3398,0.3465,-0.4734,0.0649,,0.00202300000000033,0.9174708278741074,1.256643138970319,non_fall
6.675102,0.8512,-0.0418,-0.3398,0.3465,-0.4734,0.0649,,0.017675999999999803,0.9174708278741074,1.147688702595199,non_fall
6.678256,1.0865,0.1993,-1.0048,0.3465,-0.4734,0.0649,,0.003154000000000323,1.4932601179968612,1.0532461387401824,non_fall
6.700389,1.0865,0.1993,-1.0048,0.4994,-0.2373,-0.0046,,0.02213300000000018,1.4932601179968612,0.9731940547204173,non_fall
6.704151,1.0865,0.1993,-1.0048,0.4994,-0.2373,-0.0046,,0.003762000000000043,1.4932601179968612,0.9077007123966129,non_fall
6.706151,1.0108,0.685,-0.4287,0.4994,-0.2373,-0.0046,,0.0019999999999997797,1.294111791925257,0.8575071622395858,non_fall
6.723651,1.0108,0.685,-0.4287,0.4994,-0.2373,-0.0046,,0.01750000000000007,1.294111791925257,0.8241206970285904,non_fall
6.725998,1.0847,0.6362,0.154,0.4994,-0.2373,-0.0046,,0.002346999999999433,1.2669019417460847,0.8098892259973165,non_fall
6.743609,1.0847,0.6362,0.154,0.4994,-0.2373,-0.0046,,0.017611000000000487,1.2669019417460847,0.8179425614849458,non_fall
6.745511,0.9933,0.1429,-0.1808,0.4994,-0.2373,-0.0046,,0.0019019999999994042,1.0196832547413925,0.852002268112639,non_fall
6.764596,0.9933,0.1429,-0.1808,0.4994,-0.2373,-0.0046,,0.019085000000000463,1.0196832547413925,0.9160766093497131,non_fall
6.766707,0.5148,0.2726,0.1221,0.4994,-0.2373,-0.0046,,0.002111000000000196,0.5951791410995516,1.014070500982349,non_fall
6.768568,0.5148,0.2726,0.1221,0.6809,0.1535,-0.126,,0.0018609999999998905,0.5951791410995516,1.1493508099770626,non_fall
6.782862,0.5148,0.2726,0.1221,0.6809,0.1535,-0.126,,0.014293999999999585,0.5951791410995516,1.3243127360712295,non_fall
6.785426,-0.4015,0.7617,0.9242,0.6809,0.1535,-0.126,,0.002564000000000455,1.2631447977171897,1.5399915312891237,non_fall
6.797781,-0.4015,0.7617,0.9242,0.6809,0.1535,-0.126,,0.01235499999999945,1.2631447977171897,1.7957551086993837,non_fall
6.799402,-0.9594,1.4936,1.959,0.6809,0.1535,-0.126,,0.0016210000000000946,2.643666075736495,2.0890992298004356,non_fall
6.816842,-0.9594,1.4936,1.959,0.6809,0.1535,-0.126,,0.017440000000000566,2.643666075736495,2.4155519989607557,non_fall
6.819199,-1.545,2.1619,1.9259,0.6809,0.1535,-0.126,,0.0023569999999999425,3.2817567582013143,2.7686829180330057,non_fall
6.83544,-1.545,2.1619,1.9259,1.0438,0.0768,-0.0586,,0.01624099999999995,3.2817567582013143,3.140207165285637,non_fall
6.840995,-1.545,2.1619,1.9259,1.0438,0.0768,-0.0586,,0.005555000000000199,3.2817567582013143,3.5201786511989996,non_fall
6.843598,-1.6628,2.7053,0.4977,1.0438,0.0768,-0.0586,,0.002602999999999689,3.214227313056748,3.8972728832963077,non_fall
6.860568,-1.6628,2.7053,0.4977,1.0438,0.0768,-0.0586,,0.016969999999999708,3.214227313056748,4.259167539712449,non_fall
6.86236,-0.3894,3.8125,-0.9321,1.0438,0.0768,-0.0586,,0.0017920000000000158,3.9440586988532513,4.593029590869928,non_fall
6.881633,-0.3894,3.8125,-0.9321,1.0438,0.0768,-0.0586,,0.019273000000000096,3.9440586988532513,4.886109522885621,non_fall
6.884026,2.3889,4.8289,-1.3861,1.0438,0.0768,-0.0586,,0.0023930000000005336,5.562948105995597,5.126425971400742,non_fall
6.899455,2.3889,4.8289,-1.3861,1.0438,0.0768,-0.0586,,0.015428999999999249,5.562948105995597,5.303501941119907,non_fall
6.901432,3.392,5.0748,-1.1359,1.0438,0.0768,-0.0586,,0.0019770000000001176,6.208826608144247,5.409093281096292,non_fall
6.904152,3.392,5.0748,-1.1359,0.7799,0.3711,-0.1742,,0.0027200000000000557,6.208826608144247,5.4378376725016295,non_fall
6.918793,3.392,5.0748,-1.1359,0.7799,0.3711,-0.1742,,0.014641000000000126,6.208826608144247,5.387751691369656,non_fall
6.919919,3.4226,5.3677,-1.7885,0.7799,0.3711,-0.1742,,0.0011260000000001824,6.612497735349329,5.260514144968594,non_fall
6.934965,3.4226,5.3677,-1.7885,0.7799,0.3711,-0.1742,,0.015045999999999893,6.612497735349329,5.061493197897338,non_fall
6.936284,1.5734,4.0105,-1.9837,0.7799,0.3711,-0.1742,,0.001318999999999626,4.742864482567471,4.799500642546909,non_fall
6.958744,1.5734,4.0105,-1.9837,0.7799,0.3711,-0.1742,,0.02246000000000059,4.742864482567471,4.486287522219697,non_fall
6.961535,0.1507,3.0469,-0.1329,0.7799,0.3711,-0.1742,,0.002790999999999322,3.053518054637961,4.135827507348505,non_fall
6.973298,0.1507,3.0469,-0.1329,-0.2164,0.7753,-0.4478,,0.01176300000000019,3.053518054637961,3.7634607846240753,non_fall
6.984578,0.1507,3.0469,-0.1329,-0.2164,0.7753,-0.4478,,0.011280000000000179,3.053518054637961,3.3849846127794425,non_fall
6.986692,0.662,1.4999,0.9456,-0.2164,0.7753,-0.4478,,0.002113999999999727,1.8926445440177087,3.0157748805117968,non_fall
6.998379,0.662,1.4999,0.9456,-0.2164,0.7753,-0.4478,,0.011687000000000225,1.8926445440177087,2.670009370852189,non_fall
7.000208,0.8173,1.319,1.314,-0.2164,0.7753,-0.4478,,0.0018289999999998585,2.0333067378042107,2.360043424954182,non_fall
7.017577,0.8173,1.319,1.314,-0.2164,0.7753,-0.4478,,0.017369000000000412,2.0333067378042107,2.0959661596230617,non_fall
7.020107,0.1045,1.5254,0.8442,-0.2164,0.7753,-0.4478,,0.0025300000000001432,1.746550614783322,1.8853428319890095,non_fall
7.035752,0.1045,1.5254,0.8442,-0.2164,0.7753,-0.4478,,0.015644999999999243,1.746550614783322,1.7331294477837733,non_fall
7.03871,-0.7123,1.6725,-0.2488,-0.2164,0.7753,-0.4478,,0.0029580000000004603,1.8348103389723964,1.6417320420940187,non_fall
7.041455,-0.7123,1.6725,-0.2488,0.2019,0.9289,-0.8692,,0.0027449999999999974,1.8348103389723964,1.6111755663684633,non_fall
7.056112,-0.7123,1.6725,-0.2488,0.2019,0.9289,-0.8692,,0.014656999999999698,1.8348103389723964,1.6393445931519777,non_fall
7.058357,-1.6866,1.7737,-0.8644,0.2019,0.9289,-0.8692,,0.0022450000000002746,2.59573084313455,1.7222590005917728,non_fall
7.075622,-1.6866,1.7737,-0.8644,0.2019,0.9289,-0.8692,,0.017265000000000086,2.59573084313455,1.854352250634728,non_fall
7.078248,-1.7707,1.1272,-0.6467,0.2019,0.9289,-0.8692,,0.0026260000000002393,2.1964014250587254,2.028728351345389,non_fall
7.102133,-1.7707,1.1272,-0.6467,0.2019,0.9289,-0.8692,,0.023884999999999934,2.1964014250587254,2.2373865352975955,non_fall
7.105465,-2.1576,-0.0294,0.1291,0.2019,0.9289,-0.8692,,0.0033319999999994465,2.1616588375597106,2.471418520968871,non_fall
7.11988,-2.1576,-0.0294,0.1291,0.5122,0.6107,-1.0975,,0.01441500000000051,2.1616588375597106,2.721197543134918,non_fall
7.123721,-2.1576,-0.0294,0.1291,0.5122,0.6107,-1.0975,,0.0038409999999995392,2.1616588375597106,2.976586318535772,non_fall
7.126607,-2.484,-1.1484,0.8663,0.5122,0.6107,-1.0975,,0.002886000000000166,2.8704623756461256,3.2271904282168866,non_fall
7.13558,-2.484,-1.1484,0.8663,0.5122,0.6107,-1.0975,,0.00897300000000012,2.8704623756461256,3.4626747547797008,non_fall
7.136824,-3.1461,-1.8273,0.5281,0.5122,0.6107,-1.0975,,0.0012439999999998008,3.6763922682434202,3.6731459823631987,non_fall
7.158539,-3.1461,-1.8273,0.5281,0.5122,0.6107,-1.0975,,0.021715000000000373,3.6763922682434202,3.8495872677514944,non_fall
7.159877,-1.7746,-2.8781,-3.1502,0.5122,0.6107,-1.0975,,0.0013379999999996173,4.6213012031245055,3.9843157180351527,non_fall
7.178482,-1.7746,-2.8781,-3.1502,0.5122,0.6107,-1.0975,,0.018604999999999983,4.6213012031245055,4.071422198103787,non_fall
7.181269,-0.0707,-2.7588,-3.6428,0.5122,0.6107,-1.0975,,0.002787000000000539,4.570116822358045,4.107148321476822,non_fall
7.183484,-0.0707,-2.7588,-3.6428,0.8508,0.1875,-0.4616,,0.002214999999999634,4.570116822358045,4.090158387831063,non_fall
7.198947,-0.0707,-2.7588,-3.6428,0.8508,0.1875,-0.4616,,0.015463000000000449,4.570116822358045,4.021673877459127,non_fall
7.201377,1.1282,-3.2553,-1.2759,0.8508,0.1875,-0.4616,,0.002429999999999488,3.6739262567449558,3.9054522802140252,non_fall
7.217694,1.1282,-3.2553,-1.2759,0.8508,0.1875,-0.4616,,0.016316999999999915,3.6739262567449558,3.7476071747845863,non_fall
7.219544,1.1601,-3.5419,0.0754,0.8508,0.1875,-0.4616,,0.0018500000000001293,3.727810722126326,3.556279554537067,non_fall
7.234965,1.1601,-3.5419,0.0754,0.8508,0.1875,-0.4616,,0.015420999999999907,3.727810722126326,3.34117922935797,non_fall
7.236408,1.281,-3.0459,0.1809,0.8508,0.1875,-0.4616,,0.001443000000000083,3.309258620899853,3.113019696595984,non_fall
7.251826,1.281,-3.0459,0.1809,0.7352,0.3434,0.1439,,0.015418000000000376,3.309258620899853,2.882872898217468,non_fall
7.256403,1.281,-3.0459,0.1809,0.7352,0.3434,0.1439,,0.004576999999999387,3.309258620899853,2.661475009793183,non_fall
7.257388,0.9107,-1.843,0.1763,0.7352,0.3434,0.1439,,0.0009850000000000136,2.063275352443294,2.458522106949552,non_fall
7.276629,0.9107,-1.843,0.1763,0.7352,0.3434,0.1439,,0.019241000000000064,2.063275352443294,2.282004398491986,non_fall
7.278503,0.3274,-0.4341,-0.2087,0.7352,0.3434,0.1439,,0.0018739999999999313,0.5823995707416001,2.1376371627027555,non_fall
7.297508,0.3274,-0.4341,-0.2087,0.7352,0.3434,0.1439,,0.01900499999999994,0.5823995707416001,2.0284510454697195,non_fall
7.299517,-0.0833,0.9759,0.2264,0.7352,0.3434,0.1439,,0.0020090000000001496,1.0052744202455366,1.9545985981460774,non_fall
7.314885,-0.0833,0.9759,0.2264,0.7352,0.3434,0.1439,,0.015368000000000492,1.0052744202455366,1.9134147790011662,non_fall
7.31615,0.4061,2.0305,0.305,0.7352,0.3434,0.1439,,0.0012650000000000716,2.093053382023497,1.8997387039535925,non_fall
7.319537,0.4061,2.0305,0.305,1.0832,0.2222,0.1683,,0.003387000000000029,2.093053382023497,1.9064693793693597,non_fall
7.334749,0.4061,2.0305,0.305,1.0832,0.2222,0.1683,,0.015212000000000003,2.093053382023497,1.9252982541073378,non_fall
7.33587,0.0598,2.5015,-0.392,1.0832,0.2222,0.1683,,0.0011209999999994835,2.5327341530448866,1.9475422588393656,non_fall
7.354273,0.0598,2.5015,-0.392,1.0832,0.2222,0.1683,,0.01840300000000017,2.5327341530448866,1.9649938539935479,non_fall
7.355871,-0.0027,2.6939,-0.4184,1.0832,0.2222,0.1683,,0.0015979999999995442,2.7261993800894317,1.9707071939717775,non_fall
7.379951,-0.0027,2.6939,-0.4184,1.0832,0.2222,0.1683,,0.024080000000000545,2.7261993800894317,1.9596489630109022,non_fall
7.382634,0.2757,2.6109,-0.294,1.0832,0.2222,0.1683,,0.002683000000000213,2.6418261297822005,1.9291570779230842,non_fall
7.401795,0.2757,2.6109,-0.294,1.2296,0.0699,0.2395,,0.01916099999999954,2.6418261297822005,1.8791692720292257,non_fall
7.405606,0.2757,2.6109,-0.294,1.2296,0.0699,0.2395,,0.0038109999999997868,2.6418261297822005,1.8122053306240904,non_fall
7.40836,0.1816,1.3912,-0.8857,1.2296,0.0699,0.2395,,0.0027540000000003673,1.659180668281788,1.7331100356326141,non_fall
7.417941,0.1816,1.3912,-0.8857,1.2296,0.0699,0.2395,,0.00958099999999984,1.659180668281788,1.648587153442815,non_fall
7.419562,0.292,0.3849,-0.8646,1.2296,0.0699,0.2395,,0.0016210000000000946,0.9904267615528167,1.5665756553620196,non_fall
7.435135,0.292,0.3849,-0.8646,1.2296,0.0699,0.2395,,0.015572999999999837,0.9904267615528167,1.4955343349710266,non_fall
7.436767,0.0447,0.306,-0.4336,1.2296,0.0699,0.2395,,0.0016319999999998558,0.5325814961111586,1.443707121478999,non_fall
7.452417,0.0447,0.306,-0.4336,1.2296,0.0699,0.2395,,0.015649999999999942,0.5325814961111586,1.4184378627088743,non_fall
7.454432,-0.0384,1.1746,-0.34,1.2296,0.0699,0.2395,,0.0020150000000001,1.22342131745364,1.4255913007587964,non_fall
7.463317,-0.0384,1.1746,-0.34,0.7542,0.117,0.3244,,0.008885000000000254,1.22342131745364,1.4691186936888623,non_fall
7.471597,-0.0384,1.1746,-0.34,0.7542,0.117,0.3244,,0.008280000000000065,1.22342131745364,1.550785620555456,non_fall
7.472771,0.1424,1.7672,0.8492,0.7542,0.117,0.3244,,0.0011739999999997863,1.9658113439493627,1.670060288246329,non_fall
7.491556,0.1424,1.7672,0.8492,0.7542,0.117,0.3244,,0.018785000000000274,1.9658113439493627,1.824146234087326,non_fall
7.493561,0.505,2.1632,1.5127,0.7542,0.117,0.3244,,0.0020049999999995904,2.687511959043159,2.008134565890128,non_fall
7.516104,0.505,2.1632,1.5127,0.7542,0.117,0.3244,,0.022543000000000646,2.687511959043159,2.2152478654624446,non_fall
7.518679,0.7599,2.2995,0.4494,0.7542,0.117,0.3244,,0.002574999999999328,2.4631501415869885,2.437150878325075,non_fall
7.533852,0.7599,2.2995,0.4494,0.9984,0.1709,0.3577,,0.01517300000000077,2.4631501415869885,2.66431149404738,non_fall
7.538353,0.7599,2.2995,0.4494,0.9984,0.1709,0.3577,,0.004500999999999422,2.4631501415869885,2.8864063802083098,non_fall
7.54044,1.2973,1.8268,0.3184,0.9984,0.1709,0.3577,,0.002087000000000394,2.2630872917322473,3.0927743044647964,non_fall
7.555164,1.2973,1.8268,0.3184,0.9984,0.1709,0.3577,,0.014724000000000181,2.2630872917322473,3.2729224449634007,non_fall
7.556769,1.8052,0.7928,2.8761,0.9984,0.1709,0.3577,,0.0016049999999996345,3.4870087596678045,3.417084835256805,non_fall
7.574328,1.8052,0.7928,2.8761,0.9984,0.1709,0.3577,,0.017559000000000324,3.4870087596678045,3.516818219410052,non_fall
7.576299,0.3999,0.4149,-2.4449,0.9984,0.1709,0.3577,,0.001970999999999279,2.511891325276633,3.5656025957774484,non_fall
7.602879,0.3999,0.4149,-2.4449,0.9984,0.1709,0.3577,,0.026580000000000048,2.511891325276633,3.559396441977966,non_fall
7.606225,-0.5865,1.6653,-6.7589,0.9984,0.1709,0.3577,,0.0033460000000005152,6.985695065632338,3.4970821596801285,non_fall
7.6105,-0.5865,1.6653,-6.7589,1.0436,-0.0211,0.0541,,0.004274999999999807,6.985695065632338,3.380725878749956,non_fall
7.619113,-0.5865,1.6653,-6.7589,1.0436,-0.0211,0.0541,,0.008612999999999538,6.985695065632338,3.2155744038958503,non_fall
7.621218,-0.2689,0.9292,-0.883,1.0436,-0.0211,0.0541,,0.0021050000000002456,1.309736175723951,3.009736207777695,non_fall
7.633494,-0.2689,0.9292,-0.883,1.0436,-0.0211,0.0541,,0.012275999999999954,1.309736175723951,2.7735499397958816,non_fall
7.635572,-0.1628,-0.8318,-0.2941,1.0436,-0.0211,0.0541,,0.0020780000000000243,0.8971565582438776,2.5187146017575084,non_fall
7.647948,-0.1628,-0.8318,-0.2941,1.0436,-0.0211,0.0541,,0.012376000000000609,0.8971565582438776,2.257306461892056,non_fall
7.650049,0.1551,-1.0979,-0.6274,1.0436,-0.0211,0.0541,,0.0021009999999996865,1.2739981083188467,2.000817992920028,non_fall
7.667864,0.1551,-1.0979,-0.6274,0.2475,0.1655,0.0396,,0.017814999999999692,1.2739981083188467,1.7593295166849345,non_fall
7.669817,0.1551,-1.0979,-0.6274,0.2475,0.1655,0.0396,,0.0019530000000003156,1.2739981083188467,1.540885120200139,non_fall
7.670897,-0.1231,-0.554,0.3717,0.2475,0.1655,0.0396,,0.0010799999999999699,0.6784029038852945,1.3511073159586744,non_fall
7.691512,-0.1231,-0.554,0.3717,0.2475,0.1655,0.0396,,0.020615000000000272,0.6784029038852945,1.1930563485567305,non_fall
7.693266,-0.4511,-0.0563,0.9075,0.2475,0.1655,0.0396,,0.0017540000000000333,1.0149961329975596,1.0673192095327926,non_fall
7.713847,-0.4511,-0.0563,0.9075,0.2475,0.1655,0.0396,,0.02058099999999996,1.0149961329975596,0.9722968694863866,non_fall
7.717952,-0.3629,0.7392,0.9574,0.2475,0.1655,0.0396,,0.004105000000000025,1.2628253283807702,0.904644054488944,non_fall
7.731121,-0.3629,0.7392,0.9574,0.2475,0.1655,0.0396,,0.013168999999999542,1.2628253283807702,0.8598052626979259,non_fall
7.732335,-0.0668,1.2362,0.7283,0.2475,0.1655,0.0396,,0.0012140000000000484,1.436340339195415,0.8325859607613709,non_fall
7.740398,-0.0668,1.2362,0.7283,0.1245,0.1829,0.1727,,0.008062999999999931,1.436340339195415,0.8177000185413413,non_fall
7.755185,-0.0668,1.2362,0.7283,0.1245,0.1829,0.1727,,0.014787000000000106,1.436340339195415,0.8102428019475724,non_fall
