time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Gain,Unnamed: 11,time_diff,acc_mag,acc_mag_filtered,label
0.022038,0.0534,-0.2332,-0.1206,0.0,0.0,0.0,0.0,0.0,0.0,-∞,,0.0,0.26791446396191454,0.267930583742039,non_fall
0.030799,0.0534,-0.2332,-0.1206,0.0,0.0,0.0,0.0,0.0,0.0,-∞,,0.008761000000000001,0.26791446396191454,0.27248578539231394,non_fall
0.04127,0.0937,-0.189,-0.1529,0.0,0.0,0.0,0.0,0.0,0.0,-∞,,0.010471000000000001,0.2605361779100937,0.27693626765994483,non_fall
0.050356,0.0937,-0.189,-0.1529,0.0,0.0,0.0,44.1188,-0.2438,14.625,-∞,,0.009085999999999997,0.2605361779100937,0.2811641815644605,non_fall
0.060714,0.0798,-0.2073,-0.173,0.0,0.0,0.0,44.1188,-0.2438,14.625,-∞,,0.010358,0.2815498712484167,0.2850534265822589,non_fall
0.064398,0.0798,-0.2073,-0.173,0.0192,-0.006,-0.0018,44.1188,-0.2438,14.625,-∞,,0.0036839999999999998,0.2815498712484167,0.2884939724630269,non_fall
0.07951,0.0798,-0.2073,-0.173,0.0192,-0.006,-0.0018,44.1188,-0.2438,14.625,-∞,,0.015112,0.2815498712484167,0.2913884405116979,non_fall
0.081425,0.0497,-0.2596,-0.1562,0.0192,-0.006,-0.0018,44.1188,-0.2438,14.625,-∞,,0.001915,0.30701903849761497,0.29366034357811027,non_fall
0.099405,0.037,-0.2667,-0.1678,0.0192,-0.006,-0.0018,44.1188,-0.2438,14.625,-∞,,0.017979999999999996,0.31726129609519027,0.2952627824030132,non_fall
0.110376,0.037,-0.2667,-0.1678,0.0192,-0.006,-0.0018,44.5875,-0.3188,15.6375,-∞,,0.010971000000000009,0.31726129609519027,0.2961860556749263,non_fall
0.118139,0.0665,-0.2518,-0.1393,0.0192,-0.006,-0.0018,44.5875,-0.3188,15.6375,-∞,,0.007762999999999992,0.2953472193876218,0.29646268430803013,non_fall
0.127094,0.0665,-0.2518,-0.1393,0.0192,-0.006,-0.0018,44.5875,-0.3188,15.6375,-∞,,0.008955000000000019,0.2953472193876218,0.29616883370164265,non_fall
0.127605,0.0665,-0.2518,-0.1393,0.0168,-0.0353,-0.0164,44.5875,-0.3188,15.6375,-∞,,0.0005109999999999837,0.2953472193876218,0.29542188362997074,non_fall
0.14217,0.0693,-0.2671,-0.0892,0.0168,-0.0353,-0.0164,44.5875,-0.3188,15.6375,-∞,,0.014564999999999995,0.29000265516025886,0.29437461413372085,non_fall
0.156373,0.0761,-0.2407,-0.1271,0.0168,-0.0353,-0.0164,44.5875,-0.3188,15.6375,-∞,,0.014203000000000021,0.2826342335952954,0.29320690167278524,non_fall
0.171388,0.0761,-0.2407,-0.1271,0.0168,-0.0353,-0.0164,44.5875,-0.1875,15.225,-∞,,0.015015,0.2826342335952954,0.2921159283610605,non_fall
0.175258,0.0761,-0.2407,-0.1271,0.0168,-0.0353,-0.0164,44.5875,-0.1875,15.225,-∞,,0.0038699999999999846,0.2826342335952954,0.29130577913586747,non_fall
0.177798,0.125,-0.2427,-0.1324,0.0168,-0.0353,-0.0164,44.5875,-0.1875,15.225,-∞,,0.0025400000000000145,0.3034106952630378,0.2909769960381075,non_fall
0.189292,0.125,-0.2427,-0.1324,0.0363,-0.0403,-0.025,44.5875,-0.1875,15.225,-∞,,0.011493999999999976,0.3034106952630378,0.29131624886397817,non_fall
0.195298,0.1941,-0.1753,-0.1369,0.0363,-0.0403,-0.025,44.5875,-0.1875,15.225,-∞,,0.006006000000000011,0.29520587731276626,0.29248593073606466,non_fall
0.214223,0.2131,-0.1681,-0.1574,0.0363,-0.0403,-0.025,44.5875,-0.1875,15.225,-∞,,0.018924999999999997,0.31375783655551936,0.2946133898568886,non_fall
0.223365,0.2131,-0.1681,-0.1574,0.0363,-0.0403,-0.025,44.5875,-0.1875,15.225,-∞,,0.009142000000000011,0.31375783655551936,0.2977797444513063,non_fall
0.230911,0.2131,-0.1681,-0.1574,0.0363,-0.0403,-0.025,44.475,0.3188,15.0188,-∞,,0.007545999999999997,0.31375783655551936,0.3020087329919631,non_fall
0.233564,0.1527,-0.1452,-0.1929,0.0363,-0.0403,-0.025,44.475,0.3188,15.0188,-∞,,0.0026529999999999887,0.28567593528332064,0.30725672691578315,non_fall
0.251341,0.1527,-0.1452,-0.1929,0.0082,-0.05,-0.0091,44.475,0.3188,15.0188,-∞,,0.017776999999999987,0.28567593528332064,0.31340576168519396,non_fall
0.25203,0.0944,-0.1905,-0.1809,0.0082,-0.05,-0.0091,44.475,0.3188,15.0188,-∞,,0.0006889999999999952,0.2791530404634705,0.3202619780699567,non_fall
0.271115,0.0944,-0.1905,-0.1809,0.0082,-0.05,-0.0091,44.475,0.3188,15.0188,-∞,,0.01908500000000002,0.2791530404634705,0.32756184693828566,non_fall
0.271678,0.1053,-0.253,-0.1414,0.0082,-0.05,-0.0091,44.475,0.3188,15.0188,-∞,,0.0005629999999999802,0.30836836737901635,0.33498771779571745,non_fall
0.290699,0.1689,-0.2695,-0.1739,0.0082,-0.05,-0.0091,44.475,0.3188,15.0188,-∞,,0.01902100000000001,0.36248954467680855,0.3421926173202237,non_fall
0.291905,0.1689,-0.2695,-0.1739,0.0082,-0.05,-0.0091,43.9875,0.45,14.9438,-∞,,0.0012060000000000404,0.36248954467680855,0.3488321942481038,non_fall
0.310136,0.2178,-0.2181,-0.2339,0.0082,-0.05,-0.0091,43.9875,0.45,14.9438,-∞,,0.018230999999999997,0.3869284946860337,0.35459987403869875,non_fall
0.314292,0.2178,-0.2181,-0.2339,0.029,-0.0183,-0.0164,43.9875,0.45,14.9438,-∞,,0.004155999999999993,0.3869284946860337,0.35926025673452805,non_fall
0.318853,0.2178,-0.2181,-0.2339,0.029,-0.0183,-0.0164,43.9875,0.45,14.9438,-∞,,0.004560999999999982,0.3869284946860337,0.3626758245018292,non_fall
0.328685,0.2546,-0.1831,-0.2588,0.029,-0.0183,-0.0164,43.9875,0.45,14.9438,-∞,,0.009832000000000007,0.4066007993105768,0.3648229505620819,non_fall
0.347992,0.2301,-0.1487,-0.273,0.029,-0.0183,-0.0164,43.9875,0.45,14.9438,-∞,,0.01930700000000002,0.3867643985684308,0.36579466543590267,non_fall
0.35036,0.2301,-0.1487,-0.273,0.029,-0.0183,-0.0164,44.1,0.0375,14.925,-∞,,0.0023679999999999812,0.3867643985684308,0.36578936375099197,non_fall
0.366587,0.2301,-0.1487,-0.273,0.029,-0.0183,-0.0164,44.1,0.0375,14.925,-∞,,0.01622699999999999,0.3867643985684308,0.3650864651263702,non_fall
0.36753,0.1496,-0.1749,-0.2287,0.029,-0.0183,-0.0164,44.1,0.0375,14.925,-∞,,0.0009430000000000271,0.3244593348942206,0.36401183011020594,non_fall
0.375921,0.1496,-0.1749,-0.2287,0.0155,-0.0036,-0.003,44.1,0.0375,14.925,-∞,,0.008390999999999982,0.3244593348942206,0.36289725782830223,non_fall
0.386402,0.1198,-0.2039,-0.2694,0.0155,-0.0036,-0.003,44.1,0.0375,14.925,-∞,,0.010481000000000018,0.3584740018467169,0.3620393393973378,non_fall
0.406375,0.1138,-0.2114,-0.2312,0.0155,-0.0036,-0.003,44.1,0.0375,14.925,-∞,,0.019972999999999963,0.3333074256598553,0.36166301280462104,non_fall
0.411055,0.1138,-0.2114,-0.2312,0.0155,-0.0036,-0.003,44.2875,0.1125,15.45,-∞,,0.0046800000000000175,0.3333074256598553,0.36189435704033274,non_fall
0.414621,0.1138,-0.2114,-0.2312,0.0155,-0.0036,-0.003,44.2875,0.1125,15.45,-∞,,0.0035660000000000136,0.3333074256598553,0.36274583682386113,non_fall
0.424536,0.139,-0.2089,-0.2298,0.0155,-0.0036,-0.003,44.2875,0.1125,15.45,62.5689,,0.009915000000000007,0.34024733650684175,0.3641157340613531,non_fall
0.441503,0.139,-0.2089,-0.2298,0.029,0.0172,0.0092,44.2875,0.1125,15.45,62.5689,,0.016966999999999954,0.34024733650684175,0.36580196899990175,non_fall
0.443466,0.1622,-0.1894,-0.2557,0.029,0.0172,0.0092,44.2875,0.1125,15.45,62.5689,,0.001963000000000048,0.35716059413098755,0.36752888924704136,non_fall
0.466471,0.1622,-0.1894,-0.2557,0.029,0.0172,0.0092,44.2875,0.1125,15.45,62.5689,,0.023004999999999998,0.35716059413098755,0.36898395483033847,non_fall
0.467282,0.2136,-0.1892,-0.3266,0.029,0.0172,0.0092,44.2875,0.1125,15.45,62.5689,,0.0008109999999999506,0.4336924716893297,0.36985973777584935,non_fall
0.472133,0.2136,-0.1892,-0.3266,0.029,0.0172,0.0092,44.5688,0.225,15.0188,62.5689,,0.00485100000000005,0.4336924716893297,0.36989553050969687,non_fall
0.481883,0.1924,-0.163,-0.3099,0.029,0.0172,0.0092,44.5688,0.225,15.0188,62.5689,,0.009749999999999981,0.3995306871818484,0.36891250532863984,non_fall
0.500232,0.1924,-0.163,-0.3099,0.023,0.044,0.0092,44.5688,0.225,15.0188,62.5689,,0.018349000000000004,0.3995306871818484,0.3668371822146769,non_fall
0.500923,0.1969,-0.18,-0.2881,0.023,0.044,0.0092,44.5688,0.225,15.0188,62.5689,,0.0006909999999999972,0.3926464312839224,0.3637099434249828,non_fall
0.510478,0.1969,-0.18,-0.2881,0.023,0.044,0.0092,44.5688,0.225,15.0188,62.5689,,0.00955499999999998,0.3926464312839224,0.359677929814581,non_fall
0.520304,0.1531,-0.1134,-0.2415,0.023,0.044,0.0092,44.5688,0.225,15.0188,62.5689,,0.009826000000000001,0.3076059492272541,0.35497419108395184,non_fall
0.532185,0.1531,-0.1134,-0.2415,0.023,0.044,0.0092,44.1562,0.7313,15.0375,62.5689,,0.01188100000000003,0.3076059492272541,0.3498870429178398,non_fall
0.541237,0.1155,-0.1235,-0.2575,0.023,0.044,0.0092,44.1562,0.7313,15.0375,62.5689,,0.009051999999999949,0.30805640717245275,0.3447249280713866,non_fall
0.557366,0.1155,-0.1235,-0.2575,0.023,0.044,0.0092,44.1562,0.7313,15.0375,62.5689,,0.01612900000000006,0.30805640717245275,0.33978232358926025,non_fall
0.558065,0.0941,-0.1487,-0.2797,0.023,0.044,0.0092,44.1562,0.7313,15.0375,62.5689,,0.0006990000000000052,0.3304520994032267,0.3353112417363606,non_fall
0.565342,0.0941,-0.1487,-0.2797,0.012,0.0587,0.0239,44.1562,0.7313,15.0375,62.5689,,0.007276999999999978,0.3304520994032267,0.3315010398245852,non_fall
0.577256,0.1131,-0.1482,-0.2952,0.012,0.0587,0.0239,44.1562,0.7313,15.0375,62.5689,,0.01191399999999998,0.34913878329397896,0.3284673074502158,non_fall
0.590754,0.1131,-0.1482,-0.2952,0.012,0.0587,0.0239,44.0063,0.0375,15.15,62.5689,,0.01349800000000001,0.34913878329397896,0.3262491357261844,non_fall
0.597098,0.0742,-0.2126,-0.1759,0.012,0.0587,0.0239,44.0063,0.0375,15.15,62.5689,,0.006344000000000016,0.2857362595121592,0.32481336429314017,non_fall
0.609567,0.0742,-0.2126,-0.1759,0.012,0.0587,0.0239,44.0063,0.0375,15.15,62.5689,,0.012468999999999952,0.2857362595121592,0.3240643717293261,non_fall
0.616646,0.128,-0.184,-0.2756,0.012,0.0587,0.0239,44.0063,0.0375,15.15,62.5689,,0.0070790000000000575,0.35523986262805585,0.32385819124153875,non_fall
0.624482,0.128,-0.184,-0.2756,-0.015,0.071,0.0154,44.0063,0.0375,15.15,62.5689,,0.007835999999999954,0.35523986262805585,0.3240196545197675,non_fall
0.634674,0.1519,-0.113,-0.2772,-0.015,0.071,0.0154,44.0063,0.0375,15.15,62.5689,,0.010191999999999979,0.33568206684301743,0.3243607979111251,non_fall
0.651462,0.1519,-0.113,-0.2772,-0.015,0.071,0.0154,44.3625,0.4875,15.6563,62.5689,,0.016788000000000025,0.33568206684301743,0.3246984352978091,non_fall
0.653756,0.1519,-0.113,-0.2772,-0.015,0.071,0.0154,44.3625,0.4875,15.6563,62.5689,,0.0022940000000000182,0.33568206684301743,0.32486912961359365,non_fall
0.655051,0.1266,-0.1853,-0.2133,-0.015,0.071,0.0154,44.3625,0.4875,15.6563,62.5689,,0.0012950000000000461,0.3096135332959462,0.32474068377890547,non_fall
0.673302,0.1051,-0.209,-0.1876,-0.015,0.071,0.0154,44.3625,0.4875,15.6563,62.5689,,0.018250999999999906,0.29986792092519665,0.3242202233949854,non_fall
0.68717,0.1051,-0.209,-0.1876,-0.0027,0.0587,0.0227,44.3625,0.4875,15.6563,62.5689,,0.013867999999999991,0.29986792092519665,0.3232595505250994,non_fall
0.693402,0.053,-0.2541,-0.2128,-0.0027,0.0587,0.0227,44.3625,0.4875,15.6563,62.5689,,0.006232000000000015,0.3356481044188988,0.3218585141436934,non_fall
0.70171,0.053,-0.2541,-0.2128,-0.0027,0.0587,0.0227,44.3625,0.4875,15.6563,62.5689,,0.008307999999999982,0.3356481044188988,0.3200666686128361,non_fall
0.711126,0.053,-0.2541,-0.2128,-0.0027,0.0587,0.0227,44.4563,0.3563,16.0688,62.5689,,0.009416000000000091,0.3356481044188988,0.3179827663403221,non_fall
0.714797,0.0836,-0.2682,-0.1988,-0.0027,0.0587,0.0227,44.4563,0.3563,16.0688,62.5689,,0.00367099999999998,0.3441535122587012,0.31575114859759545,non_fall
0.730188,0.0704,-0.2535,-0.1633,-0.0027,0.0587,0.0227,44.4563,0.3563,16.0688,73.8166,,0.015390999999999933,0.30965351604656455,0.3135542107395554,non_fall
0.74935,0.0704,-0.2535,-0.1633,-0.0027,0.0587,0.0227,44.4563,0.3563,16.0688,73.8166,,0.019162000000000012,0.30965351604656455,0.3116007982577369,non_fall
0.750326,0.0704,-0.2535,-0.1633,0.0045,0.033,0.0055,44.4563,0.3563,16.0688,73.8166,,0.0009760000000000879,0.30965351604656455,0.31011131760007593,non_fall
0.751234,0.0365,-0.2021,-0.1875,0.0045,0.033,0.0055,44.4563,0.3563,16.0688,73.8166,,0.0009079999999999089,0.27808795371249007,0.30930113557908806,non_fall
0.769459,0.0374,-0.1695,-0.2301,0.0045,0.033,0.0055,44.4563,0.3563,16.0688,73.8166,,0.018225000000000047,0.2882273755214796,0.3093642265974469,non_fall
0.772538,0.0374,-0.1695,-0.2301,0.0045,0.033,0.0055,44.1,-0.1875,15.5438,73.8166,,0.003078999999999943,0.2882273755214796,0.310458904826641,non_fall
0.788357,0.0413,-0.2372,-0.2376,0.0045,0.033,0.0055,44.1,-0.1875,15.5438,73.8166,,0.015819000000000027,0.33826511791788405,0.3126968606032811,non_fall
0.797103,0.0413,-0.2372,-0.2376,0.0045,0.033,0.0055,44.1,-0.1875,15.5438,73.8166,,0.008746000000000032,0.33826511791788405,0.3161357684808824,non_fall
0.806793,0.1062,-0.2426,-0.2018,0.0045,0.033,0.0055,44.1,-0.1875,15.5438,73.8166,,0.009689999999999976,0.3329511075218102,0.3207748438283818,non_fall
0.811735,0.1062,-0.2426,-0.2018,0.0107,0.0062,0.0019,44.1,-0.1875,15.5438,73.8166,,0.004942000000000002,0.3329511075218102,0.3265523626280905,non_fall
0.826881,0.12,-0.2475,-0.1978,0.0107,0.0062,0.0019,44.1,-0.1875,15.5438,73.8166,,0.015145999999999993,0.3387935802225302,0.3333444905482182,non_fall
0.832184,0.12,-0.2475,-0.1978,0.0107,0.0062,0.0019,44.3813,0.075,16.0688,73.8166,,0.005303000000000058,0.3387935802225302,0.3409655245356964,non_fall
0.845221,0.12,-0.2475,-0.1978,0.0107,0.0062,0.0019,44.3813,0.075,16.0688,73.8166,,0.013036999999999965,0.3387935802225302,0.34917041504302704,non_fall
0.846177,0.1188,-0.209,-0.2016,0.0107,0.0062,0.0019,44.3813,0.075,16.0688,73.8166,,0.0009559999999999569,0.3137467131301936,0.3576609439512828,non_fall
0.865305,0.1343,-0.2301,-0.2037,0.0107,0.0062,0.0019,44.3813,0.075,16.0688,73.8166,,0.019128000000000034,0.3353747008943877,0.3660970542505339,non_fall
0.873319,0.1343,-0.2301,-0.2037,0.0315,-0.006,-0.0078,44.3813,0.075,16.0688,73.8166,,0.008013999999999966,0.3353747008943877,0.37411442096528025,non_fall
0.884634,0.0995,-0.3409,-0.1758,0.0315,-0.006,-0.0078,44.3813,0.075,16.0688,73.8166,,0.011315000000000075,0.3962558516918078,0.38134830223902494,non_fall
0.890929,0.0995,-0.3409,-0.1758,0.0315,-0.006,-0.0078,44.0813,0.1688,16.275,73.8166,,0.0062949999999999395,0.3962558516918078,0.38746214024185716,non_fall
0.89493,0.0995,-0.3409,-0.1758,0.0315,-0.006,-0.0078,44.0813,0.1688,16.275,73.8166,,0.004001000000000032,0.3962558516918078,0.39217775125868654,non_fall
0.902246,0.1312,-0.4371,-0.1928,0.0315,-0.006,-0.0078,44.0813,0.1688,16.275,73.8166,,0.007315999999999989,0.4954207201964811,0.39530282280647,non_fall
0.922177,0.1869,-0.312,-0.1911,0.0315,-0.006,-0.0078,44.0813,0.1688,16.275,73.8166,,0.019931000000000032,0.41084646767375277,0.3967512065042009,non_fall
0.93603,0.1869,-0.312,-0.1911,0.0668,-0.0098,0.0055,44.0813,0.1688,16.275,73.8166,,0.013853000000000004,0.41084646767375277,0.39655229567823413,non_fall
0.940387,0.1869,-0.312,-0.1911,0.0668,-0.0098,0.0055,44.0813,0.1688,16.275,73.8166,,0.004356999999999944,0.41084646767375277,0.3948475050807502,non_fall
0.941457,0.2457,0.0118,-0.3389,0.0668,-0.0098,0.0055,44.0813,0.1688,16.275,73.8166,,0.0010700000000000154,0.4187611968652301,0.3918740738719941,non_fall
0.95145,0.2457,0.0118,-0.3389,0.0668,-0.0098,0.0055,44.2875,0.075,15.8625,73.8166,,0.00999300000000003,0.4187611968652301,0.3879384632196234,non_fall
0.96186,0.2657,0.153,-0.185,0.0668,-0.0098,0.0055,44.2875,0.075,15.8625,73.8166,,0.01041000000000003,0.3580928510875357,0.38338322911983913,non_fall
0.979092,0.178,-0.0633,-0.1989,0.0668,-0.0098,0.0055,44.2875,0.075,15.8625,73.8166,,0.017231999999999914,0.27432116214393665,0.37855253312088527,non_fall
0.988251,0.178,-0.0633,-0.1989,0.0668,-0.0098,0.0055,44.2875,0.075,15.8625,73.8166,,0.009159000000000028,0.27432116214393665,0.3737623135356839,non_fall
0.997669,0.178,-0.0633,-0.1989,-0.0162,0.0355,-0.0176,44.2875,0.075,15.8625,73.8166,,0.009418000000000037,0.27432116214393665,0.369280895910556,non_fall
0.998483,0.1162,-0.2262,-0.3093,-0.0162,0.0355,-0.0176,44.2875,0.075,15.8625,73.8166,,0.0008139999999999814,0.4004189930560238,0.3653237198702437,non_fall
1.010408,0.1162,-0.2262,-0.3093,-0.0162,0.0355,-0.0176,44.175,0.1688,16.0688,73.8166,,0.011924999999999963,0.4004189930560238,0.3620620181720844,non_fall
1.017551,0.1039,-0.3001,-0.2903,-0.0162,0.0355,-0.0176,44.175,0.1688,16.0688,73.8166,,0.0071430000000001215,0.4302665569155939,0.35964103101542455,non_fall
1.035951,0.1039,-0.3001,-0.2903,-0.0162,0.0355,-0.0176,44.175,0.1688,16.0688,76.3919,,0.018399999999999972,0.4302665569155939,0.35820046155199364,non_fall
1.037124,0.0667,-0.4034,-0.2236,-0.0162,0.0355,-0.0176,44.175,0.1688,16.0688,76.3919,,0.0011729999999998686,0.4660229715368117,0.35788945935212835,non_fall
1.056845,0.0543,-0.2685,-0.2119,-0.0162,0.0355,-0.0176,44.175,0.1688,16.0688,76.3919,,0.0197210000000001,0.34632694090988647,0.3588703772513934,non_fall
1.060807,0.0543,-0.2685,-0.2119,0.04,0.0195,-0.0005,44.175,0.1688,16.0688,76.3919,,0.003962000000000021,0.34632694090988647,0.3613090510010062,non_fall
1.070204,0.0543,-0.2685,-0.2119,0.04,0.0195,-0.0005,44.0813,0.075,16.0688,76.3919,,0.009396999999999878,0.34632694090988647,0.3653532661693254,non_fall
1.075746,0.0402,-0.1239,-0.2951,0.04,0.0195,-0.0005,44.0813,0.075,16.0688,76.3919,,0.005542000000000158,0.3225697753975099,0.3711041944046555,non_fall
1.085567,0.0402,-0.1239,-0.2951,0.04,0.0195,-0.0005,44.0813,0.075,16.0688,76.3919,,0.009820999999999858,0.3225697753975099,0.3785870612549414,non_fall
1.098445,0.0781,-0.0598,-0.3765,0.04,0.0195,-0.0005,44.0813,0.075,16.0688,76.3919,,0.012877999999999945,0.38913737934051,0.3877270733423056,non_fall
1.114246,0.1208,-0.0044,-0.3715,0.04,0.0195,-0.0005,44.0813,0.075,16.0688,76.3919,,0.015801000000000176,0.39067153722788667,0.3983351810321298,non_fall
1.121939,0.1208,-0.0044,-0.3715,-0.0015,0.0318,-0.003,44.0813,0.075,16.0688,76.3919,,0.00769299999999995,0.39067153722788667,0.41010626048877113,non_fall
1.13062,0.1208,-0.0044,-0.3715,-0.0015,0.0318,-0.003,44.0813,0.15,16.5,76.3919,,0.008680999999999939,0.39067153722788667,0.42263041203088486,non_fall
1.132762,0.1208,-0.0044,-0.3715,-0.0015,0.0318,-0.003,44.0813,0.15,16.5,76.3919,,0.0021420000000000883,0.39067153722788667,0.4354166273541979,non_fall
1.133781,0.1278,-0.0098,-0.4215,-0.0015,0.0318,-0.003,44.0813,0.15,16.5,76.3919,,0.0010189999999998811,0.44055774876853543,0.44792689518749973,non_fall
1.151418,0.1436,-0.038,-0.488,-0.0015,0.0318,-0.003,44.0813,0.15,16.5,76.3919,,0.017637000000000125,0.5101068123442384,0.45961750428453174,non_fall
1.170421,0.1514,-0.0935,-0.4948,-0.0015,0.0318,-0.003,44.0813,0.15,16.5,76.3919,,0.01900299999999988,0.5258243528023403,0.46998285857345873,non_fall
1.179788,0.1514,-0.0935,-0.4948,-0.0015,0.0318,-0.003,44.0813,0.15,16.5,76.3919,,0.009367000000000125,0.5258243528023403,0.47859612204212054,non_fall
1.184628,0.1514,-0.0935,-0.4948,-0.0333,0.0159,0.0104,44.0813,0.15,16.5,76.3919,,0.0048399999999999554,0.5258243528023403,0.48514119151688145,non_fall
1.190425,0.1136,-0.1492,-0.4534,-0.0333,0.0159,0.0104,44.0813,0.15,16.5,76.3919,,0.005797000000000052,0.4906497324976342,0.48943207136760114,non_fall
1.191854,0.1136,-0.1492,-0.4534,-0.0333,0.0159,0.0104,44.175,0.1688,16.1813,76.3919,,0.0014289999999999026,0.4906497324976342,0.49141818155402106,non_fall
1.208493,0.0753,-0.1662,-0.4298,-0.0333,0.0159,0.0104,44.175,0.1688,16.1813,76.3919,,0.01663900000000007,0.466926728727324,0.49117661060284457,non_fall
1.228486,0.0753,-0.1662,-0.4298,-0.0333,0.0159,0.0104,44.175,0.1688,16.1813,76.3919,,0.019992999999999927,0.466926728727324,0.4888941270036267,non_fall
1.229603,0.055,-0.1541,-0.453,-0.0333,0.0159,0.0104,44.175,0.1688,16.1813,76.3919,,0.0011170000000000346,0.48164386220526056,0.48484257450419616,non_fall
1.246023,0.055,-0.1541,-0.453,-0.0187,-0.0147,0.008,44.175,0.1688,16.1813,76.3919,,0.0164200000000001,0.48164386220526056,0.4793511755551996,non_fall
1.247903,0.0672,-0.1465,-0.4346,-0.0187,-0.0147,0.008,44.175,0.1688,16.1813,76.3919,,0.0018799999999998818,0.46352481055494754,0.4727786129384962,non_fall
1.251024,0.0672,-0.1465,-0.4346,-0.0187,-0.0147,0.008,44.175,0.2625,16.0688,76.3919,,0.0031209999999999294,0.46352481055494754,0.46548700313966207,non_fall
1.266619,0.1056,-0.1314,-0.4073,-0.0187,-0.0147,0.008,44.175,0.2625,16.0688,76.3919,,0.015595000000000026,0.44080677172656957,0.45781930565511164,non_fall
1.27557,0.1056,-0.1314,-0.4073,-0.0187,-0.0147,0.008,44.175,0.2625,16.0688,76.3919,,0.008951000000000153,0.44080677172656957,0.4500813296945397,non_fall
1.28537,0.1233,-0.1254,-0.3852,-0.0187,-0.0147,0.008,44.175,0.2625,16.0688,76.3919,,0.009799999999999809,0.4234466790518022,0.44252913150269485,non_fall
1.305504,0.1302,-0.0905,-0.4088,-0.0187,-0.0147,0.008,44.175,0.2625,16.0688,76.3919,,0.020134000000000096,0.4384743207988354,0.43536210051542323,non_fall
1.310773,0.1302,-0.0905,-0.4088,-0.0162,-0.0293,-0.014,44.175,0.2625,16.0688,76.3919,,0.005268999999999968,0.4384743207988354,0.4287213982977941,non_fall
1.311722,0.1302,-0.0905,-0.4088,-0.0162,-0.0293,-0.014,44.5688,-0.0563,16.4813,76.3919,,0.0009490000000000887,0.4384743207988354,0.42269276695335484,non_fall
1.323005,0.1302,-0.0905,-0.4088,-0.0162,-0.0293,-0.014,44.5688,-0.0563,16.4813,76.3919,,0.011282999999999932,0.4384743207988354,0.4173122878611356,non_fall
1.323921,0.141,-0.0985,-0.3894,-0.0162,-0.0293,-0.014,44.5688,-0.0563,16.4813,76.3919,,0.0009159999999999169,0.4256942682254484,0.41257365228815474,non_fall
1.343011,0.1116,-0.1351,-0.3515,-0.0162,-0.0293,-0.014,44.5688,-0.0563,16.4813,74.7698,,0.01909000000000005,0.392757966182737,0.4084359500138748,non_fall
1.362448,0.1195,-0.1641,-0.3246,-0.0162,-0.0293,-0.014,44.5688,-0.0563,16.4813,74.7698,,0.01943700000000015,0.382850127334444,0.4048317196262275,non_fall
1.371648,0.1195,-0.1641,-0.3246,-0.0162,-0.0293,-0.014,44.5688,-0.0563,16.4813,74.7698,,0.009199999999999875,0.382850127334444,0.4016756832795172,non_fall
1.374407,0.1195,-0.1641,-0.3246,-0.0125,-0.0452,-0.0043,44.5688,-0.0563,16.4813,74.7698,,0.002758999999999956,0.382850127334444,0.3988748278031347,non_fall
1.37622,0.1195,-0.1641,-0.3246,-0.0125,-0.0452,-0.0043,44.3625,0.15,16.3875,74.7698,,0.0018130000000000646,0.382850127334444,0.39634011455845175,non_fall
1.380494,0.1285,-0.2074,-0.3367,-0.0125,-0.0452,-0.0043,44.3625,0.15,16.3875,74.7698,,0.004274000000000111,0.4158051226235675,0.3939992461132706,non_fall
1.400925,0.1462,-0.1978,-0.3396,-0.0125,-0.0452,-0.0043,44.3625,0.15,16.3875,74.7698,,0.020430999999999866,0.4193178269523012,0.39180894435295927,non_fall
1.419151,0.1462,-0.1978,-0.3396,-0.0125,-0.0452,-0.0043,44.3625,0.15,16.3875,74.7698,,0.018226000000000075,0.4193178269523012,0.38976450218217207,non_fall
1.422596,0.1245,-0.2163,-0.3175,-0.0125,-0.0452,-0.0043,44.3625,0.15,16.3875,74.7698,,0.0034449999999999203,0.4038467407321743,0.3879042926495106,non_fall
1.430853,0.1245,-0.2163,-0.3175,-0.0125,-0.0452,-0.0043,44.3813,0.0563,16.1625,74.7698,,0.008256999999999959,0.4038467407321743,0.3863075780885917,non_fall
1.433666,0.1245,-0.2163,-0.3175,0.0058,-0.0318,-0.0128,44.3813,0.0563,16.1625,74.7698,,0.0028130000000001765,0.4038467407321743,0.38508516977687113,non_fall
1.440577,0.0883,-0.1887,-0.3063,0.0058,-0.0318,-0.0128,44.3813,0.0563,16.1625,74.7698,,0.0069109999999998895,0.3704379435209088,0.3843638779708821,non_fall
1.457646,0.0706,-0.1751,-0.3101,0.0058,-0.0318,-0.0128,44.3813,0.0563,16.1625,74.7698,,0.017069,0.36305148395234527,0.3842669482279277,non_fall
1.467019,0.0706,-0.1751,-0.3101,0.0058,-0.0318,-0.0128,44.3813,0.0563,16.1625,74.7698,,0.009373000000000076,0.36305148395234527,0.38489358516277605,non_fall
1.476162,0.0645,-0.1426,-0.3109,0.0058,-0.0318,-0.0128,44.3813,0.0563,16.1625,74.7698,,0.009142999999999901,0.34807157309955666,0.3863010158389192,non_fall
1.490957,0.0645,-0.1426,-0.3109,0.0058,-0.0318,-0.0128,44.6625,0.375,15.8438,74.7698,,0.014795000000000114,0.34807157309955666,0.3884921932246364,non_fall
