time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Gain,Unnamed: 11,time_diff,acc_mag,acc_mag_filtered,label
8.271162,0.1666,-0.6738,-0.1252,-0.0175,0.3054,-0.0191,44.1375,0.4125,16.2188,99.2269,,0.0009300000000003195,0.7052921664104883,0.7222603912366449,non_fall
8.285821,0.1824,-0.4781,-0.1783,-0.0175,0.3054,-0.0191,44.1375,0.4125,16.2188,99.2269,,0.014658999999999978,0.5418858366851823,0.7544061718944743,non_fall
8.304442,0.1824,-0.4781,-0.1783,-0.0175,0.3054,-0.0191,44.1375,0.4125,16.2188,99.2269,,0.018620999999999555,0.5418858366851823,0.77942009693717,non_fall
8.307214,0.2784,-0.5613,-0.2183,-0.0175,0.3054,-0.0191,44.1375,0.4125,16.2188,99.2269,,0.0027720000000002187,0.6634901204991677,0.7958203986541742,non_fall
8.323967,0.5355,-0.6234,-0.3207,-0.0175,0.3054,-0.0191,44.1375,0.4125,16.2188,99.2269,,0.016752999999999574,0.8821770230514961,0.8025914957889977,non_fall
8.33419,0.5355,-0.6234,-0.3207,-0.0175,0.3054,-0.0191,43.4438,0.4688,17.175,99.2269,,0.010222999999999871,0.8821770230514961,0.799228499436277,non_fall
8.337331,0.5355,-0.6234,-0.3207,0.2122,0.43,0.0604,43.4438,0.4688,17.175,99.2269,,0.0031410000000011706,0.8821770230514961,0.7857765158472025,non_fall
8.345313,0.4685,-0.1173,-0.6498,0.2122,0.43,0.0604,43.4438,0.4688,17.175,99.2269,,0.007982000000000156,0.8096243449896996,0.7628534768538433,non_fall
8.351114,0.4685,-0.1173,-0.6498,0.2122,0.43,0.0604,43.4438,0.4688,17.175,99.2269,,0.005800999999999945,0.8096243449896996,0.7316446321176419,non_fall
8.361628,-0.0155,0.4314,-0.7003,0.2122,0.43,0.0604,43.4438,0.4688,17.175,99.2269,,0.010513999999998802,0.8226580699172652,0.6938597828708387,non_fall
8.38025,-0.2311,0.5432,-0.2593,0.2122,0.43,0.0604,43.4438,0.4688,17.175,99.2269,,0.018622000000000583,0.6447557211843877,0.6516488274468418,non_fall
8.390839,-0.2311,0.5432,-0.2593,0.2122,0.43,0.0604,42.75,0.0188,18.6562,99.2269,,0.010588999999999515,0.6447557211843877,0.6074760019282117,non_fall
8.394483,-0.2311,0.5432,-0.2593,0.0154,0.4727,0.0786,42.75,0.0188,18.6562,99.2269,,0.0036439999999995365,0.6447557211843877,0.5639578797220911,non_fall
8.399267,-0.2311,0.5432,-0.2593,0.0154,0.4727,0.0786,42.75,0.0188,18.6562,99.2269,,0.004784000000000788,0.6447557211843877,0.5236743926448921,non_fall
8.400687,-0.0777,0.4832,-0.0498,0.0154,0.4727,0.0786,42.75,0.0188,18.6562,99.2269,,0.0014199999999995327,0.49193451800010946,0.48896577427868015,non_fall
8.419584,-0.0501,0.3246,-0.1389,0.0154,0.4727,0.0786,42.75,0.0188,18.6562,99.2269,,0.01889700000000083,0.3566067582085342,0.4617318725843962,non_fall
8.43968,-0.0488,0.0911,-0.1981,0.0154,0.4727,0.0786,42.75,0.0188,18.6562,99.2269,,0.02009599999999878,0.2234373737761881,0.4432538565540808,non_fall
8.447851,-0.0488,0.0911,-0.1981,0.0154,0.4727,0.0786,42.75,0.0188,18.6562,99.2269,,0.008171000000000816,0.2234373737761881,0.4340606601574335,non_fall
8.450847,-0.0488,0.0911,-0.1981,0.0154,0.4727,0.0786,43.65,-0.1875,18.3188,99.2269,,0.0029959999999995546,0.2234373737761881,0.4338614194696685,non_fall
8.460931,-0.0488,0.0911,-0.1981,-0.114,0.4617,0.0811,43.65,-0.1875,18.3188,99.2269,,0.01008400000000087,0.2234373737761881,0.4415594125017378,non_fall
8.463457,0.1338,-0.196,-0.1642,-0.114,0.4617,0.0811,43.65,-0.1875,18.3188,99.2269,,0.002525999999999584,0.28858288237523727,0.45535317964943745,non_fall
8.476437,0.1414,-0.4947,-0.1504,-0.114,0.4617,0.0811,43.65,-0.1875,18.3188,99.2269,,0.012980000000000658,0.5360431046100677,0.47291837668025627,non_fall
8.494882,0.1414,-0.4947,-0.1504,-0.114,0.4617,0.0811,43.65,-0.1875,18.3188,99.2269,,0.018444999999999823,0.5360431046100677,0.4916515787938132,non_fall
8.49629,0.0752,-0.7595,-0.0498,-0.114,0.4617,0.0811,43.65,-0.1875,18.3188,99.2269,,0.0014079999999996318,0.7648367995853756,0.5089469195029924,non_fall
8.510991,0.0752,-0.7595,-0.0498,-0.114,0.4617,0.0811,41.7938,-0.8813,21.075,99.2269,,0.01470100000000052,0.7648367995853756,0.5224703576514067,non_fall
8.517206,-0.0302,-0.7887,-0.1407,-0.114,0.4617,0.0811,41.7938,-0.8813,21.075,99.2269,,0.006214999999999193,0.8017207868079759,0.5303961034583523,non_fall
8.518574,-0.0302,-0.7887,-0.1407,0.0033,0.3224,0.1361,41.7938,-0.8813,21.075,99.2269,,0.0013679999999993697,0.8017207868079759,0.5315755666955087,non_fall
8.534282,-0.0463,-0.55,-0.037,0.0033,0.3224,0.1361,41.7938,-0.8813,21.075,99.3749,,0.015708000000000055,0.5531841375166139,0.525620068604347,non_fall
8.543447,-0.0463,-0.55,-0.037,0.0033,0.3224,0.1361,41.7938,-0.8813,21.075,99.3749,,0.0091650000000012,0.5531841375166139,0.5128923876270686,non_fall
8.553507,-0.2048,-0.2587,-0.1123,0.0033,0.3224,0.1361,41.7938,-0.8813,21.075,99.3749,,0.010059999999999292,0.3485398399035611,0.4944161189010629,non_fall
8.571248,-0.2048,-0.2587,-0.1123,0.0033,0.3224,0.1361,41.8688,-0.5625,22.1063,99.3749,,0.017741000000000895,0.3485398399035611,0.4717228029315067,non_fall
8.574763,-0.2626,-0.1636,0.1222,0.0033,0.3224,0.1361,41.8688,-0.5625,22.1063,99.3749,,0.003515000000000157,0.3326508079052266,0.4466626970644624,non_fall
8.582521,-0.2626,-0.1636,0.1222,0.0472,0.2149,0.0884,41.8688,-0.5625,22.1063,99.3749,,0.0077579999999990434,0.3326508079052266,0.4212054894498479,non_fall
8.591239,-0.2626,-0.1636,0.1222,0.0472,0.2149,0.0884,41.8688,-0.5625,22.1063,99.3749,,0.008718000000000004,0.3326508079052266,0.39725339223477213,non_fall
8.592656,-0.2939,-0.0554,0.0957,0.0472,0.2149,0.0884,41.8688,-0.5625,22.1063,99.3749,,0.0014170000000000016,0.31401410796332063,0.3764829606573018,non_fall
8.610387,-0.19,-0.1059,0.1209,0.0472,0.2149,0.0884,41.8688,-0.5625,22.1063,99.3749,,0.017730999999999497,0.24886064373460098,0.36022555416503665,non_fall
8.630057,-0.1098,-0.3522,0.1085,0.0472,0.2149,0.0884,41.8688,-0.5625,22.1063,99.3749,,0.01967000000000141,0.3845427544500091,0.3493905710405074,non_fall
8.631791,-0.1098,-0.3522,0.1085,0.0472,0.2149,0.0884,41.5125,-1.2188,21.6938,99.3749,,0.001733999999999014,0.3845427544500091,0.3444306153106758,non_fall
8.638584,-0.1098,-0.3522,0.1085,0.0472,0.2149,0.0884,41.5125,-1.2188,21.6938,99.3749,,0.006793000000000049,0.3845427544500091,0.3453436980291655,non_fall
8.644321,-0.1098,-0.3522,0.1085,-0.0249,0.0219,0.0384,41.5125,-1.2188,21.6938,99.3749,,0.005736999999999881,0.3845427544500091,0.3517049805550198,non_fall
8.652394,0.0259,-0.4276,-0.0887,-0.0249,0.0219,0.0384,41.5125,-1.2188,21.6938,99.3749,,0.008072999999999553,0.43747029613449184,0.36271996158035114,non_fall
8.66811,0.1223,-0.3126,-0.1519,-0.0249,0.0219,0.0384,41.5125,-1.2188,21.6938,99.3749,,0.015716000000001173,0.3684422071370217,0.3772921965633152,non_fall
8.687404,0.1223,-0.3126,-0.1519,-0.0249,0.0219,0.0384,41.5125,-1.2188,21.6938,99.3749,,0.019294000000000366,0.3684422071370217,0.3941008293120028,non_fall
8.689632,0.2398,-0.2347,-0.0793,-0.0249,0.0219,0.0384,41.5125,-1.2188,21.6938,99.3749,,0.0022279999999987865,0.3447848894600806,0.4116855540722524,non_fall
8.691278,0.2398,-0.2347,-0.0793,-0.0249,0.0219,0.0384,41.3063,-1.2375,22.125,99.3749,,0.0016460000000009245,0.3447848894600806,0.4285382820718998,non_fall
8.706711,0.2398,-0.2347,-0.0793,-0.0249,-0.0649,-0.0104,41.3063,-1.2375,22.125,99.3749,,0.015432999999999808,0.3447848894600806,0.44320097477739834,non_fall
8.70955,0.3197,-0.3284,0.0627,-0.0249,-0.0649,-0.0104,41.3063,-1.2375,22.125,99.3749,,0.002838999999999814,0.46258614332900205,0.4543674318722739,non_fall
8.725783,0.1192,-0.5202,-0.0601,-0.0249,-0.0649,-0.0104,41.3063,-1.2375,22.125,99.3749,,0.01623299999999972,0.5370555744054799,0.4609835956788505,non_fall
8.73698,0.1192,-0.5202,-0.0601,-0.0249,-0.0649,-0.0104,41.3063,-1.2375,22.125,99.3749,,0.011197000000001012,0.5370555744054799,0.46233724219072814,non_fall
8.744317,0.0172,-0.5969,-0.1842,-0.0249,-0.0649,-0.0104,41.3063,-1.2375,22.125,99.3749,,0.007336999999999705,0.6249120658140631,0.4581253777557405,non_fall
8.754476,0.0172,-0.5969,-0.1842,-0.0249,-0.0649,-0.0104,42.2812,-1.2188,23.1188,99.3749,,0.010158999999999807,0.6249120658140631,0.44848766562272274,non_fall
8.763779,-0.0626,-0.4216,-0.1766,-0.0249,-0.0649,-0.0104,42.2812,-1.2188,23.1188,99.3749,,0.009302999999999173,0.461359816195559,0.43399732024116966,non_fall
8.767579,-0.0626,-0.4216,-0.1766,0.0644,-0.1332,-0.1242,42.2812,-1.2188,23.1188,99.3749,,0.0038000000000000256,0.461359816195559,0.41560669480709234,non_fall
8.787032,-0.0626,-0.4216,-0.1766,0.0644,-0.1332,-0.1242,42.2812,-1.2188,23.1188,99.3749,,0.019453000000000387,0.461359816195559,0.3945519708323488,non_fall
8.787682,0.0154,-0.2048,-0.0886,0.0644,-0.1332,-0.1242,42.2812,-1.2188,23.1188,99.3749,,0.0006500000000002615,0.2236742273933231,0.3722281861829485,non_fall
8.800944,0.1164,-0.1391,-0.0991,0.0644,-0.1332,-0.1242,42.2812,-1.2188,23.1188,99.3749,,0.013261999999999219,0.20668473576923865,0.3500508453534519,non_fall
8.811021,0.1164,-0.1391,-0.0991,0.0644,-0.1332,-0.1242,41.5312,-1.2563,20.55,99.3749,,0.01007700000000078,0.20668473576923865,0.3293226803101622,non_fall
8.8211,0.1315,-0.077,-0.1673,0.0644,-0.1332,-0.1242,41.5312,-1.2563,20.55,99.3749,,0.010078999999999283,0.22629745911079072,0.311123186130708,non_fall
8.829946,0.1315,-0.077,-0.1673,0.0644,-0.1332,-0.1242,41.5312,-1.2563,20.55,99.3749,,0.008846000000000132,0.22629745911079072,0.2962343024013553,non_fall
8.830458,0.1315,-0.077,-0.1673,0.0436,-0.1882,-0.1009,41.5312,-1.2563,20.55,99.3749,,0.000512000000000512,0.22629745911079072,0.28510919092412634,non_fall
8.839709,0.121,-0.0855,-0.1418,0.0436,-0.1882,-0.1009,41.5312,-1.2563,20.55,98.7864,,0.00925099999999901,0.2050816666598943,0.27788427065355,non_fall
8.859933,0.2011,-0.2022,-0.1444,0.0436,-0.1882,-0.1009,41.5312,-1.2563,20.55,98.7864,,0.020224000000000686,0.31965201391513237,0.2744287229038479,non_fall
8.870491,0.2011,-0.2022,-0.1444,0.0436,-0.1882,-0.1009,41.6813,-0.525,21.8063,98.7864,,0.010557999999999623,0.31965201391513237,0.27442090507620465,non_fall
8.877695,0.2011,-0.2022,-0.1444,0.0436,-0.1882,-0.1009,41.6813,-0.525,21.8063,98.7864,,0.007203999999999766,0.31965201391513237,0.27743766255692803,non_fall
8.879115,0.3597,-0.3029,-0.1565,0.0436,-0.1882,-0.1009,41.6813,-0.525,21.8063,98.7864,,0.001420000000001309,0.4956054378232749,0.28304084616888564,non_fall
8.891271,0.3597,-0.3029,-0.1565,-0.0285,-0.099,-0.1057,41.6813,-0.525,21.8063,98.7864,,0.012155999999999167,0.4956054378232749,0.2908459407301004,non_fall
8.900265,0.3644,-0.3208,-0.0588,-0.0285,-0.099,-0.1057,41.6813,-0.525,21.8063,98.7864,,0.008993999999999502,0.48903725829429395,0.30056099129452307,non_fall
8.916073,0.1065,-0.1712,-0.0761,-0.0285,-0.099,-0.1057,41.6813,-0.525,21.8063,98.7864,,0.0158080000000016,0.21550614840416965,0.31199023846219215,non_fall
8.925352,0.1065,-0.1712,-0.0761,-0.0285,-0.099,-0.1057,41.6813,-0.525,21.8063,98.7864,,0.009278999999999371,0.21550614840416965,0.32500544930871833,non_fall
8.933766,0.1065,-0.1712,-0.0761,-0.0285,-0.099,-0.1057,42.8625,-0.1875,18.75,98.7864,,0.008414000000000144,0.21550614840416965,0.33949650997929065,non_fall
8.93632,-0.1127,-0.1454,0.0335,-0.0285,-0.099,-0.1057,42.8625,-0.1875,18.75,98.7864,,0.002553999999999945,0.18698850232032982,0.35531813171026966,non_fall
8.95387,-0.1127,-0.1454,0.0335,-0.0419,-0.1174,-0.0289,42.8625,-0.1875,18.75,98.7864,,0.017549999999999955,0.18698850232032982,0.37224955697212847,non_fall
8.95507,-0.2252,-0.1989,-0.008,-0.0419,-0.1174,-0.0289,42.8625,-0.1875,18.75,98.7864,,0.0011999999999989797,0.3005665483715711,0.38997941024389404,non_fall
8.973464,-0.2252,-0.1989,-0.008,-0.0419,-0.1174,-0.0289,42.8625,-0.1875,18.75,98.7864,,0.018394000000000688,0.3005665483715711,0.4081201099988105,non_fall
8.97492,-0.6798,-0.0054,0.1765,-0.0419,-0.1174,-0.0289,42.8625,-0.1875,18.75,98.7864,,0.0014559999999992357,0.7023599148584719,0.42624739214836865,non_fall
8.990821,-0.6798,-0.0054,0.1765,-0.0419,-0.1174,-0.0289,41.9813,-0.525,19.8188,98.7864,,0.015901000000001275,0.7023599148584719,0.4439524819235675,non_fall
8.993515,-0.4221,-0.4713,0.0495,-0.0419,-0.1174,-0.0289,41.9813,-0.525,19.8188,98.7864,,0.002693999999999974,0.634619846837459,0.4608898745581264,non_fall
9.011627,0.0583,-0.4134,-0.1841,-0.0419,-0.1174,-0.0289,41.9813,-0.525,19.8188,98.7864,,0.01811200000000035,0.45627980450596317,0.4768048907602727,non_fall
9.015468,0.0583,-0.4134,-0.1841,0.2769,-0.0307,-0.0202,41.9813,-0.525,19.8188,98.7864,,0.0038409999999995392,0.45627980450596317,0.4915321710192743,non_fall
9.022578,0.0583,-0.4134,-0.1841,0.2769,-0.0307,-0.0202,41.9813,-0.525,19.8188,98.7864,,0.0071099999999990615,0.45627980450596317,0.5049657882526647,non_fall
9.032579,0.3343,-0.3792,-0.3038,0.2769,-0.0307,-0.0202,41.9813,-0.525,19.8188,98.7864,,0.010001000000000815,0.5897826464045886,0.5170093177364778,non_fall
9.05032,0.3457,-0.2666,-0.2273,0.2769,-0.0307,-0.0202,41.9813,-0.525,19.8188,98.7864,,0.01774099999999912,0.4921883176183685,0.5275178742426103,non_fall
9.051413,0.3457,-0.2666,-0.2273,0.2769,-0.0307,-0.0202,42.4875,-0.375,18.7688,98.7864,,0.0010930000000008988,0.4921883176183685,0.5362447634267619,non_fall
9.068237,0.3457,-0.2666,-0.2273,0.2769,-0.0307,-0.0202,42.4875,-0.375,18.7688,98.7864,,0.016823999999999728,0.4921883176183685,0.5428049923419991,non_fall
9.068955,0.0842,0.0369,0.0592,0.2769,-0.0307,-0.0202,42.4875,-0.375,18.7688,98.7864,,0.0007180000000008846,0.10934299245950789,0.5466672248582163,non_fall
9.078182,0.0842,0.0369,0.0592,-0.3523,-0.1345,-0.0764,42.4875,-0.375,18.7688,98.7864,,0.009226999999999208,0.10934299245950789,0.5471838171925969,non_fall
9.088386,-0.1499,-0.4188,0.6685,-0.3523,-0.1345,-0.0764,42.4875,-0.375,18.7688,98.7864,,0.01020399999999988,0.8029668112693077,0.5436631822867484,non_fall
9.107758,-0.3221,-0.6159,0.2701,-0.3523,-0.1345,-0.0764,42.4875,-0.375,18.7688,98.7864,,0.01937200000000061,0.7456776984730065,0.5354786055071592,non_fall
9.110345,-0.3221,-0.6159,0.2701,-0.3523,-0.1345,-0.0764,41.775,0.2063,19.3125,98.7864,,0.002587000000000117,0.7456776984730065,0.5221952038597458,non_fall
9.116202,-0.3221,-0.6159,0.2701,-0.3523,-0.1345,-0.0764,41.775,0.2063,19.3125,98.7864,,0.005856999999998891,0.7456776984730065,0.5036881838060869,non_fall
9.126614,-0.3601,-0.3864,-0.1987,-0.3523,-0.1345,-0.0764,41.775,0.2063,19.3125,98.7864,,0.010412000000000532,0.5643214155071559,0.48022579689345773,non_fall
9.140449,-0.3601,-0.3864,-0.1987,0.0681,-0.1088,-0.0606,41.775,0.2063,19.3125,99.0923,,0.013835000000000264,0.5643214155071559,0.45249868059850956,non_fall
9.145879,-0.3337,-0.2491,-0.1998,0.0681,-0.1088,-0.0606,41.775,0.2063,19.3125,99.0923,,0.00543000000000049,0.46187286129410116,0.42158904205023734,non_fall
9.165429,-0.3337,-0.2491,-0.1998,0.0681,-0.1088,-0.0606,41.775,0.2063,19.3125,99.0923,,0.019549999999998846,0.46187286129410116,0.38888432765865827,non_fall
9.166704,-0.1164,-0.1448,-0.0281,0.0681,-0.1088,-0.0606,41.775,0.2063,19.3125,99.0923,,0.001274999999999693,0.18789787119603035,0.35594879003468854,non_fall
9.170269,-0.1164,-0.1448,-0.0281,0.0681,-0.1088,-0.0606,42.2438,0.3938,19.2938,99.0923,,0.0035650000000000404,0.18789787119603035,0.32437233314087055,non_fall
9.18563,0.0625,-0.1026,0.0322,0.0681,-0.1088,-0.0606,42.2438,0.3938,19.2938,99.0923,,0.015361000000000402,0.12437785172610114,0.29561891485264746,non_fall
9.203624,0.0625,-0.1026,0.0322,0.0081,-0.0892,-0.0399,42.2438,0.3938,19.2938,99.0923,,0.017993999999999843,0.12437785172610114,0.27089596037102426,non_fall
9.207103,0.1759,-0.0881,-0.0304,0.0081,-0.0892,-0.0399,42.2438,0.3938,19.2938,99.0923,,0.003479000000000454,0.19906426098122185,0.251061482215077,non_fall
9.212606,0.1759,-0.0881,-0.0304,0.0081,-0.0892,-0.0399,42.2438,0.3938,19.2938,99.0923,,0.0055029999999991475,0.19906426098122185,0.23657802429421101,non_fall
9.222913,0.0734,-0.1933,-0.1082,0.0081,-0.0892,-0.0399,42.2438,0.3938,19.2938,99.0923,,0.010307000000000954,0.23336600009427252,0.22751421870695498,non_fall
9.232856,0.0734,-0.1933,-0.1082,0.0081,-0.0892,-0.0399,42.4313,0.6562,19.6125,99.0923,,0.009942999999999813,0.23336600009427252,0.22358760795251176,non_fall
9.242104,-0.0274,-0.2639,-0.1384,0.0081,-0.0892,-0.0399,42.4313,0.6562,19.6125,99.0923,,0.009247999999999479,0.2992466039907554,0.22423751569116365,non_fall
9.260491,-0.0274,-0.2639,-0.1384,0.0081,-0.0892,-0.0399,42.4313,0.6562,19.6125,99.0923,,0.018387000000000597,0.2992466039907554,0.2287143062336825,non_fall
9.262084,-0.0741,-0.3234,-0.0576,0.0081,-0.0892,-0.0399,42.4313,0.6562,19.6125,99.0923,,0.0015929999999997335,0.33674341864392837,0.2361710815602925,non_fall
9.265397,-0.0741,-0.3234,-0.0576,-0.0054,-0.0795,0.0091,42.4313,0.6562,19.6125,99.0923,,0.0033130000000003434,0.33674341864392837,0.2457454654048407,non_fall
9.279703,-0.0868,-0.2823,-0.0429,-0.0054,-0.0795,0.0091,42.4313,0.6562,19.6125,99.0923,,0.014305999999999486,0.29844252377970537,0.2566223761301958,non_fall
9.2908,-0.0868,-0.2823,-0.0429,-0.0054,-0.0795,0.0091,42.3188,0.7688,19.6125,99.0923,,0.011097000000001245,0.29844252377970537,0.26807313481249795,non_fall
9.299009,-0.0933,-0.198,-0.0961,-0.0054,-0.0795,0.0091,42.3188,0.7688,19.6125,99.0923,,0.008208999999999023,0.23904832147496874,0.27947111472656183,non_fall
9.308915,-0.0933,-0.198,-0.0961,-0.0054,-0.0795,0.0091,42.3188,0.7688,19.6125,99.0923,,0.009906000000000859,0.23904832147496874,0.29028844420815914,non_fall
9.318283,-0.1086,-0.2052,-0.1375,-0.0054,-0.0795,0.0091,42.3188,0.7688,19.6125,99.0923,,0.009367999999998489,0.2698281860740275,0.30008114647671524,non_fall
9.327385,-0.1086,-0.2052,-0.1375,-0.0089,-0.0417,-0.0032,42.3188,0.7688,19.6125,99.0923,,0.009102000000000388,0.2698281860740275,0.30847106776480177,non_fall
9.337481,-0.0049,-0.2006,-0.1683,-0.0089,-0.0417,-0.0032,42.3188,0.7688,19.6125,99.0923,,0.010096000000000771,0.261895513516364,0.315132151375591,non_fall
9.351543,-0.0049,-0.2006,-0.1683,-0.0089,-0.0417,-0.0032,42.5438,0.3938,19.0875,99.0923,,0.01406199999999913,0.261895513516364,0.3197866770452835,non_fall
9.356077,-0.0049,-0.2006,-0.1683,-0.0089,-0.0417,-0.0032,42.5438,0.3938,19.0875,99.0923,,0.00453400000000137,0.261895513516364,0.32221460797121804,non_fall
9.356843,0.1106,-0.2316,-0.1198,-0.0089,-0.0417,-0.0032,42.5438,0.3938,19.0875,99.0923,,0.0007659999999987122,0.2832365795585026,0.3222764044709873,non_fall
9.375746,0.1444,-0.2453,-0.2003,-0.0089,-0.0417,-0.0032,42.5438,0.3938,19.0875,99.0923,,0.018902999999999892,0.3480568057084935,0.3199465947564273,non_fall
9.390582,0.1444,-0.2453,-0.2003,-0.0054,0.0513,-0.0362,42.5438,0.3938,19.0875,99.0923,,0.014836000000000737,0.3480568057084935,0.3153522705817563,non_fall
9.39805,0.1664,-0.2395,-0.2807,-0.0054,0.0513,-0.0362,42.5438,0.3938,19.0875,99.0923,,0.007467999999999364,0.404773640446114,0.3088081184724212,non_fall
9.404292,0.1664,-0.2395,-0.2807,-0.0054,0.0513,-0.0362,42.5438,0.3938,19.0875,99.0923,,0.006242000000000303,0.404773640446114,0.30083840117631194,non_fall
9.410054,0.1664,-0.2395,-0.2807,-0.0054,0.0513,-0.0362,44.1938,0.75,18.825,99.0923,,0.005762000000000711,0.404773640446114,0.29217705575846237,non_fall
9.413234,0.1343,-0.2385,-0.1846,-0.0054,0.0513,-0.0362,44.1938,0.75,18.825,99.0923,,0.0031799999999986284,0.33014527105503116,0.283739910273349,non_fall
9.433641,0.038,-0.2063,-0.1496,-0.0054,0.0513,-0.0362,44.1938,0.75,18.825,97.9911,,0.020407000000000508,0.2576506355513217,0.27656754557539964,non_fall
9.452547,0.038,-0.2063,-0.1496,-0.0054,0.0513,-0.0362,44.1938,0.75,18.825,97.9911,,0.018905999999999423,0.2576506355513217,0.2717425712895871,non_fall
9.454034,0.038,-0.2063,-0.1496,0.0106,0.0659,0.0029,44.1938,0.75,18.825,97.9911,,0.0014870000000009043,0.2576506355513217,0.27028969214088294,non_fall
9.455055,-0.0606,-0.1361,-0.1209,0.0106,0.0659,0.0029,44.1938,0.75,18.825,97.9911,,0.0010209999999997166,0.19186552582472965,0.2730698176195749,non_fall
9.472204,-0.1488,-0.0903,-0.1771,0.0106,0.0659,0.0029,44.1938,0.75,18.825,97.9911,,0.01714899999999986,0.24831419613062802,0.2806803411801051,non_fall
9.474072,-0.1488,-0.0903,-0.1771,0.0106,0.0659,0.0029,42.1313,0.7688,19.725,97.9911,,0.0018679999999999808,0.24831419613062802,0.293372966244459,non_fall
9.49055,-0.1278,-0.087,-0.2391,0.0106,0.0659,0.0029,42.1313,0.7688,19.725,97.9911,,0.016478000000001103,0.2847290817601883,0.31099858591921953,non_fall
9.500583,-0.1278,-0.087,-0.2391,0.0106,0.0659,0.0029,42.1313,0.7688,19.725,97.9911,,0.010032999999999959,0.2847290817601883,0.3329861939049998,non_fall
9.508845,-0.1301,-0.1998,-0.1562,0.0106,0.0659,0.0029,42.1313,0.7688,19.725,97.9911,,0.008262000000000214,0.2850341909315442,0.3583600785390241,non_fall
9.512936,-0.1301,-0.1998,-0.1562,-0.0346,0.0646,0.0396,42.1313,0.7688,19.725,97.9911,,0.004090999999998957,0.2850341909315442,0.38579686388725176,non_fall
9.528341,-0.1211,-0.2404,-0.0287,-0.0346,0.0646,0.0396,42.1313,0.7688,19.725,97.9911,,0.015404999999999447,0.2707047469107256,0.41372108325254137,non_fall
9.530468,-0.1211,-0.2404,-0.0287,-0.0346,0.0646,0.0396,41.8688,-0.0188,19.8188,97.9911,,0.0021270000000015443,0.2707047469107256,0.44043433561849066,non_fall
9.548552,-0.1211,-0.2404,-0.0287,-0.0346,0.0646,0.0396,41.8688,-0.0188,19.8188,97.9911,,0.01808399999999999,0.2707047469107256,0.4642680874803634,non_fall
9.55344,0.9314,-0.9641,0.8265,-0.0346,0.0646,0.0396,41.8688,-0.0188,19.8188,97.9911,,0.004887999999999337,1.5748323783819027,0.48374375393662267,non_fall
9.572939,-0.1966,0.0893,-0.3615,-0.0346,0.0646,0.0396,41.8688,-0.0188,19.8188,97.9911,,0.01949899999999971,0.42107992115511755,0.497717658428185,non_fall
9.575361,-0.1966,0.0893,-0.3615,0.0314,0.0463,0.0188,41.8688,-0.0188,19.8188,97.9911,,0.002421999999999258,0.42107992115511755,0.5054873985935014,non_fall
9.58603,-0.1084,-0.2185,-0.4494,0.0314,0.0463,0.0188,41.8688,-0.0188,19.8188,97.9911,,0.01066900000000004,0.5113249162714448,0.5068436532701487,non_fall
9.591199,-0.1084,-0.2185,-0.4494,0.0314,0.0463,0.0188,41.9438,0.4875,19.4062,97.9911,,0.005169000000000423,0.5113249162714448,0.5020645602563552,non_fall
9.594942,-0.1084,-0.2185,-0.4494,0.0314,0.0463,0.0188,41.9438,0.4875,19.4062,97.9911,,0.003743000000000052,0.5113249162714448,0.4918607561097266,non_fall
9.606004,-0.1782,-0.3246,0.0461,0.0314,0.0463,0.0188,41.9438,0.4875,19.4062,97.9911,,0.011062000000000793,0.37315628093333764,0.4772839177674212,non_fall
9.629408,-0.1186,-0.3632,0.2076,0.0314,0.0463,0.0188,41.9438,0.4875,19.4062,97.9911,,0.023403999999999314,0.4348309556597828,0.45961218557676403,non_fall
