time,ax,ay,az,wx,wy,wz,Bx,By,Bz,time_diff,acc_mag,acc_mag_filtered,label
0.050569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026797648795746194,non_fall
0.070569,-0.03,0.0204,0.0199,0.0,0.0,0.0,41.475,15.15,5.775,0.020000000000000004,0.041378375995198266,0.04106677264539512,non_fall
0.090569,-0.082,0.0545,0.034,0.0397,-0.0368,0.0041,41.475,15.15,5.775,0.01999999999999999,0.10416453331148756,0.08122356366710308,non_fall
0.110569,0.0058,0.0007,-0.0473,0.0397,-0.0368,0.0041,41.475,15.15,5.775,0.020000000000000004,0.047659416698067135,0.11966328803594162,non_fall
0.130569,-0.0149,0.052,-0.1081,0.0397,-0.0368,0.0041,41.475,15.15,5.775,0.01999999999999999,0.12087853407449976,0.1542852992262805,non_fall
0.150569,-0.1776,0.1347,0.187,0.0255,0.0006,-0.0002,41.55,14.7,4.95,0.020000000000000018,0.2909550652592252,0.18220087255319023,non_fall
0.170569,-0.0071,0.0684,-0.1649,0.0255,0.0006,-0.0002,41.55,14.7,4.95,0.01999999999999999,0.1786644340656528,0.2005352012985237,non_fall
0.190569,-0.0625,0.0334,0.1738,0.0255,0.0006,-0.0002,41.55,14.7,4.95,0.01999999999999999,0.18769190179653464,0.20741057140846877,non_fall
0.210569,-0.0197,-0.0855,0.165,0.0255,0.0006,-0.0002,41.175,14.325,4.575,0.020000000000000018,0.1868778745598312,0.2026765941915611,non_fall
0.230569,-0.00035,0.0146,-0.20105,0.0394,-0.0228,-0.0032,41.175,14.325,4.575,0.01999999999999999,0.20157972368271568,0.1881966796126473,non_fall
0.250569,0.0567,0.1009,-0.179,0.0394,-0.0228,-0.0032,41.175,14.325,4.575,0.01999999999999999,0.21315886094647812,0.16770190273601454,non_fall
0.270569,-0.0466,0.1112,-0.0655,0.0394,-0.0228,-0.0032,41.25,14.6625,4.4625,0.020000000000000018,0.13721242655095053,0.1462168435275847,non_fall
0.290569,-0.1098,0.0242,0.0145,0.0391,0.0076,-0.0144,41.325,15.0,4.35,0.020000000000000018,0.1133663530329877,0.12905578999260392,non_fall
0.310569,-0.0619,-0.0391,-0.028,0.0391,0.0076,-0.0144,41.325,15.0,4.35,0.019999999999999962,0.07838635085268353,0.12057554692178044,non_fall
0.330569,-0.0327,-0.0342,-0.0799,0.0391,0.0076,-0.0144,41.325,15.0,4.35,0.020000000000000018,0.09285978677554671,0.12311177973861955,non_fall
0.350569,0.0034,-0.0111,-0.2154,0.0391,0.0076,-0.0144,41.925,14.925,4.875,0.020000000000000018,0.2157126097380494,0.136516327604326,non_fall
0.370569,-0.0129,-0.0093,-0.1887,0.0444,0.0389,-0.0177,41.925,14.925,4.875,0.019999999999999962,0.18936892564515437,0.1583776266087031,non_fall
0.390569,-0.0557,-0.0385,-0.1163,0.0444,0.0389,-0.0177,41.925,14.925,4.875,0.020000000000000018,0.13457499767787479,0.18464673948881466,non_fall
0.410569,-0.0412,-0.0465,-0.1389,0.0444,0.0389,-0.0177,41.925,14.475,4.65,0.020000000000000018,0.15216077023990118,0.21037918239231262,non_fall
0.430569,-0.0311,-0.066,-0.2196,0.042,0.0548,-0.027,41.925,14.025,4.425,0.019999999999999962,0.23140304665237232,0.23059211976988234,non_fall
0.450569,-0.0096,-0.0418,-0.3021,0.042,0.0548,-0.027,41.925,14.025,4.425,0.020000000000000018,0.3051291693693017,0.2413618021702557,non_fall
0.470569,-0.0125,-0.0841,-0.2942,0.042,0.0548,-0.027,41.925,14.025,4.425,0.020000000000000018,0.3062396120687198,0.2409851807731984,non_fall
0.490569,-0.0262,-0.0909,-0.1706,0.042,0.0548,-0.027,41.85,14.925,4.125,0.019999999999999962,0.19507334518072939,0.23065731761258948,non_fall
0.510569,-0.066,-0.1175,-0.0711,0.0591,0.0797,-0.0313,41.85,14.925,4.125,0.020000000000000073,0.1523727665956092,0.2142093517342114,non_fall
0.530569,-0.0609,-0.162,-0.0714,0.0591,0.0797,-0.0313,41.85,14.925,4.125,0.019999999999999907,0.18721850870039533,0.19701344781773603,non_fall
0.550569,0.0358,-0.1617,-0.1242,0.0591,0.0797,-0.0313,42.15,15.375,4.65,0.020000000000000018,0.20701248754604154,0.1846267842615511,non_fall
