time,ax,ay,az,wx,wy,wz,Bx,By,Bz,time_diff,acc_mag,acc_mag_filtered,label
0.033908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.792993490305387e-05,non_fall
0.053908,-0.0348,0.1573,-0.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.17947462216146326,0.041222981246338074,non_fall
0.073908,-0.0302,0.0334,-0.0738,0.0,0.0,0.0,33.825,31.125,6.075,0.020000000000000004,0.08645253032734207,0.08120910814738204,non_fall
0.093908,-0.0058,0.029,-0.0382,0.0145,-0.0224,-0.0278,33.825,31.125,6.075,0.020000000000000004,0.04831024736016159,0.11899656564282854,non_fall
0.113908,-0.0404,0.0388,-0.0437,0.0145,-0.0224,-0.0278,33.825,31.125,6.075,0.01999999999999999,0.07104428196554596,0.1533305802399871,non_fall
0.133908,-0.15,0.0078,-0.1313,0.0145,-0.0224,-0.0278,32.925,32.025,5.925,0.020000000000000004,0.19950070175315174,0.1825521812934132,non_fall
0.153908,-0.2764,0.0726,-0.1012,-0.0038,0.0052,-0.0454,32.925,32.025,5.925,0.01999999999999999,0.3031652354739903,0.20497637694927562,non_fall
0.173908,-0.2371,0.0465,-0.0158,-0.0038,0.0052,-0.0454,32.925,32.025,5.925,0.020000000000000018,0.24213281479386473,0.21968690531269505,non_fall
0.193908,-0.1428,0.0759,-0.1959,-0.0038,0.0052,-0.0454,32.925,32.025,5.925,0.01999999999999999,0.2540264946811651,0.22707793618829045,non_fall
0.213908,-0.12825,0.0468,-0.06265,-0.0038,0.0052,-0.0454,32.25,32.4,5.55,0.01999999999999999,0.15021093502138916,0.2286009774892616,non_fall
0.233908,-0.05345,0.0443,0.01245,-0.0121,-0.0044,-0.0501,32.25,32.4,5.55,0.020000000000000018,0.07052939103664514,0.22593337727070623,non_fall
0.253908,0.00645,0.09485,-0.27025,-0.0121,-0.0044,-0.0501,32.25,32.4,5.55,0.020000000000000018,0.2864841836821014,0.22039166080370245,non_fall
0.273908,-0.11445,-0.0009,0.43425,-0.0121,-0.0044,-0.0501,32.175,32.475,6.075,0.019999999999999962,0.44907980916536433,0.21316412912001734,non_fall
0.293908,-0.0369,-0.06345,0.0371,0.0,0.0154,-0.0512,32.175,32.475,6.075,0.020000000000000018,0.08224306961683762,0.206001500699434,non_fall
0.313908,-0.0798,0.0335,-0.1591,0.0,0.0154,-0.0512,32.175,32.475,6.075,0.020000000000000018,0.18111626100380937,0.20139913407473653,non_fall
0.333908,0.1529,0.1885,0.0291,0.0,0.0154,-0.0512,32.175,33.0,5.925,0.019999999999999962,0.24445341069414436,0.20174469480158833,non_fall
0.353908,0.0126,0.0999,0.0081,0.00555,0.0209,-0.0565,32.175,33.0,5.925,0.020000000000000018,0.10101673128744566,0.20788543912193097,non_fall
0.373908,-0.216,0.0666,-0.0111,0.0111,0.0264,-0.0618,32.175,33.0,5.925,0.020000000000000018,0.22630680502362271,0.21809501558466676,non_fall
0.393908,-0.25415,0.0861,0.00645,0.0111,0.0264,-0.0618,32.175,33.0,5.925,0.019999999999999962,0.26841578753866174,0.22819103287073833,non_fall
0.413908,0.1494,-0.0328,-0.0424,0.0111,0.0264,-0.0618,33.225,32.475,6.75,0.020000000000000018,0.15872605331198783,0.2329217261780364,non_fall
0.433908,-0.253,0.2499,-0.2078,-0.0195,0.0347,-0.0823,33.225,32.475,6.75,0.020000000000000018,0.4118735849748075,0.2280986019896893,non_fall
