
time,ax,ay,az,wx,wy,wz,Bx,By,Bz,Gain,
2.233995,0.0270,-0.1115,-0.3953,-0.0027,-0.0232,-0.0067,44.0625,0.4875,15.8625,72.3400,
2.240786,0.0270,-0.1115,-0.3953,-0.0175,-0.0073,-0.0030,44.0625,0.4875,15.8625,81.9719,
2.242075,0.0344,-0.1327,-0.3721,-0.0175,-0.0073,-0.0030,44.0625,0.4875,15.8625,81.9719,
2.260602,-0.0012,-0.1537,-0.3637,-0.0175,-0.0073,-0.0030,44.0625,0.4875,15.8625,81.9719,
2.270221,-0.0012,-0.1537,-0.3637,-0.0175,-0.0073,-0.0030,44.1562,0.8250,14.9438,81.9719,
2.279237,-0.0012,-0.1537,-0.3637,-0.0175,-0.0073,-0.0030,44.1562,0.8250,14.9438,81.9719,
2.280262,-0.0240,-0.1317,-0.4058,-0.0175,-0.0073,-0.0030,44.1562,0.8250,14.9438,81.9719,
2.299256,-0.0201,-0.1386,-0.4380,-0.0175,-0.0073,-0.0030,44.1562,0.8250,14.9438,81.9719,
2.303638,-0.0201,-0.1386,-0.4380,-0.0137,-0.0158,-0.0005,44.1562,0.8250,14.9438,81.9719,
2.318113,-0.0178,-0.1197,-0.4741,-0.0137,-0.0158,-0.0005,44.1562,0.8250,14.9438,81.9719,
2.327410,-0.0178,-0.1197,-0.4741,-0.0137,-0.0158,-0.0005,44.1562,0.8250,14.9438,81.9719,
2.334599,-0.0178,-0.1197,-0.4741,-0.0137,-0.0158,-0.0005,44.6813,0.4688,14.0813,81.9719,
2.338103,0.0046,-0.0987,-0.4859,-0.0137,-0.0158,-0.0005,44.6813,0.4688,14.0813,81.9719,
2.356455,0.0181,-0.0753,-0.4905,-0.0137,-0.0158,-0.0005,44.6813,0.4688,14.0813,81.9719,
2.366402,0.0181,-0.0753,-0.4905,-0.0150,-0.0378,0.0055,44.6813,0.4688,14.0813,81.9719,
2.374650,0.0181,-0.0753,-0.4905,-0.0150,-0.0378,0.0055,44.6813,0.4688,14.0813,81.9719,
2.376231,0.0289,-0.0617,-0.5376,-0.0150,-0.0378,0.0055,44.6813,0.4688,14.0813,81.9719,
2.391173,0.0289,-0.0617,-0.5376,-0.0150,-0.0378,0.0055,44.5688,0.7500,14.4000,81.9719,
2.397744,0.0061,-0.0867,-0.5625,-0.0150,-0.0378,0.0055,44.5688,0.7500,14.4000,81.9719,
2.414278,0.0187,-0.1094,-0.5368,-0.0150,-0.0378,0.0055,44.5688,0.7500,14.4000,81.9719,
2.422915,0.0187,-0.1094,-0.5368,-0.0150,-0.0378,0.0055,44.5688,0.7500,14.4000,81.9719,
2.427707,0.0187,-0.1094,-0.5368,-0.0137,-0.0330,0.0005,44.5688,0.7500,14.4000,81.9719,
2.432790,0.0734,-0.1100,-0.5383,-0.0137,-0.0330,0.0005,44.5688,0.7500,14.4000,81.9719,
2.451700,0.0734,-0.1100,-0.5383,-0.0137,-0.0330,0.0005,44.1938,0.3188,13.4813,81.9719,
2.453220,0.0810,-0.0624,-0.6238,-0.0137,-0.0330,0.0005,44.1938,0.3188,13.4813,81.9719,
2.470848,0.0810,-0.0624,-0.6238,-0.0137,-0.0330,0.0005,44.1938,0.3188,13.4813,81.9719,
2.473573,0.0492,-0.0364,-0.6105,-0.0137,-0.0330,0.0005,44.1938,0.3188,13.4813,81.9719,
2.489569,0.0492,-0.0364,-0.6105,0.0021,-0.0122,-0.0104,44.1938,0.3188,13.4813,81.9719,
2.490826,-0.0017,-0.0363,-0.5508,0.0021,-0.0122,-0.0104,44.1938,0.3188,13.4813,81.9719,
2.509778,0.0079,-0.0545,-0.5316,0.0021,-0.0122,-0.0104,44.1938,0.3188,13.4813,81.9719,
2.511459,0.0079,-0.0545,-0.5316,0.0021,-0.0122,-0.0104,44.2125,0.1313,13.4813,81.9719,
2.519195,0.0079,-0.0545,-0.5316,0.0021,-0.0122,-0.0104,44.2125,0.1313,13.4813,81.9719,
2.530577,0.0389,-0.1228,-0.5633,0.0021,-0.0122,-0.0104,44.2125,0.1313,13.4813,81.9719,
2.548123,0.0668,-0.1428,-0.5407,0.0021,-0.0122,-0.0104,44.2125,0.1313,13.4813,85.2907,
2.551918,0.0668,-0.1428,-0.5407,0.0217,0.0110,0.0030,44.2125,0.1313,13.4813,85.2907,
2.566620,0.0668,-0.1428,-0.5407,0.0217,0.0110,0.0030,44.2125,0.1313,13.4813,85.2907,
2.567652,0.0636,-0.1573,-0.5079,0.0217,0.0110,0.0030,44.2125,0.1313,13.4813,85.2907,
2.572096,0.0636,-0.1573,-0.5079,0.0217,0.0110,0.0030,44.0063,0.2812,14.1000,85.2907,
2.586316,0.0491,-0.1330,-0.5008,0.0217,0.0110,0.0030,44.0063,0.2812,14.1000,85.2907,
2.605687,-0.0121,-0.1080,-0.5197,0.0217,0.0110,0.0030,44.0063,0.2812,14.1000,85.2907,
2.613819,-0.0121,-0.1080,-0.5197,0.0217,0.0110,0.0030,44.0063,0.2812,14.1000,85.2907,
2.614723,-0.0121,-0.1080,-0.5197,0.0583,0.0170,0.0128,44.0063,0.2812,14.1000,85.2907,
2.624456,-0.0339,-0.0731,-0.5328,0.0583,0.0170,0.0128,44.0063,0.2812,14.1000,85.2907,
2.630609,-0.0339,-0.0731,-0.5328,0.0583,0.0170,0.0128,43.9125,0.2250,13.4813,85.2907,
2.643020,-0.0507,-0.0329,-0.4706,0.0583,0.0170,0.0128,43.9125,0.2250,13.4813,85.2907,
2.662385,-0.0507,-0.0329,-0.4706,0.0583,0.0170,0.0128,43.9125,0.2250,13.4813,85.2907,
2.663412,-0.0175,-0.0875,-0.4205,0.0583,0.0170,0.0128,43.9125,0.2250,13.4813,85.2907,
2.676474,-0.0175,-0.0875,-0.4205,0.0840,0.0293,0.0128,43.9125,0.2250,13.4813,85.2907,
2.681431,-0.0113,-0.0911,-0.4247,0.0840,0.0293,0.0128,43.9125,0.2250,13.4813,85.2907,
2.691536,-0.0113,-0.0911,-0.4247,0.0840,0.0293,0.0128,44.3625,0.6562,14.5125,85.2907,
2.703047,-0.0365,-0.0779,-0.4600,0.0840,0.0293,0.0128,44.3625,0.6562,14.5125,85.2907,
2.709619,-0.0365,-0.0779,-0.4600,0.0840,0.0293,0.0128,44.3625,0.6562,14.5125,85.2907,
2.719462,-0.0545,-0.0842,-0.4202,0.0840,0.0293,0.0128,44.3625,0.6562,14.5125,85.2907,
2.740742,-0.0545,-0.0842,-0.4202,0.0766,0.0220,0.0080,44.3625,0.6562,14.5125,85.2907,
2.744149,-0.0741,-0.1024,-0.3451,0.0766,0.0220,0.0080,44.3625,0.6562,14.5125,85.2907,
2.754643,-0.0741,-0.1024,-0.3451,0.0766,0.0220,0.0080,44.1938,0.3375,13.0688,85.2907,
2.757290,-0.0741,-0.1024,-0.3451,0.0766,0.0220,0.0080,44.1938,0.3375,13.0688,85.2907,
2.758006,-0.0744,-0.1671,-0.2548,0.0766,0.0220,0.0080,44.1938,0.3375,13.0688,85.2907,
2.777166,-0.1077,-0.2417,-0.2178,0.0766,0.0220,0.0080,44.1938,0.3375,13.0688,85.2907,
2.796803,-0.1075,-0.2691,-0.2741,0.0766,0.0220,0.0080,44.1938,0.3375,13.0688,85.2907,
2.800124,-0.1075,-0.2691,-0.2741,0.1488,-0.0012,0.0005,44.1938,0.3375,13.0688,85.2907,
2.807697,-0.1075,-0.2691,-0.2741,0.1488,-0.0012,0.0005,44.1938,0.3375,13.0688,85.2907,
2.811139,-0.1075,-0.2691,-0.2741,0.1488,-0.0012,0.0005,44.1750,0.5250,15.0375,85.2907,
2.815545,-0.1362,-0.2594,-0.3004,0.1488,-0.0012,0.0005,44.1750,0.5250,15.0375,85.2907,
2.834297,-0.1100,-0.3014,-0.3247,0.1488,-0.0012,0.0005,44.1750,0.5250,15.0375,79.2667,
2.853768,-0.1100,-0.3014,-0.3247,0.1488,-0.0012,0.0005,44.1750,0.5250,15.0375,79.2667,
2.857685,-0.0302,-0.3135,-0.3233,0.1488,-0.0012,0.0005,44.1750,0.5250,15.0375,79.2667,
2.863043,-0.0302,-0.3135,-0.3233,0.2146,0.0122,-0.0030,44.1750,0.5250,15.0375,79.2667,
2.875424,-0.0302,-0.3135,-0.3233,0.2146,0.0122,-0.0030,44.5688,0.7500,14.4000,79.2667,
2.876378,-0.0427,-0.3406,-0.3360,0.2146,0.0122,-0.0030,44.5688,0.7500,14.4000,79.2667,
2.892104,-0.0617,-0.3420,-0.3210,0.2146,0.0122,-0.0030,44.5688,0.7500,14.4000,79.2667,
2.901979,-0.0617,-0.3420,-0.3210,0.2146,0.0122,-0.0030,44.5688,0.7500,14.4000,79.2667,
2.911236,-0.1101,-0.3060,-0.3167,0.2146,0.0122,-0.0030,44.5688,0.7500,14.4000,79.2667,
2.925200,-0.1101,-0.3060,-0.3167,0.3088,-0.0170,-0.0080,44.5688,0.7500,14.4000,79.2667,
2.933650,-0.1669,-0.2592,-0.2980,0.3088,-0.0170,-0.0080,44.5688,0.7500,14.4000,79.2667,
2.934956,-0.1669,-0.2592,-0.2980,0.3088,-0.0170,-0.0080,44.7563,0.7313,14.7188,79.2667,
2.948717,-0.1669,-0.2592,-0.2980,0.3088,-0.0170,-0.0080,44.7563,0.7313,14.7188,79.2667,
2.949762,-0.2109,-0.2286,-0.4022,0.3088,-0.0170,-0.0080,44.7563,0.7313,14.7188,79.2667,
2.968178,-0.2781,-0.1887,-0.5620,0.3088,-0.0170,-0.0080,44.7563,0.7313,14.7188,79.2667,
2.987411,-0.2781,-0.1887,-0.5620,0.3613,-0.0562,-0.0225,44.7563,0.7313,14.7188,79.2667,
2.990231,-0.2095,-0.1584,-0.6460,0.3613,-0.0562,-0.0225,44.7563,0.7313,14.7188,79.2667,
2.992456,-0.2095,-0.1584,-0.6460,0.3613,-0.0562,-0.0225,44.2688,0.7500,14.4188,79.2667,
2.996636,-0.2095,-0.1584,-0.6460,0.3613,-0.0562,-0.0225,44.2688,0.7500,14.4188,79.2667,
3.008081,-0.1683,-0.1377,-0.7788,0.3613,-0.0562,-0.0225,44.2688,0.7500,14.4188,79.2667,
3.026286,-0.1418,-0.0688,-0.9781,0.3613,-0.0562,-0.0225,44.2688,0.7500,14.4188,79.2667,
3.044970,-0.1418,-0.0688,-0.9781,0.3613,-0.0562,-0.0225,44.2688,0.7500,14.4188,79.2667,
3.047647,-0.1402,0.0522,-1.1732,0.3613,-0.0562,-0.0225,44.2688,0.7500,14.4188,79.2667,
3.049205,-0.1402,0.0522,-1.1732,0.4260,-0.0940,-0.0202,44.2688,0.7500,14.4188,79.2667,
3.050605,-0.1402,0.0522,-1.1732,0.4260,-0.0940,-0.0202,44.4375,1.1438,14.6250,79.2667,
3.063761,-0.1423,0.2199,-1.2464,0.4260,-0.0940,-0.0202,44.4375,1.1438,14.6250,79.2667,
3.083414,-0.0376,0.3003,-1.2807,0.4260,-0.0940,-0.0202,44.4375,1.1438,14.6250,79.2667,
3.092078,-0.0376,0.3003,-1.2807,0.4260,-0.0940,-0.0202,44.4375,1.1438,14.6250,79.2667,
3.102378,-0.0463,0.3733,-1.1212,0.4260,-0.0940,-0.0202,44.4375,1.1438,14.6250,79.2667,
3.110361,-0.0463,0.3733,-1.1212,0.4260,-0.0940,-0.0202,44.0250,2.1750,13.9125,79.2667,
3.113307,-0.0463,0.3733,-1.1212,0.4249,-0.0843,-0.0140,44.0250,2.1750,13.9125,79.2667,
3.121321,-0.1110,0.4276,-1.1042,0.4249,-0.0843,-0.0140,44.0250,2.1750,13.9125,79.2667,
3.139919,-0.1110,0.4276,-1.1042,0.4249,-0.0843,-0.0140,44.0250,2.1750,13.9125,74.3777,
3.141412,0.0160,0.5243,-0.9028,0.4249,-0.0843,-0.0140,44.0250,2.1750,13.9125,74.3777,
3.159297,-0.2040,0.7922,-0.5294,0.4249,-0.0843,-0.0140,44.0250,2.1750,13.9125,74.3777,
3.171120,-0.2040,0.7922,-0.5294,0.4249,-0.0843,-0.0140,44.7188,1.9875,13.4813,74.3777,
3.174137,-0.2040,0.7922,-0.5294,0.6667,-0.2516,-0.0190,44.7188,1.9875,13.4813,74.3777,
3.179038,-0.5853,1.1166,-0.5323,0.6667,-0.2516,-0.0190,44.7188,1.9875,13.4813,74.3777,
3.187476,-0.5853,1.1166,-0.5323,0.6667,-0.2516,-0.0190,44.7188,1.9875,13.4813,74.3777,
3.198038,-0.7669,1.4929,-0.9633,0.6667,-0.2516,-0.0190,44.7188,1.9875,13.4813,74.3777,
3.217436,-0.2083,1.6848,-1.1223,0.6667,-0.2516,-0.0190,44.7188,1.9875,13.4813,74.3777,
3.231543,-0.2083,1.6848,-1.1223,0.6667,-0.2516,-0.0190,44.1188,2.4750,12.2438,74.3777,
3.236547,-0.2083,1.6848,-1.1223,0.6667,-0.2516,-0.0190,44.1188,2.4750,12.2438,74.3777,
3.237601,-0.2083,1.6848,-1.1223,0.7681,-0.2163,0.0188,44.1188,2.4750,12.2438,74.3777,
3.238550,0.4222,2.4164,-1.0845,0.7681,-0.2163,0.0188,44.1188,2.4750,12.2438,74.3777,
3.255181,0.6157,3.6735,-1.1589,0.7681,-0.2163,0.0188,44.1188,2.4750,12.2438,74.3777,
3.275562,0.3635,4.5850,-1.5479,0.7681,-0.2163,0.0188,44.1188,2.4750,12.2438,74.3777,
3.284272,0.3635,4.5850,-1.5479,0.7681,-0.2163,0.0188,44.1188,2.4750,12.2438,74.3777,
3.290245,0.3635,4.5850,-1.5479,0.7681,-0.2163,0.0188,45.0750,2.8500,11.9062,74.3777,
3.293995,-0.0746,4.9757,-1.7819,0.7681,-0.2163,0.0188,45.0750,2.8500,11.9062,74.3777,
3.297623,-0.0746,4.9757,-1.7819,0.3589,-0.3653,-0.0960,45.0750,2.8500,11.9062,74.3777,
3.313102,0.3127,5.0270,-1.7615,0.3589,-0.3653,-0.0960,45.0750,2.8500,11.9062,74.3777,
3.331055,0.3127,5.0270,-1.7615,0.3589,-0.3653,-0.0960,45.0750,2.8500,11.9062,74.3777,
3.332439,0.6140,5.3587,-1.3307,0.3589,-0.3653,-0.0960,45.0750,2.8500,11.9062,74.3777,
3.351308,0.4504,6.4682,-1.1760,0.3589,-0.3653,-0.0960,45.0750,2.8500,11.9062,74.3777,
3.355065,0.4504,6.4682,-1.1760,0.3589,-0.3653,-0.0960,45.0938,2.9062,11.1750,74.3777,
3.360030,0.4504,6.4682,-1.1760,-0.5892,-0.4740,-0.1400,45.0938,2.9062,11.1750,74.3777,
3.370561,0.7787,7.3108,-1.1197,-0.5892,-0.4740,-0.1400,45.0938,2.9062,11.1750,74.3777,
3.379328,0.7787,7.3108,-1.1197,-0.5892,-0.4740,-0.1400,45.0938,2.9062,11.1750,74.3777,
3.389656,0.4254,7.9368,-1.1070,-0.5892,-0.4740,-0.1400,45.0938,2.9062,11.1750,74.3777,
3.408786,0.8743,7.8362,-1.1994,-0.5892,-0.4740,-0.1400,45.0938,2.9062,11.1750,74.3777,
3.412114,0.8743,7.8362,-1.1994,-0.5892,-0.4740,-0.1400,45.2063,2.8500,10.2375,74.3777,
3.422531,0.8743,7.8362,-1.1994,-1.0656,-0.2969,0.1191,45.2063,2.8500,10.2375,72.6892,
3.427028,0.8743,7.8362,-1.1994,-1.0656,-0.2969,0.1191,45.2063,2.8500,10.2375,72.6892,
3.428031,1.5148,7.4695,-0.7598,-1.0656,-0.2969,0.1191,45.2063,2.8500,10.2375,72.6892,
3.446360,1.1965,7.6135,-1.7537,-1.0656,-0.2969,0.1191,45.2063,2.8500,10.2375,72.6892,
3.466027,1.4466,6.8895,-1.5451,-1.0656,-0.2969,0.1191,45.2063,2.8500,10.2375,72.6892,
3.471004,1.4466,6.8895,-1.5451,-1.0656,-0.2969,0.1191,45.1688,1.1250,11.0625,72.6892,
3.474561,1.4466,6.8895,-1.5451,-1.0656,-0.2969,0.1191,45.1688,1.1250,11.0625,72.6892,
3.485505,1.4466,6.8895,-1.5451,-0.9338,0.0892,0.2376,45.1688,1.1250,11.0625,72.6892,
3.487288,1.4571,4.0880,-1.0063,-0.9338,0.0892,0.2376,45.1688,1.1250,11.0625,72.6892,
3.504134,0.8201,1.1719,-0.2522,-0.9338,0.0892,0.2376,45.1688,1.1250,11.0625,72.6892,
3.523170,0.8201,1.1719,-0.2522,-0.9338,0.0892,0.2376,45.1688,1.1250,11.0625,72.6892,
3.526569,0.1842,-3.0161,0.6991,-0.9338,0.0892,0.2376,45.1688,1.1250,11.0625,72.6892,
3.532523,0.1842,-3.0161,0.6991,-0.9338,0.0892,0.2376,45.3000,-0.1500,12.3938,72.6892,
3.543258,-0.1023,-2.4581,0.8820,-0.9338,0.0892,0.2376,45.3000,-0.1500,12.3938,72.6892,
3.547227,-0.1023,-2.4581,0.8820,-1.1316,0.8393,-0.0593,45.3000,-0.1500,12.3938,72.6892,
3.560925,1.6303,0.1145,2.1344,-1.1316,0.8393,-0.0593,45.3000,-0.1500,12.3938,72.6892,
3.570371,1.6303,0.1145,2.1344,-1.1316,0.8393,-0.0593,45.3000,-0.1500,12.3938,72.6892,
3.581346,-0.1183,0.3465,3.5636,-1.1316,0.8393,-0.0593,45.3000,-0.1500,12.3938,72.6892,
3.590413,-0.1183,0.3465,3.5636,-1.1316,0.8393,-0.0593,44.3063,-2.4563,15.3188,72.6892,
3.599410,-0.3522,-2.2712,2.3089,-1.1316,0.8393,-0.0593,44.3063,-2.4563,15.3188,72.6892,
3.608342,-0.3522,-2.2712,2.3089,-0.5684,0.0610,0.2009,44.3063,-2.4563,15.3188,72.6892,
3.618952,-0.3522,-2.2712,2.3089,-0.5684,0.0610,0.2009,44.3063,-2.4563,15.3188,72.6892,
3.620278,-1.7335,-4.3077,-0.5178,-0.5684,0.0610,0.2009,44.3063,-2.4563,15.3188,72.6892,
3.637708,-0.4397,-4.9703,0.6061,-0.5684,0.0610,0.2009,44.3063,-2.4563,15.3188,72.6892,
3.650777,-0.4397,-4.9703,0.6061,-0.5684,0.0610,0.2009,44.4563,-3.9938,16.1438,72.6892,
3.656847,1.3217,-2.3384,1.4978,-0.5684,0.0610,0.2009,44.4563,-3.9938,16.1438,72.6892,
3.668098,1.3217,-2.3384,1.4978,-0.5684,0.0610,0.2009,44.4563,-3.9938,16.1438,72.6892,
3.669566,1.3217,-2.3384,1.4978,1.7381,-0.0685,-0.2621,44.4563,-3.9938,16.1438,72.6892,
3.675622,0.9023,-3.5962,1.7268,1.7381,-0.0685,-0.2621,44.4563,-3.9938,16.1438,72.6892,
3.696153,0.4101,-2.6817,1.7046,1.7381,-0.0685,-0.2621,44.4563,-3.9938,16.1438,72.6892,
3.710009,0.4101,-2.6817,1.7046,1.7381,-0.0685,-0.2621,44.6063,-2.9438,15.0000,72.6892,
3.716897,0.4101,-2.6817,1.7046,1.7381,-0.0685,-0.2621,44.6063,-2.9438,15.0000,72.6892,
3.717776,-0.7117,0.1798,2.6475,1.7381,-0.0685,-0.2621,44.6063,-2.9438,15.0000,72.6892,
3.732440,-0.7117,0.1798,2.6475,3.4009,-0.6072,-0.4808,44.6063,-2.9438,15.0000,81.3242,
3.733638,-0.5271,0.5361,-0.0815,3.4009,-0.6072,-0.4808,44.6063,-2.9438,15.0000,81.3242,
3.751853,-0.1507,1.4247,0.2002,3.4009,-0.6072,-0.4808,44.6063,-2.9438,15.0000,81.3242,
3.760608,-0.1507,1.4247,0.2002,3.4009,-0.6072,-0.4808,44.6063,-2.9438,15.0000,81.3242,
3.773602,-0.1507,1.4247,0.2002,3.4009,-0.6072,-0.4808,44.3250,1.5375,14.6250,81.3242,
3.774227,0.3768,5.4380,0.0347,3.4009,-0.6072,-0.4808,44.3250,1.5375,14.6250,81.3242,
3.790452,-1.6713,-4.0165,11.2665,3.4009,-0.6072,-0.4808,44.3250,1.5375,14.6250,81.3242,
3.794391,-1.6713,-4.0165,11.2665,4.9415,-0.8198,-0.6139,44.3250,1.5375,14.6250,81.3242,
3.809363,-1.6713,-4.0165,11.2665,4.9415,-0.8198,-0.6139,44.3250,1.5375,14.6250,81.3242,
3.812711,-6.1931,-56.2152,23.8041,4.9415,-0.8198,-0.6139,44.3250,1.5375,14.6250,81.3242,
3.828945,-0.5871,-56.2256,-3.9930,4.9415,-0.8198,-0.6139,44.3250,1.5375,14.6250,81.3242,
3.830215,-0.5871,-56.2256,-3.9930,4.9415,-0.8198,-0.6139,44.9438,6.5250,10.3875,81.3242,
3.847534,0.5980,-39.8900,-9.5023,4.9415,-0.8198,-0.6139,44.9438,6.5250,10.3875,81.3242,
3.857147,0.5980,-39.8900,-9.5023,4.9415,-0.8198,-0.6139,44.9438,6.5250,10.3875,81.3242,
3.858200,0.5980,-39.8900,-9.5023,2.3233,2.1160,-2.1264,44.9438,6.5250,10.3875,81.3242,
3.866597,-4.4548,14.9482,-11.0201,2.3233,2.1160,-2.1264,44.9438,6.5250,10.3875,81.3242,
3.886304,-7.3813,26.5581,-6.1893,2.3233,2.1160,-2.1264,44.9438,6.5250,10.3875,81.3242,
3.891010,-7.3813,26.5581,-6.1893,2.3233,2.1160,-2.1264,43.5750,13.8188,9.7500,81.3242,
3.904234,-7.3813,26.5581,-6.1893,2.3233,2.1160,-2.1264,43.5750,13.8188,9.7500,81.3242,
3.905103,-3.7116,15.2237,4.1543,2.3233,2.1160,-2.1264,43.5750,13.8188,9.7500,81.3242,
3.919138,-3.7116,15.2237,4.1543,3.7601,0.0793,0.4122,43.5750,13.8188,9.7500,81.3242,
3.924386,1.0051,4.2175,-6.3864,3.7601,0.0793,0.4122,43.5750,13.8188,9.7500,81.3242,
3.943871,2.9531,1.8072,-1.3268,3.7601,0.0793,0.4122,43.5750,13.8188,9.7500,81.3242,
3.950467,2.9531,1.8072,-1.3268,3.7601,0.0793,0.4122,42.3188,14.3250,6.9750,81.3242,
3.952092,2.9531,1.8072,-1.3268,3.7601,0.0793,0.4122,42.3188,14.3250,6.9750,81.3242,
3.962826,1.2416,-8.6281,0.3885,3.7601,0.0793,0.4122,42.3188,14.3250,6.9750,81.3242,
3.981531,1.2416,-8.6281,0.3885,3.6783,-0.5852,-0.7472,42.3188,14.3250,6.9750,81.3242,
3.982768,-0.2485,-9.1013,-2.1675,3.6783,-0.5852,-0.7472,42.3188,14.3250,6.9750,81.3242,
4.000775,-0.2485,-9.1013,-2.1675,3.6783,-0.5852,-0.7472,42.3188,14.3250,6.9750,81.3242,
4.001945,1.6556,-3.5988,-4.7671,3.6783,-0.5852,-0.7472,42.3188,14.3250,6.9750,81.3242,
4.011078,1.6556,-3.5988,-4.7671,3.6783,-0.5852,-0.7472,41.6063,15.9563,3.1688,81.3242,
4.019968,-1.5266,6.1861,0.5963,3.6783,-0.5852,-0.7472,41.6063,15.9563,3.1688,81.3242,
4.039732,-0.7061,4.8209,5.6935,3.6783,-0.5852,-0.7472,41.6063,15.9563,3.1688,89.9449,
4.043816,-0.7061,4.8209,5.6935,2.9880,0.4899,-0.0984,41.6063,15.9563,3.1688,89.9449,
4.049662,-0.7061,4.8209,5.6935,2.9880,0.4899,-0.0984,41.6063,15.9563,3.1688,89.9449,
4.058915,2.3594,2.1117,4.9272,2.9880,0.4899,-0.0984,41.6063,15.9563,3.1688,89.9449,
4.070073,2.3594,2.1117,4.9272,2.9880,0.4899,-0.0984,41.8313,15.8813,0.7688,89.9449,
4.077547,2.6377,1.5977,1.2605,2.9880,0.4899,-0.0984,41.8313,15.8813,0.7688,89.9449,
4.096442,2.6377,1.5977,1.2605,2.9880,0.4899,-0.0984,41.8313,15.8813,0.7688,89.9449,
4.097586,1.9673,1.7716,-1.8913,2.9880,0.4899,-0.0984,41.8313,15.8813,0.7688,89.9449,
4.106455,1.9673,1.7716,-1.8913,2.8878,0.4007,-0.1583,41.8313,15.8813,0.7688,89.9449,
4.117438,1.3223,2.4719,-1.6686,2.8878,0.4007,-0.1583,41.8313,15.8813,0.7688,89.9449,
4.130996,1.3223,2.4719,-1.6686,2.8878,0.4007,-0.1583,42.2250,16.0875,-1.3125,89.9449,
4.135386,1.2909,3.0722,-0.2105,2.8878,0.4007,-0.1583,42.2250,16.0875,-1.3125,89.9449,
4.144327,1.2909,3.0722,-0.2105,2.8878,0.4007,-0.1583,42.2250,16.0875,-1.3125,89.9449,
4.155677,0.5427,3.9319,1.8713,2.8878,0.4007,-0.1583,42.2250,16.0875,-1.3125,89.9449,
4.168303,0.5427,3.9319,1.8713,1.8677,0.2076,0.8166,42.2250,16.0875,-1.3125,89.9449,
4.173543,-0.8335,3.7835,1.5486,1.8677,0.2076,0.8166,42.2250,16.0875,-1.3125,89.9449,
4.190874,-0.8335,3.7835,1.5486,1.8677,0.2076,0.8166,44.5125,13.6875,-3.9000,89.9449,
4.194437,-0.8335,3.7835,1.5486,1.8677,0.2076,0.8166,44.5125,13.6875,-3.9000,89.9449,
4.196355,0.6307,3.1447,-1.8150,1.8677,0.2076,0.8166,44.5125,13.6875,-3.9000,89.9449,
4.211404,-0.4379,3.1302,-1.9660,1.8677,0.2076,0.8166,44.5125,13.6875,-3.9000,89.9449,
4.229590,-0.4379,3.1302,-1.9660,0.0521,0.0428,0.9047,44.5125,13.6875,-3.9000,89.9449,
4.231603,-0.4895,2.6332,-2.5196,0.0521,0.0428,0.9047,44.5125,13.6875,-3.9000,89.9449,
4.240647,-0.4895,2.6332,-2.5196,0.0521,0.0428,0.9047,44.5125,13.6875,-3.9000,89.9449,
4.250318,-0.6301,1.4621,-1.3192,0.0521,0.0428,0.9047,44.5125,13.6875,-3.9000,89.9449,
4.252843,-0.6301,1.4621,-1.3192,0.0521,0.0428,0.9047,43.1813,10.1813,-2.3250,89.9449,
4.269326,-0.7750,-0.4869,0.5634,0.0521,0.0428,0.9047,43.1813,10.1813,-2.3250,89.9449,
4.288309,-0.7750,-0.4869,0.5634,0.0521,0.0428,0.9047,43.1813,10.1813,-2.3250,89.9449,
4.291547,-0.8249,-0.9783,0.4889,0.0521,0.0428,0.9047,43.1813,10.1813,-2.3250,89.9449,
4.294397,-0.8249,-0.9783,0.4889,0.5298,0.8931,0.0605,43.1813,10.1813,-2.3250,89.9449,
4.307435,-1.3984,0.0728,0.4512,0.5298,0.8931,0.0605,43.1813,10.1813,-2.3250,89.9449,
4.310292,-1.3984,0.0728,0.4512,0.5298,0.8931,0.0605,43.4813,9.6750,-0.7688,89.9449,
4.325884,-1.5127,1.7059,0.3819,0.5298,0.8931,0.0605,43.4813,9.6750,-0.7688,84.5925,
4.337483,-1.5127,1.7059,0.3819,0.5298,0.8931,0.0605,43.4813,9.6750,-0.7688,84.5925,
4.346989,-1.5675,2.3628,0.1469,0.5298,0.8931,0.0605,43.4813,9.6750,-0.7688,84.5925,
4.355672,-1.5675,2.3628,0.1469,0.0093,0.0012,0.1595,43.4813,9.6750,-0.7688,84.5925,
4.364069,-1.4572,1.2755,-0.3429,0.0093,0.0012,0.1595,43.4813,9.6750,-0.7688,84.5925,
4.372642,-1.4572,1.2755,-0.3429,0.0093,0.0012,0.1595,43.8750,9.1688,-0.5813,84.5925,
4.383230,-1.4572,1.2755,-0.3429,0.0093,0.0012,0.1595,43.8750,9.1688,-0.5813,84.5925,
4.384606,-0.7229,0.3153,-0.7130,0.0093,0.0012,0.1595,43.8750,9.1688,-0.5813,84.5925,
4.403158,-0.3844,-0.3274,-0.4540,0.0093,0.0012,0.1595,43.8750,9.1688,-0.5813,84.5925,
4.416248,-0.3844,-0.3274,-0.4540,-0.2728,0.2358,-0.0996,43.8750,9.1688,-0.5813,84.5925,
4.421943,-0.0393,-1.1542,-0.0229,-0.2728,0.2358,-0.0996,43.8750,9.1688,-0.5813,84.5925,
4.434548,-0.0393,-1.1542,-0.0229,-0.2728,0.2358,-0.0996,43.8750,9.1688,-0.5813,84.5925,
