
time,ax,ay,az,wx,wy,wz,
3.112485,2.5434,4.8497,-3.6677,0.7872,-1.2683,1.6045,
3.128794,2.5434,4.8497,-3.6677,0.7872,-1.2683,1.6045,
3.130665,0.1791,4.3445,0.8496,0.7872,-1.2683,1.6045,
3.149415,0.1791,4.3445,0.8496,0.7872,-1.2683,1.6045,
3.150969,-3.8224,-5.4952,4.6066,0.7872,-1.2683,1.6045,
3.153815,-3.8224,-5.4952,4.6066,2.7033,-1.1489,1.8167,
3.168682,-3.8224,-5.4952,4.6066,2.7033,-1.1489,1.8167,
3.170605,-17.3290,-16.1058,-11.8899,2.7033,-1.1489,1.8167,
3.184976,-17.3290,-16.1058,-11.8899,2.7033,-1.1489,1.8167,
3.186757,-22.1277,-23.0518,0.3208,2.7033,-1.1489,1.8167,
3.207729,-22.1277,-23.0518,0.3208,2.7033,-1.1489,1.8167,
3.210319,-5.1231,-15.6825,12.8604,2.7033,-1.1489,1.8167,
3.221771,-5.1231,-15.6825,12.8604,2.6271,-1.4812,5.3051,
3.228119,-5.1231,-15.6825,12.8604,2.6271,-1.4812,5.3051,
3.229629,-2.0270,-1.3296,13.5937,2.6271,-1.4812,5.3051,
3.249754,-2.0270,-1.3296,13.5937,2.6271,-1.4812,5.3051,
3.251584,-0.2892,0.2456,5.8263,2.6271,-1.4812,5.3051,
3.266257,-0.2892,0.2456,5.8263,2.6271,-1.4812,5.3051,
3.267734,-3.0728,1.9027,3.1016,2.6271,-1.4812,5.3051,
3.286204,-3.0728,1.9027,3.1016,2.6271,-1.4812,5.3051,
3.287821,-3.2415,-0.1707,8.1814,2.6271,-1.4812,5.3051,
3.290963,-3.2415,-0.1707,8.1814,2.4571,-1.5981,3.4716,
3.305137,-3.2415,-0.1707,8.1814,2.4571,-1.5981,3.4716,
3.307372,-0.9549,-0.6988,-0.6187,2.4571,-1.5981,3.4716,
3.324764,-0.9549,-0.6988,-0.6187,2.4571,-1.5981,3.4716,
3.327270,-0.0000,3.2291,-1.5211,2.4571,-1.5981,3.4716,
3.349900,-0.0000,3.2291,-1.5211,2.4571,-1.5981,3.4716,
3.351708,2.3932,4.2572,-0.6686,2.4571,-1.5981,3.4716,
3.364069,2.3932,4.2572,-0.6686,1.6595,-1.5778,1.5668,
3.368813,2.3932,4.2572,-0.6686,1.6595,-1.5778,1.5668,
3.370395,1.4947,4.5686,-1.4057,1.6595,-1.5778,1.5668,
3.385165,1.4947,4.5686,-1.4057,1.6595,-1.5778,1.5668,
3.387469,1.2015,5.0929,-2.1406,1.6595,-1.5778,1.5668,
3.407618,1.2015,5.0929,-2.1406,1.6595,-1.5778,1.5668,
3.410242,2.3841,4.6445,-2.5287,1.6595,-1.5778,1.5668,
3.427775,2.3841,4.6445,-2.5287,1.6595,-1.5778,1.5668,
3.430825,3.3413,3.7287,-0.7817,1.6595,-1.5778,1.5668,
3.432911,3.3413,3.7287,-0.7817,1.5283,-1.3518,1.0795,
3.447172,3.3413,3.7287,-0.7817,1.5283,-1.3518,1.0795,
3.450172,0.5730,3.0760,0.9214,1.5283,-1.3518,1.0795,
3.466697,0.5730,3.0760,0.9214,1.5283,-1.3518,1.0795,
3.468257,0.2399,3.1668,3.0683,1.5283,-1.3518,1.0795,
3.485522,0.2399,3.1668,3.0683,1.5283,-1.3518,1.0795,
3.487419,-5.0458,3.8366,3.7527,1.5283,-1.3518,1.0795,
3.500749,-5.0458,3.8366,3.7527,1.5387,-0.6060,0.8379,
3.505941,-5.0458,3.8366,3.7527,1.5387,-0.6060,0.8379,
3.507199,-3.3945,6.4656,0.4297,1.5387,-0.6060,0.8379,
3.525980,-3.3945,6.4656,0.4297,1.5387,-0.6060,0.8379,
3.528739,-3.5480,7.9288,0.2930,1.5387,-0.6060,0.8379,
3.546222,-3.5480,7.9288,0.2930,1.5387,-0.6060,0.8379,
3.548566,-1.4690,6.6537,1.6729,1.5387,-0.6060,0.8379,
3.566996,-1.4690,6.6537,1.6729,1.5387,-0.6060,0.8379,
3.571083,1.2458,4.7954,1.1289,1.5387,-0.6060,0.8379,
3.572667,1.2458,4.7954,1.1289,0.5076,-0.6831,0.8382,
3.584155,1.2458,4.7954,1.1289,0.5076,-0.6831,0.8382,
3.585780,3.4623,3.5327,-1.0626,0.5076,-0.6831,0.8382,
3.603662,3.4623,3.5327,-1.0626,0.5076,-0.6831,0.8382,
3.605365,4.7247,3.0774,-0.6046,0.5076,-0.6831,0.8382,
3.623634,4.7247,3.0774,-0.6046,0.5076,-0.6831,0.8382,
3.625519,3.6744,2.9924,1.4039,0.5076,-0.6831,0.8382,
3.638045,3.6744,2.9924,1.4039,-0.0771,-0.4881,0.2117,
3.648036,3.6744,2.9924,1.4039,-0.0771,-0.4881,0.2117,
3.649633,2.5935,2.5552,1.7945,-0.0771,-0.4881,0.2117,
3.662561,2.5935,2.5552,1.7945,-0.0771,-0.4881,0.2117,
3.664139,2.4910,1.9961,-0.4812,-0.0771,-0.4881,0.2117,
3.682230,2.4910,1.9961,-0.4812,-0.0771,-0.4881,0.2117,
3.683593,1.9913,2.0652,-0.2693,-0.0771,-0.4881,0.2117,
3.701508,1.9913,2.0652,-0.2693,-0.0771,-0.4881,0.2117,
3.703290,1.3121,2.0922,0.9742,-0.0771,-0.4881,0.2117,
3.705732,1.3121,2.0922,0.9742,-0.2034,-0.2408,-0.3079,
3.720541,1.3121,2.0922,0.9742,-0.2034,-0.2408,-0.3079,
3.722960,1.5954,2.2551,0.4522,-0.2034,-0.2408,-0.3079,
3.735211,1.5954,2.2551,0.4522,-0.2034,-0.2408,-0.3079,
3.737217,1.8482,2.6677,-0.9175,-0.2034,-0.2408,-0.3079,
3.760659,1.8482,2.6677,-0.9175,-0.2034,-0.2408,-0.3079,
3.765160,2.9460,2.2949,-0.8270,-0.2034,-0.2408,-0.3079,
3.774768,2.9460,2.2949,-0.8270,-0.2708,0.4427,-0.6632,
3.780000,2.9460,2.2949,-0.8270,-0.2708,0.4427,-0.6632,
3.782522,3.2188,0.9687,1.0334,-0.2708,0.4427,-0.6632,
3.799065,3.2188,0.9687,1.0334,-0.2708,0.4427,-0.6632,
3.801516,1.5436,-0.1681,1.8682,-0.2708,0.4427,-0.6632,
3.818251,1.5436,-0.1681,1.8682,-0.2708,0.4427,-0.6632,
3.819876,-0.3481,-0.9847,0.8568,-0.2708,0.4427,-0.6632,
3.835015,-0.3481,-0.9847,0.8568,-0.2708,0.4427,-0.6632,
3.836869,-1.5422,-1.3200,1.3816,-0.2708,0.4427,-0.6632,
3.844530,-1.5422,-1.3200,1.3816,-0.4917,0.9256,-0.9205,
3.858107,-1.5422,-1.3200,1.3816,-0.4917,0.9256,-0.9205,
3.860681,-2.2556,-1.1354,1.0452,-0.4917,0.9256,-0.9205,
3.877338,-2.2556,-1.1354,1.0452,-0.4917,0.9256,-0.9205,
3.879223,-2.1030,-0.7555,0.3966,-0.4917,0.9256,-0.9205,
3.901521,-2.1030,-0.7555,0.3966,-0.4917,0.9256,-0.9205,
3.905457,-1.4023,-0.3308,-0.0982,-0.4917,0.9256,-0.9205,
3.916669,-1.4023,-0.3308,-0.0982,-0.5986,0.7138,-0.8998,
3.919755,-1.4023,-0.3308,-0.0982,-0.5986,0.7138,-0.8998,
3.921874,-1.0480,0.4330,-0.3674,-0.5986,0.7138,-0.8998,
3.932627,-1.0480,0.4330,-0.3674,-0.5986,0.7138,-0.8998,
3.935569,-0.6469,1.0164,-0.7524,-0.5986,0.7138,-0.8998,
3.955689,-0.6469,1.0164,-0.7524,-0.5986,0.7138,-0.8998,
3.958311,0.3281,0.8629,-1.1265,-0.5986,0.7138,-0.8998,
3.980647,0.3281,0.8629,-1.1265,-0.5986,0.7138,-0.8998,
3.982872,-0.0492,0.5906,-0.1743,-0.5986,0.7138,-0.8998,
3.985327,-0.0492,0.5906,-0.1743,-0.6180,0.4916,-0.6674,
3.999517,-0.0492,0.5906,-0.1743,-0.6180,0.4916,-0.6674,
4.001849,-0.3217,0.1299,0.3561,-0.6180,0.4916,-0.6674,
4.019795,-0.3217,0.1299,0.3561,-0.6180,0.4916,-0.6674,
4.021700,-0.1525,-0.6862,0.4394,-0.6180,0.4916,-0.6674,
4.035257,-0.1525,-0.6862,0.4394,-0.6180,0.4916,-0.6674,
4.037797,-0.4191,-0.6355,-0.8077,-0.6180,0.4916,-0.6674,
4.053388,-0.4191,-0.6355,-0.8077,-0.2109,0.4322,-0.6512,
4.058497,-0.4191,-0.6355,-0.8077,-0.2109,0.4322,-0.6512,
4.060092,-0.3321,0.1685,-2.1964,-0.2109,0.4322,-0.6512,
4.078110,-0.3321,0.1685,-2.1964,-0.2109,0.4322,-0.6512,
4.080867,0.3561,0.2735,-1.2130,-0.2109,0.4322,-0.6512,
4.098832,0.3561,0.2735,-1.2130,-0.2109,0.4322,-0.6512,
4.100590,-0.3293,-0.2186,0.0076,-0.2109,0.4322,-0.6512,
4.117391,-0.3293,-0.2186,0.0076,-0.2109,0.4322,-0.6512,
4.119627,-1.1950,-0.3378,-0.3962,-0.2109,0.4322,-0.6512,
4.122770,-1.1950,-0.3378,-0.3962,-0.3665,0.4778,-0.9209,
4.136547,-1.1950,-0.3378,-0.3962,-0.3665,0.4778,-0.9209,
4.137656,-1.5448,-0.3521,-0.3356,-0.3665,0.4778,-0.9209,
4.157010,-1.5448,-0.3521,-0.3356,-0.3665,0.4778,-0.9209,
4.158050,-1.4390,-0.0648,-0.5134,-0.3665,0.4778,-0.9209,
4.176826,-1.4390,-0.0648,-0.5134,-0.3665,0.4778,-0.9209,
4.178162,-1.4982,-0.0689,-0.3823,-0.3665,0.4778,-0.9209,
4.195544,-1.4982,-0.0689,-0.3823,-0.6089,0.4303,-0.6996,
4.200932,-1.4982,-0.0689,-0.3823,-0.6089,0.4303,-0.6996,
4.201751,-1.3515,0.0285,-0.5360,-0.6089,0.4303,-0.6996,
4.222157,-1.3515,0.0285,-0.5360,-0.6089,0.4303,-0.6996,
4.223310,-1.2354,0.2438,-0.6746,-0.6089,0.4303,-0.6996,
4.235610,-1.2354,0.2438,-0.6746,-0.6089,0.4303,-0.6996,
4.236872,-1.4426,0.4670,-0.2813,-0.6089,0.4303,-0.6996,
4.260217,-1.4426,0.4670,-0.2813,-0.6089,0.4303,-0.6996,
4.262036,-1.1250,0.4234,-0.3496,-0.6089,0.4303,-0.6996,
4.264508,-1.1250,0.4234,-0.3496,-0.7571,0.3696,-0.4818,
4.284105,-1.1250,0.4234,-0.3496,-0.7571,0.3696,-0.4818,
4.285562,-0.4152,0.2153,-0.8307,-0.7571,0.3696,-0.4818,
4.299432,-0.4152,0.2153,-0.8307,-0.7571,0.3696,-0.4818,
4.300872,0.2071,0.6038,-0.8452,-0.7571,0.3696,-0.4818,
4.318257,0.2071,0.6038,-0.8452,-0.7571,0.3696,-0.4818,
4.320870,0.2073,0.6627,0.2334,-0.7571,0.3696,-0.4818,
4.333660,0.2073,0.6627,0.2334,-0.7026,0.2796,-0.3357,
4.335943,0.2073,0.6627,0.2334,-0.7026,0.2796,-0.3357,
4.337338,0.1241,0.3704,-0.2344,-0.7026,0.2796,-0.3357,
4.356513,0.1241,0.3704,-0.2344,-0.7026,0.2796,-0.3357,
4.358583,0.1775,-0.0437,-0.4654,-0.7026,0.2796,-0.3357,
4.376411,0.1775,-0.0437,-0.4654,-0.7026,0.2796,-0.3357,
4.379709,-0.4590,0.5242,-0.6169,-0.7026,0.2796,-0.3357,
4.401579,-0.4590,0.5242,-0.6169,-0.7026,0.2796,-0.3357,
4.404136,-1.0294,0.6973,0.4788,-0.7026,0.2796,-0.3357,
4.406496,-1.0294,0.6973,0.4788,-0.9456,0.3070,-0.5249,
4.415978,-1.0294,0.6973,0.4788,-0.9456,0.3070,-0.5249,
4.418277,-1.0416,1.0412,0.5784,-0.9456,0.3070,-0.5249,
4.435501,-1.0416,1.0412,0.5784,-0.9456,0.3070,-0.5249,
4.437525,-1.1960,0.8673,0.1757,-0.9456,0.3070,-0.5249,
4.459722,-1.1960,0.8673,0.1757,-0.9456,0.3070,-0.5249,
4.462445,-1.3171,1.1388,-0.1309,-0.9456,0.3070,-0.5249,
4.474904,-1.3171,1.1388,-0.1309,-1.2313,0.1060,-0.5200,
4.488089,-1.3171,1.1388,-0.1309,-1.2313,0.1060,-0.5200,
4.491322,-1.2605,0.5714,0.1713,-1.2313,0.1060,-0.5200,
4.495138,-1.2605,0.5714,0.1713,-1.2313,0.1060,-0.5200,
4.496957,-2.4878,-0.4247,0.4715,-1.2313,0.1060,-0.5200,
4.515568,-2.4878,-0.4247,0.4715,-1.2313,0.1060,-0.5200,
4.518389,-1.1435,-0.1918,0.5890,-1.2313,0.1060,-0.5200,
4.535536,-1.1435,-0.1918,0.5890,-1.2313,0.1060,-0.5200,
4.536904,2.3064,0.6394,-0.4555,-1.2313,0.1060,-0.5200,
4.542219,2.3064,0.6394,-0.4555,-1.3710,-0.1364,-0.2575,
4.556808,2.3064,0.6394,-0.4555,-1.3710,-0.1364,-0.2575,
4.559007,0.6226,0.6920,-0.1177,-1.3710,-0.1364,-0.2575,
4.577980,0.6226,0.6920,-0.1177,-1.3710,-0.1364,-0.2575,
4.580219,-0.7554,-0.2741,0.2271,-1.3710,-0.1364,-0.2575,
4.603443,-0.7554,-0.2741,0.2271,-1.3710,-0.1364,-0.2575,
4.607954,0.9471,0.4666,0.2630,-1.3710,-0.1364,-0.2575,
4.611467,0.9471,0.4666,0.2630,-1.4469,-0.1636,-0.4983,
4.620385,0.9471,0.4666,0.2630,-1.4469,-0.1636,-0.4983,
4.622385,1.2243,0.7461,0.0063,-1.4469,-0.1636,-0.4983,
4.635603,1.2243,0.7461,0.0063,-1.4469,-0.1636,-0.4983,
4.637575,1.9687,0.2971,0.2077,-1.4469,-0.1636,-0.4983,
4.655283,1.9687,0.2971,0.2077,-1.4469,-0.1636,-0.4983,
4.658834,0.9888,-0.0134,-0.4655,-1.4469,-0.1636,-0.4983,
4.674676,0.9888,-0.0134,-0.4655,-1.4469,-0.1636,-0.4983,
4.676591,-0.4453,0.3598,-0.5715,-1.4469,-0.1636,-0.4983,
4.683724,-0.4453,0.3598,-0.5715,-1.2727,0.0677,-0.9204,
4.698815,-0.4453,0.3598,-0.5715,-1.2727,0.0677,-0.9204,
4.700493,-1.1089,0.6291,0.5799,-1.2727,0.0677,-0.9204,
4.719512,-1.1089,0.6291,0.5799,-1.2727,0.0677,-0.9204,
4.721320,-1.0470,0.6012,0.0241,-1.2727,0.0677,-0.9204,
4.735714,-1.0470,0.6012,0.0241,-1.2727,0.0677,-0.9204,
4.738091,-0.1811,1.5663,0.3863,-1.2727,0.0677,-0.9204,
4.752941,-0.1811,1.5663,0.3863,-1.5436,0.0310,-0.9135,
4.757435,-0.1811,1.5663,0.3863,-1.5436,0.0310,-0.9135,
4.758863,0.0181,-0.5278,-0.0639,-1.5436,0.0310,-0.9135,
4.777343,0.0181,-0.5278,-0.0639,-1.5436,0.0310,-0.9135,
4.780050,-0.9466,-0.6298,1.8855,-1.5436,0.0310,-0.9135,
4.800708,-0.9466,-0.6298,1.8855,-1.5436,0.0310,-0.9135,
4.803017,1.2181,0.9156,0.9244,-1.5436,0.0310,-0.9135,
4.815966,1.2181,0.9156,0.9244,-1.5436,0.0310,-0.9135,
4.817472,-0.0305,0.6434,0.5382,-1.5436,0.0310,-0.9135,
4.820932,-0.0305,0.6434,0.5382,-1.8379,0.0194,-0.7752,
4.835632,-0.0305,0.6434,0.5382,-1.8379,0.0194,-0.7752,
4.837380,0.1962,0.2635,1.1485,-1.8379,0.0194,-0.7752,
4.855648,0.1962,0.2635,1.1485,-1.8379,0.0194,-0.7752,
4.857452,0.0989,0.1772,1.1246,-1.8379,0.0194,-0.7752,
4.874897,0.0989,0.1772,1.1246,-1.8379,0.0194,-0.7752,
4.877506,0.4123,0.0397,1.2444,-1.8379,0.0194,-0.7752,
4.891194,0.4123,0.0397,1.2444,-2.0605,0.2656,-0.8143,
4.896737,0.4123,0.0397,1.2444,-2.0605,0.2656,-0.8143,
4.899954,1.0752,0.4984,1.9775,-2.0605,0.2656,-0.8143,
4.914847,1.0752,0.4984,1.9775,-2.0605,0.2656,-0.8143,
4.917191,0.7662,1.4043,3.2769,-2.0605,0.2656,-0.8143,
4.935145,0.7662,1.4043,3.2769,-2.0605,0.2656,-0.8143,
4.937797,0.4192,0.6150,0.5815,-2.0605,0.2656,-0.8143,
4.953202,0.4192,0.6150,0.5815,-2.0605,0.2656,-0.8143,
4.954951,0.6297,-0.0470,0.4629,-2.0605,0.2656,-0.8143,
4.957759,0.6297,-0.0470,0.4629,-1.6334,0.4525,-0.8792,
4.973159,0.6297,-0.0470,0.4629,-1.6334,0.4525,-0.8792,
4.975366,0.8435,-0.5602,0.3683,-1.6334,0.4525,-0.8792,
4.987592,0.8435,-0.5602,0.3683,-1.6334,0.4525,-0.8792,
4.990032,0.6564,-0.5463,-0.1694,-1.6334,0.4525,-0.8792,
5.007608,0.6564,-0.5463,-0.1694,-1.6334,0.4525,-0.8792,
5.010678,0.2452,-0.0746,0.0845,-1.6334,0.4525,-0.8792,
5.026828,0.2452,-0.0746,0.0845,-1.0649,1.1267,-0.4839,
5.031061,0.2452,-0.0746,0.0845,-1.0649,1.1267,-0.4839,
5.032525,-0.2850,-0.4198,0.5098,-1.0649,1.1267,-0.4839,
5.055950,-0.2850,-0.4198,0.5098,-1.0649,1.1267,-0.4839,
5.058363,-0.3918,-1.0792,-0.6134,-1.0649,1.1267,-0.4839,
5.071609,-0.3918,-1.0792,-0.6134,-1.0649,1.1267,-0.4839,
5.074568,-0.3214,-2.0260,-0.3269,-1.0649,1.1267,-0.4839,
5.090415,-0.3214,-2.0260,-0.3269,-1.0649,1.1267,-0.4839,
5.092874,-0.3198,-1.0355,-0.2884,-1.0649,1.1267,-0.4839,
5.099631,-0.3198,-1.0355,-0.2884,-0.0719,0.8920,-0.2650,
5.114722,-0.3198,-1.0355,-0.2884,-0.0719,0.8920,-0.2650,
5.117019,-0.4529,-0.0225,-1.2196,-0.0719,0.8920,-0.2650,
5.130618,-0.4529,-0.0225,-1.2196,-0.0719,0.8920,-0.2650,
5.133775,1.2061,0.9795,-2.0532,-0.0719,0.8920,-0.2650,
5.149312,1.2061,0.9795,-2.0532,-0.0719,0.8920,-0.2650,
5.150724,1.5740,1.8364,-1.3933,-0.0719,0.8920,-0.2650,
5.168406,1.5740,1.8364,-1.3933,-0.0425,0.8828,-0.0431,
5.170912,1.5740,1.8364,-1.3933,-0.0425,0.8828,-0.0431,
5.172071,1.0105,1.7778,-0.4221,-0.0425,0.8828,-0.0431,
5.194988,1.0105,1.7778,-0.4221,-0.0425,0.8828,-0.0431,
5.199151,-0.0439,1.3390,-0.9404,-0.0425,0.8828,-0.0431,
5.221215,-0.0439,1.3390,-0.9404,-0.0425,0.8828,-0.0431,
5.224854,0.1126,0.8826,-1.7708,-0.0425,0.8828,-0.0431,
5.229830,0.1126,0.8826,-1.7708,-0.0425,0.8828,-0.0431,
5.232563,0.0887,0.4126,-0.3552,-0.0425,0.8828,-0.0431,
5.236985,0.0887,0.4126,-0.3552,-0.1132,0.7692,0.2559,
5.249786,0.0887,0.4126,-0.3552,-0.1132,0.7692,0.2559,
5.251909,-0.0965,0.3494,0.1438,-0.1132,0.7692,0.2559,
5.270746,-0.0965,0.3494,0.1438,-0.1132,0.7692,0.2559,
5.272276,-0.0741,1.1915,-0.7567,-0.1132,0.7692,0.2559,
5.285575,-0.0741,1.1915,-0.7567,-0.1132,0.7692,0.2559,
5.287405,0.4045,1.5502,-1.0249,-0.1132,0.7692,0.2559,
5.305380,0.4045,1.5502,-1.0249,-0.1093,0.7407,0.3900,
5.307575,0.4045,1.5502,-1.0249,-0.1093,0.7407,0.3900,
5.308685,0.4148,1.6686,-0.5704,-0.1093,0.7407,0.3900,
5.329928,0.4148,1.6686,-0.5704,-0.1093,0.7407,0.3900,
5.332432,-0.2199,0.8544,-0.0208,-0.1093,0.7407,0.3900,
5.354457,-0.2199,0.8544,-0.0208,-0.1093,0.7407,0.3900,
5.356568,-0.1961,0.4946,0.0425,-0.1093,0.7407,0.3900,
5.368939,-0.1961,0.4946,0.0425,-0.1093,0.7407,0.3900,
5.371057,-0.1004,0.0382,-0.4759,-0.1093,0.7407,0.3900,
5.380577,-0.1004,0.0382,-0.4759,-0.0666,1.0209,0.1762,
5.388650,-0.1004,0.0382,-0.4759,-0.0666,1.0209,0.1762,
5.390246,-0.2764,-0.4955,-0.4420,-0.0666,1.0209,0.1762,
5.413337,-0.2764,-0.4955,-0.4420,-0.0666,1.0209,0.1762,
5.416360,-0.6516,-0.6415,-0.3659,-0.0666,1.0209,0.1762,
5.433523,-0.6516,-0.6415,-0.3659,-0.0666,1.0209,0.1762,
5.435916,-0.4632,-0.7551,-0.3156,-0.0666,1.0209,0.1762,
5.447961,-0.4632,-0.7551,-0.3156,0.0967,0.8892,-0.2679,
5.452168,-0.4632,-0.7551,-0.3156,0.0967,0.8892,-0.2679,
5.453593,-0.2745,-0.8394,0.2140,0.0967,0.8892,-0.2679,
5.473161,-0.2745,-0.8394,0.2140,0.0967,0.8892,-0.2679,
5.474558,-0.3796,-1.0359,0.1024,0.0967,0.8892,-0.2679,
5.492412,-0.3796,-1.0359,0.1024,0.0967,0.8892,-0.2679,
5.494135,-1.0578,-1.2411,-0.6941,0.0967,0.8892,-0.2679,
5.507905,-1.0578,-1.2411,-0.6941,0.0967,0.8892,-0.2679,
5.509906,-1.5631,-0.9133,-1.8542,0.0967,0.8892,-0.2679,
5.519865,-1.5631,-0.9133,-1.8542,0.4528,0.4200,-0.4737,
5.527041,-1.5631,-0.9133,-1.8542,0.4528,0.4200,-0.4737,
5.528302,-0.9854,-0.4963,-1.7371,0.4528,0.4200,-0.4737,
5.550156,-0.9854,-0.4963,-1.7371,0.4528,0.4200,-0.4737,
5.551860,0.3862,-0.1295,-1.5085,0.4528,0.4200,-0.4737,
5.566010,0.3862,-0.1295,-1.5085,0.4528,0.4200,-0.4737,
5.567983,0.6862,-0.0246,-1.5139,0.4528,0.4200,-0.4737,
5.589391,0.6862,-0.0246,-1.5139,0.6582,0.4039,0.0493,
5.591077,0.6862,-0.0246,-1.5139,0.6582,0.4039,0.0493,
5.592080,-0.5677,0.3157,-2.3150,0.6582,0.4039,0.0493,
5.613632,-0.5677,0.3157,-2.3150,0.6582,0.4039,0.0493,
5.616715,-1.5561,0.4301,-3.2044,0.6582,0.4039,0.0493,
5.633374,-1.5561,0.4301,-3.2044,0.6582,0.4039,0.0493,
5.634927,-1.2403,0.8527,-2.3767,0.6582,0.4039,0.0493,
5.652358,-1.2403,0.8527,-2.3767,0.6582,0.4039,0.0493,
5.654045,-0.1102,1.1902,-2.3486,0.6582,0.4039,0.0493,
5.657344,-0.1102,1.1902,-2.3486,0.7353,0.1846,0.6947,
5.671797,-0.1102,1.1902,-2.3486,0.7353,0.1846,0.6947,
5.673611,1.4062,0.4664,-1.4635,0.7353,0.1846,0.6947,
5.691825,1.4062,0.4664,-1.4635,0.7353,0.1846,0.6947,
5.694681,0.9112,-0.6857,-1.0037,0.7353,0.1846,0.6947,
5.706793,0.9112,-0.6857,-1.0037,0.7353,0.1846,0.6947,
5.708313,-0.0970,-2.0656,-0.5204,0.7353,0.1846,0.6947,
5.727122,-0.0970,-2.0656,-0.5204,0.6887,-0.1028,0.9383,
5.731164,-0.0970,-2.0656,-0.5204,0.6887,-0.1028,0.9383,
5.732505,-0.6658,-2.8921,-1.7385,0.6887,-0.1028,0.9383,
5.750387,-0.6658,-2.8921,-1.7385,0.6887,-0.1028,0.9383,
5.752946,0.3387,-3.2449,-1.1486,0.6887,-0.1028,0.9383,
5.770668,0.3387,-3.2449,-1.1486,0.6887,-0.1028,0.9383,
5.772693,2.0949,-2.5426,-0.0572,0.6887,-0.1028,0.9383,
5.785654,2.0949,-2.5426,-0.0572,0.6887,-0.1028,0.9383,
5.787685,2.1076,-2.0228,0.2064,0.6887,-0.1028,0.9383,
5.797301,2.1076,-2.0228,0.2064,0.0397,0.1116,1.1481,
5.808553,2.1076,-2.0228,0.2064,0.0397,0.1116,1.1481,
5.809663,1.5937,-1.5299,1.0159,0.0397,0.1116,1.1481,
5.823945,1.5937,-1.5299,1.0159,0.0397,0.1116,1.1481,
5.825604,1.0504,-1.4340,-0.1625,0.0397,0.1116,1.1481,
5.844776,1.0504,-1.4340,-0.1625,0.0397,0.1116,1.1481,
5.846079,1.7977,-0.7825,-0.2478,0.0397,0.1116,1.1481,
5.863727,1.7977,-0.7825,-0.2478,-0.6252,0.9202,1.7646,
5.865615,1.7977,-0.7825,-0.2478,-0.6252,0.9202,1.7646,
5.866473,0.9276,-0.5593,1.1223,-0.6252,0.9202,1.7646,
5.886546,0.9276,-0.5593,1.1223,-0.6252,0.9202,1.7646,
5.887819,0.3422,-0.4876,1.6141,-0.6252,0.9202,1.7646,
5.907856,0.3422,-0.4876,1.6141,-0.6252,0.9202,1.7646,
5.909346,-0.5367,-0.5240,0.4211,-0.6252,0.9202,1.7646,
5.931847,-0.5367,-0.5240,0.4211,-0.6252,0.9202,1.7646,
5.935752,-1.6910,-0.3841,-0.6373,-0.6252,0.9202,1.7646,
5.938899,-1.6910,-0.3841,-0.6373,-0.9404,1.0662,1.6194,
5.953491,-1.6910,-0.3841,-0.6373,-0.9404,1.0662,1.6194,
5.955125,-4.0093,-0.1091,-0.1059,-0.9404,1.0662,1.6194,
5.965708,-4.0093,-0.1091,-0.1059,-0.9404,1.0662,1.6194,
5.967706,-4.2501,0.1964,0.3173,-0.9404,1.0662,1.6194,
5.986419,-4.2501,0.1964,0.3173,-0.9404,1.0662,1.6194,
5.987766,-2.7411,-0.5059,1.6895,-0.9404,1.0662,1.6194,
6.004652,-2.7411,-0.5059,1.6895,-0.8392,0.9598,1.4164,
6.013960,-2.7411,-0.5059,1.6895,-0.8392,0.9598,1.4164,
6.015577,-1.8321,-1.0139,2.6114,-0.8392,0.9598,1.4164,
6.030237,-1.8321,-1.0139,2.6114,-0.8392,0.9598,1.4164,
6.032026,0.4936,0.2937,3.1450,-0.8392,0.9598,1.4164,
6.049643,0.4936,0.2937,3.1450,-0.8392,0.9598,1.4164,
6.050838,-0.0201,0.0906,2.0511,-0.8392,0.9598,1.4164,
6.068825,-0.0201,0.0906,2.0511,-0.8392,0.9598,1.4164,
6.070057,-0.3826,-0.9998,1.4439,-0.8392,0.9598,1.4164,
6.075145,-0.3826,-0.9998,1.4439,-0.4781,0.7413,0.8706,
6.085620,-0.3826,-0.9998,1.4439,-0.4781,0.7413,0.8706,
6.086834,0.3493,-0.4732,2.2945,-0.4781,0.7413,0.8706,
6.105620,0.3493,-0.4732,2.2945,-0.4781,0.7413,0.8706,
6.106899,1.2802,0.1693,1.3781,-0.4781,0.7413,0.8706,
6.126790,1.2802,0.1693,1.3781,-0.4781,0.7413,0.8706,
6.129240,0.7867,-0.2822,1.6855,-0.4781,0.7413,0.8706,
6.142047,0.7867,-0.2822,1.6855,-0.2669,1.1365,0.5898,
6.151188,0.7867,-0.2822,1.6855,-0.2669,1.1365,0.5898,
6.152823,1.1768,0.0322,0.6142,-0.2669,1.1365,0.5898,
6.166135,1.1768,0.0322,0.6142,-0.2669,1.1365,0.5898,
6.167776,2.6737,0.7743,-0.4758,-0.2669,1.1365,0.5898,
6.186135,2.6737,0.7743,-0.4758,-0.2669,1.1365,0.5898,
6.188115,3.0263,0.3852,0.6567,-0.2669,1.1365,0.5898,
6.205022,3.0263,0.3852,0.6567,-0.2669,1.1365,0.5898,
6.206652,1.7005,0.4020,-0.7379,-0.2669,1.1365,0.5898,
6.214386,1.7005,0.4020,-0.7379,-0.0406,1.0768,-0.1025,
