
time,ax,ay,az,wx,wy,wz,
0.878891,-0.1337,0.0200,-0.1108,-0.0015,0.0249,0.0200,
0.895787,-0.1337,0.0200,-0.1108,-0.0015,0.0249,0.0200,
0.898226,-0.1987,-0.0198,-0.0693,-0.0015,0.0249,0.0200,
0.914236,-0.1987,-0.0198,-0.0693,-0.0015,0.0249,0.0200,
0.916228,-0.1250,-0.0277,-0.0971,-0.0015,0.0249,0.0200,
0.933396,-0.1250,-0.0277,-0.0971,-0.0015,0.0249,0.0200,
0.935835,-0.1114,0.0481,-0.1119,-0.0015,0.0249,0.0200,
0.938295,-0.1114,0.0481,-0.1119,0.0183,-0.0079,0.0150,
0.952900,-0.1114,0.0481,-0.1119,0.0183,-0.0079,0.0150,
0.954224,-0.1787,0.0026,-0.0577,0.0183,-0.0079,0.0150,
0.972066,-0.1787,0.0026,-0.0577,0.0183,-0.0079,0.0150,
0.973985,-0.1486,-0.0265,-0.0935,0.0183,-0.0079,0.0150,
0.992092,-0.1486,-0.0265,-0.0935,0.0183,-0.0079,0.0150,
0.994912,-0.1496,0.0619,-0.1989,0.0183,-0.0079,0.0150,
1.007958,-0.1496,0.0619,-0.1989,0.0270,-0.0440,0.0027,
1.013212,-0.1496,0.0619,-0.1989,0.0270,-0.0440,0.0027,
1.015093,-0.1797,-0.0110,-0.2088,0.0270,-0.0440,0.0027,
1.031185,-0.1797,-0.0110,-0.2088,0.0270,-0.0440,0.0027,
1.033394,-0.0949,-0.0909,-0.1037,0.0270,-0.0440,0.0027,
1.055311,-0.0949,-0.0909,-0.1037,0.0270,-0.0440,0.0027,
1.057946,-0.0137,-0.0658,-0.0315,0.0270,-0.0440,0.0027,
1.075195,-0.0137,-0.0658,-0.0315,0.0270,-0.0440,0.0027,
1.077451,-0.0128,-0.0067,-0.0425,0.0270,-0.0440,0.0027,
1.081353,-0.0128,-0.0067,-0.0425,-0.0038,-0.0330,0.0163,
1.100002,-0.0128,-0.0067,-0.0425,-0.0038,-0.0330,0.0163,
1.103581,-0.0362,0.0087,-0.0802,-0.0038,-0.0330,0.0163,
1.113971,-0.0362,0.0087,-0.0802,-0.0038,-0.0330,0.0163,
1.115926,-0.0580,-0.0021,-0.1119,-0.0038,-0.0330,0.0163,
1.134472,-0.0580,-0.0021,-0.1119,-0.0038,-0.0330,0.0163,
1.136272,-0.0420,-0.0358,-0.0611,-0.0038,-0.0330,0.0163,
1.148429,-0.0420,-0.0358,-0.0611,0.0055,-0.0170,0.0142,
1.153860,-0.0420,-0.0358,-0.0611,0.0055,-0.0170,0.0142,
1.156159,-0.0666,-0.0757,-0.0169,0.0055,-0.0170,0.0142,
1.172776,-0.0666,-0.0757,-0.0169,0.0055,-0.0170,0.0142,
1.174391,-0.1155,-0.0194,-0.0073,0.0055,-0.0170,0.0142,
1.194793,-0.1155,-0.0194,-0.0073,0.0055,-0.0170,0.0142,
1.198175,-0.1192,0.0193,-0.0699,0.0055,-0.0170,0.0142,
1.214300,-0.1192,0.0193,-0.0699,0.0055,-0.0170,0.0142,
1.215428,-0.1316,0.0278,-0.0905,0.0055,-0.0170,0.0142,
1.216640,-0.1316,0.0278,-0.0905,0.0047,-0.0279,0.0113,
1.236091,-0.1316,0.0278,-0.0905,0.0047,-0.0279,0.0113,
1.237313,-0.0995,0.0435,-0.0794,0.0047,-0.0279,0.0113,
1.251502,-0.0995,0.0435,-0.0794,0.0047,-0.0279,0.0113,
1.252609,-0.0928,0.0595,-0.0537,0.0047,-0.0279,0.0113,
1.271652,-0.0928,0.0595,-0.0537,0.0047,-0.0279,0.0113,
1.274204,-0.0719,0.0804,-0.0557,0.0047,-0.0279,0.0113,
1.285481,-0.0719,0.0804,-0.0557,-0.0095,-0.0082,0.0197,
1.288761,-0.0719,0.0804,-0.0557,-0.0095,-0.0082,0.0197,
1.290958,-0.0185,0.1041,-0.0078,-0.0095,-0.0082,0.0197,
1.312959,-0.0185,0.1041,-0.0078,-0.0095,-0.0082,0.0197,
1.317976,0.0012,0.0661,0.0148,-0.0095,-0.0082,0.0197,
1.334995,0.0012,0.0661,0.0148,-0.0095,-0.0082,0.0197,
1.336775,-0.0098,-0.0096,-0.0326,-0.0095,-0.0082,0.0197,
1.349545,-0.0098,-0.0096,-0.0326,-0.0095,-0.0082,0.0197,
1.351204,-0.0301,-0.0444,-0.0841,-0.0095,-0.0082,0.0197,
1.353497,-0.0301,-0.0444,-0.0841,-0.0333,0.0017,0.0170,
1.368334,-0.0301,-0.0444,-0.0841,-0.0333,0.0017,0.0170,
1.370262,-0.0466,-0.0558,-0.1115,-0.0333,0.0017,0.0170,
1.385447,-0.0466,-0.0558,-0.1115,-0.0333,0.0017,0.0170,
1.387153,-0.0804,-0.0611,-0.0785,-0.0333,0.0017,0.0170,
1.407857,-0.0804,-0.0611,-0.0785,-0.0333,0.0017,0.0170,
1.410388,-0.0977,-0.0517,-0.0163,-0.0333,0.0017,0.0170,
1.422402,-0.0977,-0.0517,-0.0163,-0.0370,-0.0072,-0.0006,
1.431507,-0.0977,-0.0517,-0.0163,-0.0370,-0.0072,-0.0006,
1.433486,-0.0806,-0.0095,-0.0251,-0.0370,-0.0072,-0.0006,
1.446992,-0.0806,-0.0095,-0.0251,-0.0370,-0.0072,-0.0006,
1.449511,-0.0729,0.0244,-0.1068,-0.0370,-0.0072,-0.0006,
1.466621,-0.0729,0.0244,-0.1068,-0.0370,-0.0072,-0.0006,
1.468439,-0.0182,0.0948,-0.1257,-0.0370,-0.0072,-0.0006,
1.485825,-0.0182,0.0948,-0.1257,-0.0370,-0.0072,-0.0006,
1.487872,-0.0525,0.0255,-0.0112,-0.0370,-0.0072,-0.0006,
1.497704,-0.0525,0.0255,-0.0112,-0.0099,0.0040,-0.0073,
1.511476,-0.0525,0.0255,-0.0112,-0.0099,0.0040,-0.0073,
1.513653,-0.1657,-0.1611,0.1089,-0.0099,0.0040,-0.0073,
1.530929,-0.1657,-0.1611,0.1089,-0.0099,0.0040,-0.0073,
1.533341,-0.2103,-0.0584,-0.0759,-0.0099,0.0040,-0.0073,
1.549568,-0.2103,-0.0584,-0.0759,-0.0099,0.0040,-0.0073,
1.551620,-0.2200,0.0439,-0.1824,-0.0099,0.0040,-0.0073,
1.565290,-0.2200,0.0439,-0.1824,0.0174,0.0084,0.0069,
1.569722,-0.2200,0.0439,-0.1824,0.0174,0.0084,0.0069,
1.571209,-0.1042,0.1265,-0.0766,0.0174,0.0084,0.0069,
1.584954,-0.1042,0.1265,-0.0766,0.0174,0.0084,0.0069,
1.587106,-0.0742,0.1197,0.0452,0.0174,0.0084,0.0069,
1.608329,-0.0742,0.1197,0.0452,0.0174,0.0084,0.0069,
1.611144,-0.1414,0.0002,0.0871,0.0174,0.0084,0.0069,
1.629422,-0.1414,0.0002,0.0871,0.0174,0.0084,0.0069,
1.631094,-0.0857,-0.0351,-0.0040,0.0174,0.0084,0.0069,
1.633467,-0.0857,-0.0351,-0.0040,0.0173,-0.0302,-0.0009,
1.650036,-0.0857,-0.0351,-0.0040,0.0173,-0.0302,-0.0009,
1.651939,-0.0520,0.0558,0.0010,0.0173,-0.0302,-0.0009,
1.666797,-0.0520,0.0558,0.0010,0.0173,-0.0302,-0.0009,
1.668413,-0.0493,0.0386,-0.0058,0.0173,-0.0302,-0.0009,
1.685513,-0.0493,0.0386,-0.0058,0.0173,-0.0302,-0.0009,
1.687414,0.0019,-0.0099,0.0320,0.0173,-0.0302,-0.0009,
1.701140,0.0019,-0.0099,0.0320,0.0286,-0.0284,0.0124,
1.707104,0.0019,-0.0099,0.0320,0.0286,-0.0284,0.0124,
1.708466,-0.0527,0.1043,-0.1319,0.0286,-0.0284,0.0124,
1.725764,-0.0527,0.1043,-0.1319,0.0286,-0.0284,0.0124,
1.727931,-0.0896,0.1423,-0.1064,0.0286,-0.0284,0.0124,
1.744715,-0.0896,0.1423,-0.1064,0.0286,-0.0284,0.0124,
1.746694,-0.0622,0.1426,0.0435,0.0286,-0.0284,0.0124,
1.764690,-0.0622,0.1426,0.0435,0.0286,-0.0284,0.0124,
1.766885,-0.1080,0.1959,0.0881,0.0286,-0.0284,0.0124,
1.769761,-0.1080,0.1959,0.0881,-0.0319,-0.0440,0.0266,
1.785665,-0.1080,0.1959,0.0881,-0.0319,-0.0440,0.0266,
1.788033,-0.0965,0.1865,0.1016,-0.0319,-0.0440,0.0266,
1.803528,-0.0965,0.1865,0.1016,-0.0319,-0.0440,0.0266,
1.805239,-0.0125,0.1243,0.1851,-0.0319,-0.0440,0.0266,
1.819757,-0.0125,0.1243,0.1851,-0.0319,-0.0440,0.0266,
1.822221,0.1342,0.0692,0.2780,-0.0319,-0.0440,0.0266,
1.837942,0.1342,0.0692,0.2780,-0.0571,-0.0698,0.0305,
1.846836,0.1342,0.0692,0.2780,-0.0571,-0.0698,0.0305,
1.849466,0.1895,0.0890,0.2866,-0.0571,-0.0698,0.0305,
1.862820,0.1895,0.0890,0.2866,-0.0571,-0.0698,0.0305,
1.865252,0.1694,0.1353,0.0884,-0.0571,-0.0698,0.0305,
1.881929,0.1694,0.1353,0.0884,-0.0571,-0.0698,0.0305,
1.883700,0.2499,0.2742,0.0482,-0.0571,-0.0698,0.0305,
1.902051,0.2499,0.2742,0.0482,-0.0571,-0.0698,0.0305,
1.903882,0.3820,0.2984,0.0630,-0.0571,-0.0698,0.0305,
1.906020,0.3820,0.2984,0.0630,-0.1384,-0.1090,-0.0096,
1.921616,0.3820,0.2984,0.0630,-0.1384,-0.1090,-0.0096,
1.924102,0.4757,0.2831,0.0653,-0.1384,-0.1090,-0.0096,
1.946598,0.4757,0.2831,0.0653,-0.1384,-0.1090,-0.0096,
1.949860,0.6021,0.3410,-0.0428,-0.1384,-0.1090,-0.0096,
1.967251,0.6021,0.3410,-0.0428,-0.1384,-0.1090,-0.0096,
1.969906,0.7460,0.3766,-0.1602,-0.1384,-0.1090,-0.0096,
1.979798,0.7460,0.3766,-0.1602,-0.2937,-0.1628,-0.0615,
1.985567,0.7460,0.3766,-0.1602,-0.2937,-0.1628,-0.0615,
1.987411,0.7661,0.4033,-0.1528,-0.2937,-0.1628,-0.0615,
2.004507,0.7661,0.4033,-0.1528,-0.2937,-0.1628,-0.0615,
2.006289,0.7132,0.4540,-0.0519,-0.2937,-0.1628,-0.0615,
2.024304,0.7132,0.4540,-0.0519,-0.2937,-0.1628,-0.0615,
2.026559,0.7482,0.4760,0.1132,-0.2937,-0.1628,-0.0615,
2.046433,0.7482,0.4760,0.1132,-0.2937,-0.1628,-0.0615,
2.049016,0.8101,0.4214,0.1143,-0.2937,-0.1628,-0.0615,
2.051046,0.8101,0.4214,0.1143,-0.4109,-0.2256,-0.0373,
2.063038,0.8101,0.4214,0.1143,-0.4109,-0.2256,-0.0373,
2.065160,0.7494,0.2912,0.1350,-0.4109,-0.2256,-0.0373,
2.082698,0.7494,0.2912,0.1350,-0.4109,-0.2256,-0.0373,
2.084789,0.6958,0.2325,0.0880,-0.4109,-0.2256,-0.0373,
2.103422,0.6958,0.2325,0.0880,-0.4109,-0.2256,-0.0373,
2.105649,0.6519,0.2157,0.0823,-0.4109,-0.2256,-0.0373,
2.116753,0.6519,0.2157,0.0823,-0.4103,-0.3448,0.0693,
2.121527,0.6519,0.2157,0.0823,-0.4103,-0.3448,0.0693,
2.122708,0.6219,0.1600,0.1704,-0.4103,-0.3448,0.0693,
2.140919,0.6219,0.1600,0.1704,-0.4103,-0.3448,0.0693,
2.142916,0.5536,0.1442,0.2095,-0.4103,-0.3448,0.0693,
2.160677,0.5536,0.1442,0.2095,-0.4103,-0.3448,0.0693,
2.162684,0.5397,0.2295,0.1301,-0.4103,-0.3448,0.0693,
2.180183,0.5397,0.2295,0.1301,-0.4103,-0.3448,0.0693,
2.182182,0.5316,0.2271,0.1670,-0.4103,-0.3448,0.0693,
2.184913,0.5316,0.2271,0.1670,-0.4177,-0.4791,0.2181,
2.199759,0.5316,0.2271,0.1670,-0.4177,-0.4791,0.2181,
2.201414,0.4329,0.1883,0.3055,-0.4177,-0.4791,0.2181,
2.219241,0.4329,0.1883,0.3055,-0.4177,-0.4791,0.2181,
2.220951,0.3363,0.1695,0.2217,-0.4177,-0.4791,0.2181,
2.236045,0.3363,0.1695,0.2217,-0.4177,-0.4791,0.2181,
2.238791,0.1869,0.2285,0.0008,-0.4177,-0.4791,0.2181,
2.254407,0.1869,0.2285,0.0008,-0.4452,-0.6002,0.3958,
2.259002,0.1869,0.2285,0.0008,-0.4452,-0.6002,0.3958,
2.260700,0.0080,0.2586,-0.2323,-0.4452,-0.6002,0.3958,
2.278682,0.0080,0.2586,-0.2323,-0.4452,-0.6002,0.3958,
2.281421,-0.0139,0.1738,-0.2980,-0.4452,-0.6002,0.3958,
2.299356,-0.0139,0.1738,-0.2980,-0.4452,-0.6002,0.3958,
2.301962,0.0911,0.1419,-0.4803,-0.4452,-0.6002,0.3958,
2.317189,0.0911,0.1419,-0.4803,-0.4452,-0.6002,0.3958,
2.318750,0.2600,0.2722,-0.4081,-0.4452,-0.6002,0.3958,
2.321830,0.2600,0.2722,-0.4081,-0.6348,-0.6452,0.5663,
2.335449,0.2600,0.2722,-0.4081,-0.6348,-0.6452,0.5663,
2.337711,0.1989,0.5024,-0.2455,-0.6348,-0.6452,0.5663,
2.356317,0.1989,0.5024,-0.2455,-0.6348,-0.6452,0.5663,
2.358252,-0.2300,0.5869,-0.0806,-0.6348,-0.6452,0.5663,
2.376994,-0.2300,0.5869,-0.0806,-0.6348,-0.6452,0.5663,
2.378714,-0.5031,0.5700,0.0192,-0.6348,-0.6452,0.5663,
2.400791,-0.5031,0.5700,0.0192,-0.6779,-0.5916,0.6698,
2.404098,-0.5031,0.5700,0.0192,-0.6779,-0.5916,0.6698,
2.406124,-0.3683,0.6547,-0.0707,-0.6779,-0.5916,0.6698,
2.420079,-0.3683,0.6547,-0.0707,-0.6779,-0.5916,0.6698,
2.422273,-0.2084,0.7732,-0.0797,-0.6779,-0.5916,0.6698,
2.435146,-0.2084,0.7732,-0.0797,-0.6779,-0.5916,0.6698,
2.437091,-0.0134,0.9354,-0.1859,-0.6779,-0.5916,0.6698,
2.459072,-0.0134,0.9354,-0.1859,-0.6779,-0.5916,0.6698,
2.462034,0.1086,1.0962,-0.4172,-0.6779,-0.5916,0.6698,
2.464393,0.1086,1.0962,-0.4172,-0.6557,-0.4804,0.6139,
2.473889,0.1086,1.0962,-0.4172,-0.6557,-0.4804,0.6139,
2.475277,-0.0638,1.2106,-0.7440,-0.6557,-0.4804,0.6139,
2.494308,-0.0638,1.2106,-0.7440,-0.6557,-0.4804,0.6139,
2.496852,-0.1779,1.4877,-0.6255,-0.6557,-0.4804,0.6139,
2.519726,-0.1779,1.4877,-0.6255,-0.6557,-0.4804,0.6139,
2.521702,-0.3292,1.8542,-0.3632,-0.6557,-0.4804,0.6139,
2.532319,-0.3292,1.8542,-0.3632,-0.6651,-0.6554,0.4754,
2.535292,-0.3292,1.8542,-0.3632,-0.6651,-0.6554,0.4754,
2.536840,-0.5811,2.3582,-0.2866,-0.6651,-0.6554,0.4754,
2.557290,-0.5811,2.3582,-0.2866,-0.6651,-0.6554,0.4754,
2.559123,-0.4746,2.9526,-0.3902,-0.6651,-0.6554,0.4754,
2.577596,-0.4746,2.9526,-0.3902,-0.6651,-0.6554,0.4754,
2.579944,-0.2443,3.4445,-0.1090,-0.6651,-0.6554,0.4754,
2.596493,-0.2443,3.4445,-0.1090,-0.6651,-0.6554,0.4754,
2.599954,-0.0170,3.8021,-0.1695,-0.6651,-0.6554,0.4754,
2.602629,-0.0170,3.8021,-0.1695,-0.5259,-0.7622,0.4571,
2.616014,-0.0170,3.8021,-0.1695,-0.5259,-0.7622,0.4571,
2.618356,0.2795,4.3000,0.0688,-0.5259,-0.7622,0.4571,
2.635532,0.2795,4.3000,0.0688,-0.5259,-0.7622,0.4571,
2.637733,0.8386,4.5604,0.2991,-0.5259,-0.7622,0.4571,
2.654739,0.8386,4.5604,0.2991,-0.5259,-0.7622,0.4571,
2.657011,1.5695,4.7434,-0.0902,-0.5259,-0.7622,0.4571,
2.669949,1.5695,4.7434,-0.0902,-0.4872,-0.6562,0.3813,
2.674450,1.5695,4.7434,-0.0902,-0.4872,-0.6562,0.3813,
2.675769,1.9659,5.1280,-0.4455,-0.4872,-0.6562,0.3813,
2.694293,1.9659,5.1280,-0.4455,-0.4872,-0.6562,0.3813,
2.696046,2.0857,5.3681,-0.5201,-0.4872,-0.6562,0.3813,
2.713928,2.0857,5.3681,-0.5201,-0.4872,-0.6562,0.3813,
2.717366,1.6464,5.4621,-0.8531,-0.4872,-0.6562,0.3813,
2.734538,1.6464,5.4621,-0.8531,-0.4872,-0.6562,0.3813,
2.737432,1.8104,5.1634,-1.6993,-0.4872,-0.6562,0.3813,
2.740069,1.8104,5.1634,-1.6993,-0.6203,-0.7830,0.0312,
2.754287,1.8104,5.1634,-1.6993,-0.6203,-0.7830,0.0312,
2.758266,2.2920,4.2966,-1.5784,-0.6203,-0.7830,0.0312,
2.772659,2.2920,4.2966,-1.5784,-0.6203,-0.7830,0.0312,
2.774951,2.4343,2.8160,-1.0371,-0.6203,-0.7830,0.0312,
2.792773,2.4343,2.8160,-1.0371,-0.6203,-0.7830,0.0312,
2.795291,1.7529,1.2686,-1.0837,-0.6203,-0.7830,0.0312,
2.808650,1.7529,1.2686,-1.0837,-0.9503,-0.8107,-0.4937,
2.812082,1.7529,1.2686,-1.0837,-0.9503,-0.8107,-0.4937,
2.814191,0.8152,0.0812,-0.6552,-0.9503,-0.8107,-0.4937,
2.833043,0.8152,0.0812,-0.6552,-0.9503,-0.8107,-0.4937,
2.835336,1.1176,-0.4937,0.2622,-0.9503,-0.8107,-0.4937,
2.850721,1.1176,-0.4937,0.2622,-0.9503,-0.8107,-0.4937,
2.852548,2.1527,-0.8815,1.0449,-0.9503,-0.8107,-0.4937,
2.870228,2.1527,-0.8815,1.0449,-0.9503,-0.8107,-0.4937,
2.871970,2.4605,-0.8734,0.4228,-0.9503,-0.8107,-0.4937,
2.874545,2.4605,-0.8734,0.4228,-0.7190,-0.6939,-0.5009,
2.885488,2.4605,-0.8734,0.4228,-0.7190,-0.6939,-0.5009,
2.887806,1.5902,-0.7973,1.0438,-0.7190,-0.6939,-0.5009,
2.909391,1.5902,-0.7973,1.0438,-0.7190,-0.6939,-0.5009,
2.911844,2.8829,0.0833,1.6094,-0.7190,-0.6939,-0.5009,
2.929862,2.8829,0.0833,1.6094,-0.7190,-0.6939,-0.5009,
2.932159,2.8595,1.2530,0.0504,-0.7190,-0.6939,-0.5009,
2.948184,2.8595,1.2530,0.0504,-0.2712,-0.9771,-0.2926,
2.951171,2.8595,1.2530,0.0504,-0.2712,-0.9771,-0.2926,
2.952560,1.0615,1.5367,-1.5162,-0.2712,-0.9771,-0.2926,
2.967650,1.0615,1.5367,-1.5162,-0.2712,-0.9771,-0.2926,
2.970037,1.3663,1.9753,-4.2369,-0.2712,-0.9771,-0.2926,
2.985328,1.3663,1.9753,-4.2369,-0.2712,-0.9771,-0.2926,
2.987342,2.6420,1.8173,-7.0609,-0.2712,-0.9771,-0.2926,
3.007288,2.6420,1.8173,-7.0609,-0.2712,-0.9771,-0.2926,
3.010139,4.3646,1.3213,-7.2942,-0.2712,-0.9771,-0.2926,
3.011795,4.3646,1.3213,-7.2942,-0.3384,-1.2733,1.2394,
3.027497,4.3646,1.3213,-7.2942,-0.3384,-1.2733,1.2394,
3.029201,4.4918,-1.5267,-4.5759,-0.3384,-1.2733,1.2394,
3.050659,4.4918,-1.5267,-4.5759,-0.3384,-1.2733,1.2394,
3.052728,3.1176,-4.2196,1.0913,-0.3384,-1.2733,1.2394,
3.070562,3.1176,-4.2196,1.0913,-0.3384,-1.2733,1.2394,
3.072489,-0.4049,-1.9767,2.1945,-0.3384,-1.2733,1.2394,
3.085642,-0.4049,-1.9767,2.1945,0.7872,-1.2683,1.6045,
3.088257,-0.4049,-1.9767,2.1945,0.7872,-1.2683,1.6045,
3.089550,0.0366,2.7552,-1.9933,0.7872,-1.2683,1.6045,
3.111022,0.0366,2.7552,-1.9933,0.7872,-1.2683,1.6045,
