time,ax,ay,az,wx,wy,wz,Bx,By,Bz,time_diff,acc_mag,acc_mag_filtered,label
0.030839,0.0,0.0,0.0,0.3458,-0.0925,0.0323,0.0,0.0,0.0,0.0,0.0,0.0009961755407237728,non_fall
0.050839,0.0873,-0.3485,0.252,0.1668,-0.0363,0.0372,0.0,0.0,0.0,0.020000000000000004,0.43883657550391125,0.1874648962513547,non_fall
0.070839,0.0513,-0.2574,0.1752,-0.0868,-0.018,0.0238,0.0,0.0,0.0,0.019999999999999997,0.3155653498088788,0.35167752362041355,non_fall
0.090839,0.0153,-0.3568,0.1891,-0.1221,-0.0412,0.0225,-34.5563,23.7,-15.0188,0.020000000000000004,0.40410288293948116,0.4772349811290835,non_fall
0.110839,0.0151,-0.5681,0.2276,-0.0403,-0.1023,0.0311,-34.5563,23.7,-15.0188,0.01999999999999999,0.6121824727971228,0.5568362097847014,non_fall
0.130839,0.0991,-0.6329,0.2275,0.0697,-0.1341,0.0384,-34.5563,23.7,-15.0188,0.020000000000000018,0.6798084068323957,0.5931135344809906,non_fall
0.150839,0.2291,-0.5392,0.1911,0.116,-0.1194,0.0446,-45.7875,-6.075,-15.8063,0.01999999999999999,0.6162326346437683,0.5966835887939214,non_fall
0.170839,0.1826,-0.4258,0.1874,0.0685,-0.0998,0.0543,-45.7875,-6.075,-15.8063,0.01999999999999999,0.4997671057602731,0.582039236996408,non_fall
0.190839,0.0872,-0.3788,0.1946,-0.0183,-0.1194,0.0568,-45.7875,-6.075,-15.8063,0.020000000000000018,0.43469810213526355,0.5625654205864314,non_fall
0.210839,0.0642,-0.4207,0.1696,-0.055,-0.1486,0.0261,-45.2063,-6.2813,-15.4125,0.01999999999999999,0.45812038810775496,0.5465423876687708,non_fall
0.230839,0.0987,-0.5842,0.2215,-0.0085,-0.1719,0.0323,-45.2063,-6.2813,-15.4125,0.01999999999999999,0.6325295091930495,0.5357990891049778,non_fall
0.250839,0.0484,-0.6223,0.1962,0.061,-0.2281,0.0934,-45.2063,-6.2813,-15.4125,0.01999999999999999,0.6542891486185599,0.52738709751258,non_fall
0.270839,-0.0317,-0.5469,0.1548,0.0795,-0.3393,0.1411,-45.2063,-6.2813,-15.4125,0.020000000000000018,0.5692693035813542,0.5170074644649946,non_fall
0.290839,-0.0906,-0.3721,0.1174,0.044,-0.4847,0.1239,-46.1813,-5.775,-15.5063,0.020000000000000018,0.4005615183713982,0.5021764497749293,non_fall
