time,ax,ay,az,wx,wy,wz,Bx,By,Bz,time_diff,acc_mag,acc_mag_filtered,label
0.084127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003378180587334322,non_fall
0.104127,0.0313,0.0738,-0.0572,0.0,0.0,0.0,-44.4,10.95,0.3,0.020000000000000004,0.09847827171513521,0.01974251742519504,non_fall
0.124127,0.0011,-0.0054,-0.0102,0.0142,-0.0145,0.0061,-44.4,10.95,0.3,0.020000000000000004,0.011593532679903913,0.03920917895831047,non_fall
0.144127,0.0139,0.0015,0.0555,0.0142,-0.0145,0.0061,-44.4,10.95,0.3,0.020000000000000004,0.0572338186739274,0.05786567865787078,non_fall
0.164127,0.0618,0.0584,-0.0166,0.0142,-0.0145,0.0061,-44.25,10.05,1.35,0.01999999999999999,0.08663348082583315,0.07600200916004411,non_fall
0.184127,0.043,0.0079,-0.1038,0.0086,-0.0058,0.0063,-44.25,10.05,1.35,0.020000000000000018,0.11263147872597608,0.09401459566630396,non_fall
0.204127,0.0192,0.0176,-0.0504,0.0086,-0.0058,0.0063,-44.25,10.05,1.35,0.01999999999999999,0.05673235408477247,0.11180344693021395,non_fall
0.224127,0.1161,0.0415,0.0404,0.0086,-0.0058,0.0063,-44.25,10.05,1.35,0.01999999999999999,0.12974444111406083,0.12829906600954155,non_fall
0.244127,0.1082,0.0436,-0.0226,0.00485,-0.00315,0.006,-42.825,9.525,1.35,0.020000000000000018,0.11882323005203992,0.14147844661221656,non_fall
0.264127,0.133,0.0292,-0.0416,0.0011,-0.0005,0.0057,-42.825,9.525,1.35,0.01999999999999999,0.1423804761896799,0.14904675964115782,non_fall
0.284127,0.2116,-0.0576,-0.1108,0.0011,-0.0005,0.0057,-42.825,9.525,1.35,0.020000000000000018,0.24570095644909484,0.1495870140663242,non_fall
0.304127,-0.1002,0.0452,-0.0795,0.0011,-0.0005,0.0057,-42.4875,9.7125,1.125,0.019999999999999962,0.13565887365004914,0.14360400915368496,non_fall
0.324127,-0.04775,0.08365,-0.0808,0.0092,-0.0121,-0.0058,-42.15,9.9,0.9,0.020000000000000018,0.1257220147786377,0.13381041870248273,non_fall
0.344127,0.0023,0.0386,-0.0932,0.0092,-0.0121,-0.0058,-42.15,9.9,0.9,0.020000000000000018,0.10090336961667831,0.12436454763739031,non_fall
0.364127,-0.0629,0.0153,-0.0945,0.0092,-0.0121,-0.0058,-42.15,9.9,0.9,0.019999999999999962,0.11454584235143588,0.11935842632158121,non_fall
0.384127,-0.0945,-0.0314,-0.0726,0.00145,-0.0166,-0.0013,-42.3,10.2,0.75,0.020000000000000018,0.12323542510171334,0.12126048314338991,non_fall
0.404127,-0.0496,0.0292,-0.0166,-0.0063,-0.0211,0.0032,-42.3,10.2,0.75,0.020000000000000018,0.05990292146464978,0.13002942135577633,non_fall
0.424127,-0.0154,0.03475,-0.10425,-0.0063,-0.0211,0.0032,-42.3,10.2,0.75,0.019999999999999962,0.11096298932527007,0.1433266783386071,non_fall
0.444127,0.015,0.075,-0.2557,-0.0063,-0.0211,0.0032,-43.425,9.9375,0.975,0.020000000000000018,0.26689415505027453,0.1577839065602436,non_fall
0.464127,-0.0017,0.1138,-0.2563,-0.0174,-0.0226,0.0205,-44.55,9.675,1.2,0.020000000000000018,0.28043362851127535,0.17070520533415035,non_fall
0.484127,-0.0217,0.0693,-0.0468,-0.0174,-0.0226,0.0205,-44.55,9.675,1.2,0.019999999999999962,0.08639224502233983,0.18120400244554,non_fall
0.504127,0.0505,0.0337,-0.175,-0.0174,-0.0226,0.0205,-44.55,9.675,1.2,0.020000000000000018,0.18523212464364813,0.1900462313014396,non_fall
0.524127,-0.0529,0.1053,-0.06155,-0.0174,-0.0226,0.0205,-43.95,9.15,1.8,0.020000000000000018,0.1329469913160881,0.19835998095926144,non_fall
0.544127,0.2203,-0.0274,0.1102,-0.0579,0.0002,0.0191,-43.95,9.15,1.8,0.020000000000000018,0.2478444875320006,0.20615519942236119,non_fall
0.564127,0.1051,-0.0235,-0.1055,-0.0579,0.0002,0.0191,-43.95,9.15,1.8,0.020000000000000018,0.15075977580243347,0.21164666512158015,non_fall
0.584127,0.1136,-0.1107,0.1658,-0.0579,0.0002,0.0191,-44.025,9.75,1.8,0.019999999999999907,0.2294538951510739,0.21179828371403833,non_fall
0.604127,0.1186,0.0278,-0.2145,-0.0133,0.0101,-0.0118,-44.025,9.75,1.8,0.020000000000000018,0.24667600207559712,0.20380876202215634,non_fall
0.624127,0.0754,0.1502,-0.1943,-0.0133,0.0101,-0.0118,-44.025,9.75,1.8,0.020000000000000018,0.2569001557025608,0.1867653351525872,non_fall
0.644127,0.0495,0.0963,-0.115,-0.0133,0.0101,-0.0118,-44.025,9.75,1.8,0.020000000000000018,0.15795233458230365,0.16255183689527744,non_fall
0.664127,0.0399,-0.0029,-0.0838,-0.0148,0.0249,-0.0276,-44.25,9.975,1.8,0.020000000000000018,0.09285935601758177,0.13543406439980404,non_fall
0.684127,0.0683,-0.0229,-0.0274,-0.0163,0.0397,-0.0434,-44.25,9.975,1.8,0.020000000000000018,0.07707178472047992,0.11047705965535493,non_fall
0.704127,0.0316,-0.0037,-0.0467,-0.0163,0.0397,-0.0434,-44.25,9.975,1.8,0.019999999999999907,0.05650787555730617,0.09163524702820136,non_fall
0.724127,-0.0026,0.014,-0.0723,-0.0163,0.0397,-0.0434,-43.8,9.375,1.35,0.020000000000000018,0.07368887297279013,0.08051290425096425,non_fall
0.744127,-0.015,0.0182,-0.1105,-0.033,0.0603,-0.0657,-43.8,9.375,1.35,0.020000000000000018,0.11298889325947042,0.07632906344809612,non_fall
0.764127,-0.06545,0.057,-0.1294,-0.033,0.0603,-0.0657,-43.8,9.375,1.35,0.020000000000000018,0.1558109832457263,0.07688241974819648,non_fall
0.784127,-0.0404,-0.0052,0.0277,-0.033,0.0603,-0.0657,-43.8,9.375,1.35,0.020000000000000018,0.04925941534366805,0.07979244233144689,non_fall
0.804127,0.0229,0.0263,-0.008,-0.03505,0.0485,-0.0685,-44.025,9.375,0.75,0.020000000000000018,0.03577848515518789,0.08332296773857731,non_fall
0.824127,0.0006,0.0603,0.0197,-0.0371,0.0367,-0.0713,-44.025,9.375,0.75,0.020000000000000018,0.06343926229079276,0.08659056923301038,non_fall
0.844127,-0.0917,0.0752,-0.0241,-0.0371,0.0367,-0.0713,-44.025,9.375,0.75,0.019999999999999907,0.12101545355862614,0.08943465042890442,non_fall
0.864127,-0.0484,0.1379,-0.0443,-0.0371,0.0367,-0.0713,-44.2875,9.2625,0.9,0.020000000000000018,0.15271365361355219,0.09225336362927294,non_fall
0.884127,-0.0308,0.0429,-0.0423,-0.033,0.0202,-0.0693,-44.55,9.15,1.05,0.020000000000000018,0.06766343177817691,0.09580366318326966,non_fall
0.904127,-0.0317,0.0193,0.0532,-0.033,0.0202,-0.0693,-44.55,9.15,1.05,0.020000000000000018,0.06486616991930386,0.10080840210226136,non_fall
0.924127,-0.0181,0.0767,0.0415,-0.033,0.0202,-0.0693,-44.55,9.15,1.05,0.020000000000000018,0.08906598677385212,0.10742263900288651,non_fall
0.944127,-0.0854,0.0917,-0.0279,-0.0336,0.014,-0.0596,-44.4,9.15,1.05,0.020000000000000018,0.12837624390828703,0.11488379949683829,non_fall
0.964127,-0.09405,0.10335,-0.046,-0.0336,0.014,-0.0596,-44.4,9.15,1.05,0.019999999999999907,0.1471143262908137,0.12163044913082903,non_fall
0.984127,-0.1006,0.07055,0.01745,-0.0336,0.014,-0.0596,-44.4,9.15,1.05,0.020000000000000018,0.12410545918693504,0.12585404065817057,non_fall
1.004127,-0.0882,0.0344,0.0589,-0.0336,0.014,-0.0596,-44.4,9.15,1.05,0.020000000000000018,0.11149802688837143,0.1261872817150069,non_fall
1.024127,-0.0973,0.0616,0.0718,-0.0461,0.0079,-0.0504,-43.65,8.925,0.975,0.020000000000000018,0.13570957961765265,0.12223516221059132,non_fall
1.044127,-0.0684,0.06255,0.04315,-0.0461,0.0079,-0.0504,-43.65,8.925,0.975,0.020000000000000018,0.10223984057108071,0.1148132918132061,non_fall
1.064127,-0.102,0.0495,0.0456,-0.0461,0.0079,-0.0504,-43.65,8.925,0.975,0.020000000000000018,0.12220315053221827,0.10587694492498101,non_fall
1.084127,-0.0959,0.0328,0.04195,-0.0539,0.0046,-0.0336,-44.4,8.475,0.9,0.020000000000000018,0.10969253620916967,0.09815133856713795,non_fall
1.104127,-0.065,0.0454,0.0217,-0.0539,0.0046,-0.0336,-44.4,8.475,0.9,0.020000000000000018,0.08220127736233787,0.09448861145060627,non_fall
1.124127,-0.05,0.0786,-0.0114,-0.0539,0.0046,-0.0336,-44.4,8.475,0.9,0.020000000000000018,0.09385051944448684,0.0970517062059577,non_fall
1.144127,-0.0565,0.0712,-0.0469,-0.0539,0.0046,-0.0336,-44.325,8.475,0.6,0.019999999999999796,0.10228049667458601,0.1065439834948999,non_fall
1.164127,-0.0812,0.0691,-0.0053,-0.0638,0.0121,-0.0173,-44.325,8.475,0.6,0.020000000000000018,0.10675364162406825,0.12178128826706447,non_fall
1.184127,-0.0071,0.0217,0.0614,-0.0638,0.0121,-0.0173,-44.325,8.475,0.6,0.020000000000000018,0.06550770946995477,0.13986193720234255,non_fall
1.204127,-0.1898,0.1152,-0.156,-0.0638,0.0121,-0.0173,-44.325,8.475,0.6,0.020000000000000018,0.27135047447903976,0.156992902726544,non_fall
1.224127,-0.146,0.1267,0.0325,-0.0779,0.0223,-0.0093,-44.4,8.625,0.45,0.020000000000000018,0.19602331493983058,0.16970053981773847,non_fall
