time,ax,ay,az,wx,wy,wz,Bx,By,Bz,time_diff,acc_mag,acc_mag_filtered,label
0.042703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004445918561010745,non_fall
0.062703,-0.1231,0.0463,-0.2362,0.0,0.0,0.0,-21.075,5.9625,-0.6375,0.019999999999999997,0.2703474431171858,0.09721274148877558,non_fall
0.082703,-0.0763,0.1019,-0.3153,-0.00975,0.00375,0.0133,-42.15,11.925,-1.275,0.020000000000000004,0.34002851351026436,0.1737407612778184,non_fall
0.102703,0.0107,0.0899,-0.2961,-0.0195,0.0075,0.0266,-42.15,11.925,-1.275,0.020000000000000004,0.30963157138767355,0.217884315843561,non_fall
0.122703,-0.0302,0.0184,-0.2151,-0.0195,0.0075,0.0266,-42.15,11.925,-1.275,0.020000000000000004,0.21798763726413478,0.22939475173753127,non_fall
0.142703,-0.0729,0.0065,-0.1183,-0.0195,0.0075,0.0266,-41.85,12.75,-0.825,0.01999999999999999,0.13910984868081772,0.21841040403358603,non_fall
0.162703,-0.0494,0.0201,-0.0409,-0.0582,-0.0055,0.0328,-41.85,12.75,-0.825,0.01999999999999999,0.06720996949857959,0.19963744855148066,non_fall
0.182703,-0.0995,-0.0022,-0.0304,-0.0582,-0.0055,0.0328,-41.85,12.75,-0.825,0.020000000000000018,0.1040636824257147,0.18542315653233768,non_fall
0.202703,0.0476,-0.0515,-0.0544,-0.0582,-0.0055,0.0328,-43.125,13.125,-0.975,0.01999999999999999,0.08875454917918292,0.18110550042964307,non_fall
0.222703,0.1952,0.009,-0.2719,-0.0144,-0.0107,0.0414,-43.125,13.125,-0.975,0.020000000000000018,0.33483376472512444,0.18451397579144055,non_fall
0.242703,-0.0664,0.1844,-0.2402,-0.0144,-0.0107,0.0414,-43.125,13.125,-0.975,0.01999999999999999,0.31001348357773084,0.18919046481448568,non_fall
0.262703,-0.0432,0.1432,-0.2082,-0.0144,-0.0107,0.0414,-43.125,13.0875,-0.9375,0.020000000000000018,0.2563585769971428,0.1890418372546013,non_fall
0.282703,-0.0083,0.0917,-0.0778,-0.0144,-0.0107,0.0414,-43.125,13.05,-0.9,0.019999999999999962,0.12054302136581778,0.18175917405525435,non_fall
0.302703,-0.0053,-0.0555,0.0817,-0.0238,-0.0055,0.0278,-43.125,13.05,-0.9,0.020000000000000018,0.0989102118084882,0.16955848993691627,non_fall
0.322703,0.0842,-0.0099,0.0252,-0.0238,-0.0055,0.0278,-43.125,13.05,-0.9,0.020000000000000018,0.08844597220902714,0.15761454363920802,non_fall
0.342703,0.0982,0.0962,-0.143,-0.0238,-0.0055,0.0278,-43.725,13.125,-0.825,0.019999999999999962,0.19835997580157141,0.15164905039004264,non_fall
0.362703,0.0569,0.0282,-0.2015,-0.02265,-0.0029,0.0216,-43.725,13.125,-0.825,0.020000000000000018,0.21127020613422992,0.1559537444823329,non_fall
0.382703,-0.0027,-0.0008,-0.2556,-0.0215,-0.0003,0.0154,-43.725,13.125,-0.825,0.020000000000000018,0.25561551204885824,0.1722267771480005,non_fall
0.402703,0.0132,-0.0057,-0.0695,-0.0215,-0.0003,0.0154,-43.725,13.125,-0.825,0.019999999999999962,0.07097168449459264,0.19897429623809726,non_fall
0.422703,0.11385,0.0367,-0.0077,-0.0215,-0.0003,0.0154,-43.8,13.2,-1.05,0.020000000000000018,0.1198666029384332,0.23138639194683777,non_fall
0.442703,0.18735,0.06075,-0.21665,-0.0406,0.0186,-0.0162,-43.8,13.2,-1.05,0.020000000000000018,0.29279311381929735,0.26210153724703805,non_fall
0.462703,0.14405,0.0829,-0.33265,-0.0406,0.0186,-0.0162,-43.8,13.2,-1.05,0.019999999999999962,0.3718586223284328,0.2832325534962348,non_fall
0.482703,0.1334,0.0642,-0.3536,-0.0406,0.0186,-0.0162,-43.65,13.425,-1.2,0.020000000000000018,0.38334078833330537,0.28917284197545007,non_fall
0.502703,0.03285,-0.0066,-0.27665,-0.0435,0.0101,-0.0603,-43.65,13.425,-1.2,0.020000000000000018,0.2786716795801109,0.27882574820079487,non_fall
0.522703,0.0066,-0.0958,-0.1748,-0.0435,0.0101,-0.0603,-43.65,13.425,-1.2,0.020000000000000018,0.19943981548326806,0.25597095689522936,non_fall
0.542703,0.1423,0.0199,-0.1617,-0.0435,0.0101,-0.0603,-43.65,13.425,-1.2,0.020000000000000018,0.21631502490580723,0.2275363496684199,non_fall
0.562703,0.155,0.0769,0.0272,-0.0435,0.0101,-0.0603,-42.675,13.05,-0.825,0.019999999999999907,0.17515264771050423,0.20072269291838418,non_fall
0.582703,0.0463,0.0871,0.0028,-0.0696,0.0441,-0.0618,-42.675,13.05,-0.825,0.020000000000000018,0.09868100121097272,0.1804289458172967,non_fall
0.602703,-0.0324,0.0711,-0.1564,-0.0696,0.0441,-0.0618,-42.675,13.05,-0.825,0.020000000000000018,0.1748311471105764,0.16811186597577016,non_fall
0.622703,-0.0717,0.0047,-0.2047,-0.0696,0.0441,-0.0618,-42.9375,12.9,-0.7125,0.020000000000000018,0.21694485474424138,0.16239501489483835,non_fall
0.642703,-0.1791,-0.0572,-0.2391,-0.0205,0.049,-0.0449,-43.2,12.75,-0.6,0.020000000000000018,0.30416682922370086,0.16080295376710088,non_fall
0.662703,-0.1133,0.0196,-0.0273,-0.0205,0.049,-0.0449,-43.2,12.75,-0.6,0.020000000000000018,0.11817927060191225,0.16139844285532082,non_fall
0.682703,-0.0742,-0.0428,0.0263,-0.0205,0.049,-0.0449,-43.2,12.75,-0.6,0.019999999999999907,0.08960563598345808,0.16330488166430612,non_fall
0.702703,-0.0811,-0.0244,-0.0525,-0.0205,0.049,-0.0449,-43.05,12.45,-0.6,0.020000000000000018,0.099643464411872,0.16605185456982105,non_fall
0.722703,-0.1872,-0.0138,-0.1428,-0.026,0.0215,-0.016,-43.05,12.45,-0.6,0.020000000000000018,0.23585190268471443,0.16861277396013646,non_fall
0.742703,-0.1281,0.004,-0.0398,-0.026,0.0215,-0.016,-43.05,12.45,-0.6,0.020000000000000018,0.13420003725781895,0.16912760511385164,non_fall
